Season,Age,Team,Lg,Pos,G,MP, ,FG_player Shooting %,2P_player Shooting %,3P_player Shooting %,eFG_player Shooting %,FT_player Shooting %,TS_player Shooting %,FTr_player Shooting %,3PAr_player Shooting %, ,FG_League Shooting %,2P_League Shooting %,3P_League Shooting %,eFG_League Shooting %,FT_League Shooting %,TS_League Shooting %,FTr_League Shooting %,3PAr_League Shooting %, ,FG+_League-Adjusted,2P+_League-Adjusted,3P+_League-Adjusted,eFG+_League-Adjusted,FT+_League-Adjusted,TS+_League-Adjusted,FTr+_League-Adjusted,3PAr+_League-Adjusted, ,FG Add,TS Add,Player_link
2009-10,29,CHI,NBA,SG,74,2481,,.409,.431,.371,.478,.752,.501,.150,.372,,.461,.492,.355,.501,.759,.543,.300,.222,,89,88,105,95,99,92,50,167,,-34.1,-66.7,https://www.basketball-reference.com/players/h/hinriki01.html
2010-11,30,TOT,NBA,SG-PG,72,2157,,.446,.467,.399,.506,.841,.543,.202,.302,,.459,.487,.358,.498,.763,.541,.300,.222,,97,96,111,102,110,100,67,136,,10.0,2.4,https://www.basketball-reference.com/players/h/hinriki01.html
2010-11,30,WAS,NBA,SG,48,1471,,.452,.475,.384,.501,.876,.548,.240,.256,,.459,.487,.358,.498,.763,.541,.300,.222,,99,98,107,101,115,101,80,115,,2.4,6.7,https://www.basketball-reference.com/players/h/hinriki01.html
2010-11,30,ATL,NBA,PG,24,686,,.432,.440,.421,.519,.667,.530,.114,.411,,.459,.487,.358,.498,.763,.541,.300,.222,,94,90,117,104,87,98,38,185,,7.6,-4.3,https://www.basketball-reference.com/players/h/hinriki01.html
2011-12,31,ATL,NBA,SG,48,1237,,.414,.472,.346,.493,.781,.511,.108,.461,,.448,.477,.349,.487,.752,.527,.276,.226,,92,99,99,101,104,97,39,204,,3.5,-9.8,https://www.basketball-reference.com/players/h/hinriki01.html
2012-13,32,CHI,NBA,PG,60,1764,,.377,.367,.390,.461,.714,.493,.232,.431,,.453,.483,.359,.496,.753,.535,.271,.243,,83,76,109,93,95,92,86,177,,-30.0,-38.3,https://www.basketball-reference.com/players/h/hinriki01.html
2013-14,33,CHI,NBA,PG,73,2116,,.393,.419,.351,.461,.760,.494,.202,.391,,.454,.488,.360,.501,.756,.541,.284,.260,,86,86,98,92,101,91,71,151,,-49.3,-63.1,https://www.basketball-reference.com/players/h/hinriki01.html
2014-15,34,CHI,NBA,SG,66,1610,,.373,.394,.345,.449,.700,.468,.131,.441,,.449,.485,.350,.496,.750,.534,.273,.268,,83,81,99,91,93,88,48,164,,-35.9,-53.5,https://www.basketball-reference.com/players/h/hinriki01.html
2015-16,35,TOT,NBA,PG,46,631,,.380,.373,.387,.473,.938,.503,.124,.481,,.452,.491,.354,.502,.757,.541,.276,.285,,84,76,109,94,124,93,45,169,,-7.6,-10.3,https://www.basketball-reference.com/players/h/hinriki01.html
2015-16,35,CHI,NBA,PG,35,555,,.398,.387,.411,.496,.938,.528,.136,.475,,.452,.491,.354,.502,.757,.541,.276,.285,,88,79,116,99,124,98,49,167,,-1.6,-3.3,https://www.basketball-reference.com/players/h/hinriki01.html
2015-16,35,ATL,NBA,PG,11,76,,.182,.200,.167,.227,,.227,.000,.545,,.452,.491,.354,.502,.757,.541,.276,.285,,40,41,47,45,,42,,192,,-6.1,-6.9,https://www.basketball-reference.com/players/h/hinriki01.html
2006-07,23,MIA,NBA,SG,12,136,,.317,.378,.217,.358,.667,.391,.200,.383,,.458,.485,.358,.496,.752,.541,.327,.212,,69,78,61,72,89,72,61,180,,-16.6,-19.7,https://www.basketball-reference.com/players/h/hitero01.html
2019-20,20,POR,NBA,PF,13,103,,.469,.517,.000,.469,.615,.504,.406,.094,,.460,.524,.358,.529,.773,.565,.260,.384,,102,99,,89,80,89,156,24,,-3.8,-4.6,https://www.basketball-reference.com/players/h/hoardja01.html
2011-12,24,MIL,NBA,SG,5,39,,.154,.286,.000,.154,,.154,.000,.462,,.448,.477,.349,.487,.752,.527,.276,.226,,34,60,,32,,29,,204,,-8.7,-9.7,https://www.basketball-reference.com/players/h/hobsoda01.html
2005-06,22,DEN,NBA,SG,14,33,,.385,.385,,.385,.375,.394,.615,.000,,.454,.478,.358,.490,.745,.536,.333,.202,,85,80,,78,50,73,185,,,-2.7,-4.7,https://www.basketball-reference.com/players/h/hodgeju01.html
2006-07,23,TOT,NBA,SG,9,65,,.500,.500,,.500,.750,.545,.333,.000,,.458,.485,.358,.496,.752,.541,.327,.212,,109,103,,101,100,101,102,,,.1,.1,https://www.basketball-reference.com/players/h/hodgeju01.html
2006-07,23,DEN,NBA,SG,4,37,,.400,.400,,.400,1.000,.510,.400,.000,,.458,.485,.358,.496,.752,.541,.327,.212,,87,82,,81,133,94,122,,,-1.0,-0.4,https://www.basketball-reference.com/players/h/hodgeju01.html
2006-07,23,MIL,NBA,SG,5,28,,.571,.571,,.571,.500,.571,.286,.000,,.458,.485,.358,.496,.752,.541,.327,.212,,125,118,,115,66,105,87,,,1.1,.5,https://www.basketball-reference.com/players/h/hodgeju01.html
2005-06,26,CHI,NBA,SF,4,11,,1.000,1.000,,1.000,,1.000,.000,.000,,.454,.478,.358,.490,.745,.536,.333,.202,,220,209,,204,,187,,,,1.0,.9,https://www.basketball-reference.com/players/h/holcora01.html
2018-19,22,IND,NBA,PG,50,646,,.401,.459,.339,.483,.820,.518,.191,.485,,.461,.519,.355,.524,.766,.560,.259,.359,,87,88,95,92,107,92,74,135,,-21.7,-23.9,https://www.basketball-reference.com/players/h/holidaa01.html
2019-20,23,IND,NBA,PG,66,1617,,.414,.427,.394,.491,.851,.521,.154,.393,,.460,.524,.358,.529,.773,.565,.260,.384,,90,82,110,93,110,92,59,102,,-42.5,-52.1,https://www.basketball-reference.com/players/h/holidaa01.html
2009-10,19,PHI,NBA,PG,73,1767,,.442,.465,.390,.502,.756,.526,.165,.306,,.461,.492,.355,.501,.759,.543,.300,.222,,96,95,110,100,100,97,55,138,,1.2,-18.8,https://www.basketball-reference.com/players/h/holidjr01.html
2010-11,20,PHI,NBA,PG,82,2901,,.446,.470,.365,.487,.823,.525,.209,.222,,.459,.487,.358,.498,.763,.541,.300,.222,,97,96,102,98,108,97,70,100,,-22.7,-36.3,https://www.basketball-reference.com/players/h/holidjr01.html
2011-12,21,PHI,NBA,PG,65,2196,,.432,.445,.380,.471,.783,.496,.144,.205,,.448,.477,.349,.487,.752,.527,.276,.226,,96,93,109,97,104,94,52,91,,-27.8,-55.9,https://www.basketball-reference.com/players/h/holidjr01.html
2012-13,22,PHI,NBA,PG,78,2926,,.431,.446,.368,.466,.752,.496,.188,.192,,.453,.483,.359,.496,.753,.535,.271,.243,,95,92,103,94,100,93,69,79,,-77.8,-108.0,https://www.basketball-reference.com/players/h/holidjr01.html
2013-14,23,NOP,NBA,PG,34,1143,,.447,.459,.390,.480,.809,.505,.139,.170,,.454,.488,.360,.501,.756,.541,.284,.260,,98,94,108,96,107,93,49,65,,-19.0,-34.1,https://www.basketball-reference.com/players/h/holidjr01.html
2014-15,24,NOP,NBA,PG,40,1303,,.446,.469,.378,.493,.855,.522,.142,.253,,.449,.485,.350,.496,.750,.534,.273,.268,,99,97,108,100,114,98,52,94,,-2.6,-14.2,https://www.basketball-reference.com/players/h/holidjr01.html
2015-16,25,NOP,NBA,PG,65,1831,,.439,.478,.336,.485,.843,.529,.231,.277,,.452,.491,.354,.502,.757,.541,.276,.285,,97,97,95,97,111,98,84,97,,-32.6,-26.0,https://www.basketball-reference.com/players/h/holidjr01.html
2016-17,26,NOP,NBA,PG,67,2190,,.454,.498,.356,.510,.708,.532,.188,.315,,.457,.503,.357,.514,.772,.552,.271,.316,,99,99,100,99,92,96,70,100,,-7.5,-39.2,https://www.basketball-reference.com/players/h/holidjr01.html
2017-18,27,NOP,NBA,SG,81,2927,,.494,.557,.337,.543,.786,.570,.191,.286,,.460,.510,.362,.521,.767,.556,.252,.337,,107,109,93,104,102,102,76,85,,53.3,36.8,https://www.basketball-reference.com/players/h/holidjr01.html
2018-19,28,NOP,NBA,SG,67,2402,,.472,.539,.325,.523,.767,.555,.234,.313,,.461,.519,.355,.524,.766,.560,.259,.359,,102,104,92,100,100,99,90,87,,-3.1,-10.6,https://www.basketball-reference.com/players/h/holidjr01.html
2019-20,29,NOP,NBA,SG,61,2117,,.455,.509,.353,.516,.709,.537,.181,.344,,.460,.524,.358,.529,.773,.565,.260,.384,,99,97,99,98,92,95,70,90,,-26.0,-59.7,https://www.basketball-reference.com/players/h/holidjr01.html
2012-13,23,PHI,NBA,SG,9,142,,.333,.375,.250,.375,.750,.408,.167,.333,,.453,.483,.359,.496,.753,.535,.271,.243,,74,78,70,76,100,76,62,137,,-11.7,-13.1,https://www.basketball-reference.com/players/h/holidju01.html
2014-15,25,GSW,NBA,SG,59,657,,.387,.444,.321,.462,.822,.498,.192,.464,,.449,.485,.350,.496,.750,.534,.273,.268,,86,92,92,93,110,93,70,173,,-16.1,-18.2,https://www.basketball-reference.com/players/h/holidju01.html
2015-16,26,TOT,NBA,SG,53,773,,.386,.423,.343,.465,.730,.489,.162,.461,,.452,.491,.354,.502,.757,.541,.276,.285,,85,86,97,93,96,90,59,162,,-17.1,-25.4,https://www.basketball-reference.com/players/h/holidju01.html
2015-16,26,ATL,NBA,SG,26,263,,.329,.500,.222,.397,.500,.407,.137,.616,,.452,.491,.354,.502,.757,.541,.276,.285,,73,102,63,79,66,75,50,216,,-15.4,-20.8,https://www.basketball-reference.com/players/h/holidju01.html
2015-16,26,CHI,NBA,SG,27,510,,.413,.400,.433,.497,.815,.527,.174,.387,,.452,.491,.354,.502,.757,.541,.276,.285,,91,81,123,99,108,97,63,136,,-1.8,-4.6,https://www.basketball-reference.com/players/h/holidju01.html
2016-17,27,NYK,NBA,SG,82,1639,,.433,.513,.355,.523,.825,.549,.149,.507,,.457,.503,.357,.514,.772,.552,.271,.316,,95,102,99,102,107,99,55,161,,10.3,-4.2,https://www.basketball-reference.com/players/h/holidju01.html
2017-18,28,CHI,NBA,SG,72,2265,,.371,.387,.359,.474,.823,.513,.210,.574,,.460,.510,.362,.521,.767,.556,.252,.337,,81,76,99,91,107,92,83,170,,-74.1,-74.1,https://www.basketball-reference.com/players/h/holidju01.html
2018-19,29,TOT,NBA,SG,82,2607,,.386,.442,.348,.490,.896,.520,.136,.599,,.461,.519,.355,.524,.766,.560,.259,.359,,84,85,98,94,117,93,53,167,,-52.6,-64.8,https://www.basketball-reference.com/players/h/holidju01.html
2018-19,29,CHI,NBA,SG,38,1325,,.383,.435,.359,.506,.891,.531,.117,.685,,.461,.519,.355,.524,.766,.560,.259,.359,,83,84,101,97,116,95,45,191,,-14.1,-23.6,https://www.basketball-reference.com/players/h/holidju01.html
2018-19,29,MEM,NBA,SG,44,1282,,.389,.447,.333,.474,.900,.509,.157,.509,,.461,.519,.355,.524,.766,.560,.259,.359,,84,86,94,90,117,91,61,142,,-38.5,-41.2,https://www.basketball-reference.com/players/h/holidju01.html
2019-20,30,IND,NBA,SF,73,1826,,.428,.477,.405,.566,.791,.585,.138,.681,,.460,.524,.358,.529,.773,.565,.260,.384,,93,91,113,107,102,104,53,177,,36.0,20.8,https://www.basketball-reference.com/players/h/holidju01.html
2017-18,29,CLE,NBA,SF,24,174,,.288,.261,.306,.381,.692,.417,.220,.610,,.460,.510,.362,.521,.767,.556,.252,.337,,63,51,84,73,90,75,87,181,,-16.5,-18.0,https://www.basketball-reference.com/players/h/hollajo02.html
2018-19,30,CLE,NBA,SF,1,1,,,,,,,,,,,.461,.519,.355,.524,.766,.560,.259,.359,,,,,,,,,,,.0,.0,https://www.basketball-reference.com/players/h/hollajo02.html
2006-07,22,CHA,NBA,C,27,185,,.556,.556,,.556,.600,.597,1.111,.000,,.458,.485,.358,.496,.752,.541,.327,.212,,121,114,,112,80,110,340,,,4.3,6.0,https://www.basketball-reference.com/players/h/holliry01.html
2007-08,23,CHA,NBA,PF,60,532,,.489,.489,,.489,.671,.565,.872,.000,,.457,.484,.362,.497,.755,.540,.306,.222,,107,101,,98,89,105,285,,,-1.5,6.5,https://www.basketball-reference.com/players/h/holliry01.html
2008-09,24,TOT,NBA,C,45,444,,.532,.532,,.532,.597,.569,.766,.000,,.459,.485,.367,.500,.771,.544,.306,.224,,116,110,,106,77,105,251,,,6.0,6.2,https://www.basketball-reference.com/players/h/holliry01.html
2008-09,24,CHA,NBA,C,18,184,,.543,.543,,.543,.667,.614,1.114,.000,,.459,.485,.367,.500,.771,.544,.306,.224,,118,112,,109,86,113,364,,,3.0,7.2,https://www.basketball-reference.com/players/h/holliry01.html
2008-09,24,DAL,NBA,C,27,260,,.525,.525,,.525,.515,.537,.559,.000,,.459,.485,.367,.500,.771,.544,.306,.224,,115,108,,105,67,99,183,,,3.0,-1.0,https://www.basketball-reference.com/players/h/holliry01.html
2009-10,25,MIN,NBA,C,73,1223,,.558,.560,.000,.558,.690,.600,.521,.003,,.461,.492,.355,.501,.759,.543,.300,.222,,121,114,,111,91,111,174,1,,34.6,42.5,https://www.basketball-reference.com/players/h/holliry01.html
2010-11,26,CLE,NBA,C,70,1182,,.598,.598,,.598,.681,.641,.744,.000,,.459,.487,.358,.498,.763,.541,.300,.222,,130,123,,120,89,118,248,,,43.7,58.2,https://www.basketball-reference.com/players/h/holliry01.html
2011-12,27,TOT,NBA,C,39,522,,.548,.548,,.548,.520,.560,.893,.000,,.448,.477,.349,.487,.752,.527,.276,.226,,122,115,,112,69,106,324,,,10.1,7.7,https://www.basketball-reference.com/players/h/holliry01.html
2011-12,27,CLE,NBA,C,24,362,,.500,.500,,.500,.600,.555,.982,.000,,.448,.477,.349,.487,.752,.527,.276,.226,,112,105,,103,80,105,356,,,1.4,4.5,https://www.basketball-reference.com/players/h/holliry01.html
2011-12,27,BOS,NBA,C,15,160,,.643,.643,,.643,.300,.571,.714,.000,,.448,.477,.349,.487,.752,.527,.276,.226,,144,135,,132,40,108,259,,,8.7,3.2,https://www.basketball-reference.com/players/h/holliry01.html
2012-13,28,LAC,NBA,C,60,663,,.614,.614,,.614,.750,.674,.772,.000,,.453,.483,.359,.496,.753,.535,.271,.243,,136,127,,124,100,126,285,,,26.8,42.7,https://www.basketball-reference.com/players/h/holliry01.html
2013-14,29,LAC,NBA,PF,61,482,,.736,.736,,.736,.625,.730,.778,.000,,.454,.488,.360,.501,.756,.541,.284,.260,,162,151,,147,83,135,274,,,33.8,36.5,https://www.basketball-reference.com/players/h/holliry01.html
2014-15,30,SAC,NBA,C,46,441,,.646,.646,,.646,.574,.648,.658,.000,,.449,.485,.350,.496,.750,.534,.273,.268,,144,133,,130,77,121,241,,,24.7,24.0,https://www.basketball-reference.com/players/h/holliry01.html
2015-16,31,TOT,NBA,C,37,460,,.620,.620,,.620,.619,.636,.532,.000,,.452,.491,.354,.502,.757,.541,.276,.285,,137,126,,123,82,118,192,,,18.6,18.5,https://www.basketball-reference.com/players/h/holliry01.html
2015-16,31,WAS,NBA,C,5,48,,.571,.571,,.571,,.571,.000,.000,,.452,.491,.354,.502,.757,.541,.276,.285,,126,116,,114,,106,,,,1.0,.4,https://www.basketball-reference.com/players/h/holliry01.html
2015-16,31,MEM,NBA,C,32,412,,.625,.625,,.625,.619,.641,.583,.000,,.452,.491,.354,.502,.757,.541,.276,.285,,138,127,,124,82,118,211,,,17.6,18.1,https://www.basketball-reference.com/players/h/holliry01.html
2015-16,21,BRK,NBA,SF,29,615,,.457,.476,.286,.471,.712,.519,.377,.101,,.452,.491,.354,.502,.757,.541,.276,.285,,101,97,81,94,94,96,136,36,,-8.7,-7.1,https://www.basketball-reference.com/players/h/holliro01.html
2016-17,22,BRK,NBA,SF,78,1761,,.434,.463,.224,.447,.751,.517,.467,.124,,.457,.503,.357,.514,.772,.552,.271,.316,,95,92,63,87,97,94,173,39,,-71.8,-46.7,https://www.basketball-reference.com/players/h/holliro01.html
2017-18,23,BRK,NBA,SF,68,1920,,.472,.491,.241,.481,.788,.548,.436,.075,,.460,.510,.362,.521,.767,.556,.252,.337,,103,96,67,92,103,99,173,22,,-57.7,-14.0,https://www.basketball-reference.com/players/h/holliro01.html
2018-19,24,BRK,NBA,SF,59,1234,,.411,.436,.184,.420,.645,.464,.376,.101,,.461,.519,.355,.524,.766,.560,.259,.359,,89,84,52,80,84,83,145,28,,-101.6,-108.2,https://www.basketball-reference.com/players/h/holliro01.html
2019-20,25,TOR,NBA,PF,60,1122,,.471,.497,.130,.476,.734,.533,.435,.070,,.460,.524,.358,.529,.773,.565,.260,.384,,102,95,36,90,95,94,167,18,,-35.0,-24.6,https://www.basketball-reference.com/players/h/holliro01.html
2015-16,22,PHI,NBA,PF,51,702,,.513,.596,.182,.532,.689,.564,.333,.198,,.452,.491,.354,.502,.757,.541,.276,.285,,114,121,51,106,91,104,121,70,,12.9,11.5,https://www.basketball-reference.com/players/h/holmeri01.html
2016-17,23,PHI,NBA,C,57,1193,,.558,.606,.351,.591,.699,.611,.250,.187,,.457,.503,.357,.514,.772,.552,.271,.316,,122,120,98,115,91,111,92,59,,63.7,53.8,https://www.basketball-reference.com/players/h/holmeri01.html
2017-18,24,PHI,NBA,C,48,746,,.560,.624,.129,.568,.661,.585,.232,.129,,.460,.510,.362,.521,.767,.556,.252,.337,,122,122,36,109,86,105,92,38,,22.8,15.5,https://www.basketball-reference.com/players/h/holmeri01.html
2018-19,25,PHO,NBA,C,70,1184,,.608,.608,,.608,.731,.647,.479,.000,,.461,.519,.355,.524,.766,.560,.259,.359,,132,117,,116,95,116,185,,,61.3,77.3,https://www.basketball-reference.com/players/h/holmeri01.html
2019-20,26,SAC,NBA,C,44,1242,,.648,.648,,.648,.788,.681,.343,.000,,.460,.524,.358,.529,.773,.565,.260,.384,,141,124,,123,102,121,132,,,82.2,91.8,https://www.basketball-reference.com/players/h/holmeri01.html
2011-12,21,SAC,NBA,SF,15,88,,.333,.333,.333,.354,.600,.382,.208,.125,,.448,.477,.349,.487,.752,.527,.276,.226,,74,70,96,73,80,72,76,55,,-6.4,-7.6,https://www.basketball-reference.com/players/h/honeyty01.html
2012-13,22,SAC,NBA,SF,9,32,,.273,.333,.000,.273,1.000,.337,.182,.182,,.453,.483,.359,.496,.753,.535,.271,.243,,60,69,,55,133,63,67,75,,-4.9,-4.7,https://www.basketball-reference.com/players/h/honeyty01.html
2014-15,22,UTA,NBA,SG,50,1064,,.414,.456,.365,.497,.762,.529,.214,.455,,.449,.485,.350,.496,.750,.534,.273,.268,,92,94,104,100,102,99,78,169,,1.1,-4.2,https://www.basketball-reference.com/players/h/hoodro01.html
2015-16,23,UTA,NBA,SG,79,2541,,.420,.472,.359,.503,.860,.542,.206,.462,,.452,.491,.354,.502,.757,.541,.276,.285,,93,96,101,100,114,100,74,162,,.2,1.6,https://www.basketball-reference.com/players/h/hoodro01.html
2016-17,24,UTA,NBA,SG,59,1593,,.408,.440,.371,.494,.783,.522,.173,.461,,.457,.503,.357,.514,.772,.552,.271,.316,,89,87,104,96,101,94,64,146,,-26.2,-43.6,https://www.basketball-reference.com/players/h/hoodro01.html
2017-18,25,TOT,NBA,SG,60,1616,,.429,.467,.381,.513,.861,.546,.172,.443,,.460,.510,.362,.521,.767,.556,.252,.337,,93,91,105,98,112,98,68,132,,-11.8,-16.5,https://www.basketball-reference.com/players/h/hoodro01.html
2017-18,25,UTA,NBA,SG,39,1084,,.424,.455,.389,.516,.876,.551,.176,.475,,.460,.510,.362,.521,.767,.556,.252,.337,,92,89,108,99,114,99,70,141,,-5.4,-6.5,https://www.basketball-reference.com/players/h/hoodro01.html
2017-18,25,CLE,NBA,SG,21,532,,.442,.492,.352,.505,.812,.533,.161,.357,,.460,.510,.362,.521,.767,.556,.252,.337,,96,96,97,97,106,96,64,106,,-6.4,-10.0,https://www.basketball-reference.com/players/h/hoodro01.html
2018-19,26,TOT,NBA,SG,72,1893,,.435,.478,.356,.498,.884,.544,.231,.352,,.461,.519,.355,.524,.766,.560,.259,.359,,94,92,100,95,115,97,89,98,,-35.5,-22.3,https://www.basketball-reference.com/players/h/hoodro01.html
2018-19,26,CLE,NBA,SG,45,1234,,.427,.460,.362,.488,.912,.542,.251,.335,,.461,.519,.355,.524,.766,.560,.259,.359,,93,89,102,93,119,97,97,93,,-33.0,-17.3,https://www.basketball-reference.com/players/h/hoodro01.html
2018-19,26,POR,NBA,SG,27,659,,.452,.519,.345,.518,.805,.549,.189,.387,,.461,.519,.355,.524,.766,.560,.259,.359,,98,100,97,99,105,98,73,108,,-2.5,-5.1,https://www.basketball-reference.com/players/h/hoodro01.html
2019-20,27,POR,NBA,SF,21,619,,.506,.515,.493,.608,.778,.625,.157,.413,,.460,.524,.358,.529,.773,.565,.260,.384,,110,98,138,115,101,111,60,107,,27.1,22.3,https://www.basketball-reference.com/players/h/hoodro01.html
2013-14,24,CLE,NBA,SG,2,7,,.000,.000,.000,.000,.500,.102,.500,.500,,.454,.488,.360,.501,.756,.541,.284,.260,,,,,,66,19,176,193,,-4.0,-4.3,https://www.basketball-reference.com/players/h/hopsosc01.html
2017-18,28,DAL,NBA,SG,1,8,,.000,.000,,.000,.500,.266,2.000,.000,,.460,.510,.362,.521,.767,.556,.252,.337,,,,,,65,48,794,,,-1.0,-1.1,https://www.basketball-reference.com/players/h/hopsosc01.html
2007-08,21,ATL,NBA,C,81,2540,,.498,.502,.000,.498,.731,.539,.317,.007,,.457,.484,.362,.497,.755,.540,.306,.222,,109,104,,100,97,100,104,3,,1.5,-1.6,https://www.basketball-reference.com/players/h/horfoal01.html
2008-09,22,ATL,NBA,C,67,2242,,.525,.526,.000,.525,.727,.565,.345,.002,,.459,.485,.367,.500,.771,.544,.306,.224,,115,108,,105,94,104,113,1,,30.2,28.1,https://www.basketball-reference.com/players/h/horfoal01.html
2009-10,23,ATL,NBA,C,81,2845,,.551,.551,1.000,.552,.789,.594,.319,.001,,.461,.492,.355,.501,.759,.543,.300,.222,,120,112,282,110,104,109,106,1,,86.8,99.2,https://www.basketball-reference.com/players/h/horfoal01.html
2010-11,24,ATL,NBA,C,77,2704,,.557,.557,.500,.558,.798,.587,.204,.004,,.459,.487,.358,.498,.763,.541,.300,.222,,121,114,139,112,105,108,68,2,,110.0,91.1,https://www.basketball-reference.com/players/h/horfoal01.html
2011-12,25,ATL,NBA,C,11,348,,.553,.559,.000,.553,.733,.585,.291,.010,,.448,.477,.349,.487,.752,.527,.276,.226,,124,117,,114,97,111,106,4,,13.6,13.5,https://www.basketball-reference.com/players/h/horfoal01.html
2012-13,26,ATL,NBA,C,74,2756,,.543,.544,.500,.545,.644,.560,.196,.006,,.453,.483,.359,.496,.753,.535,.271,.243,,120,113,139,110,86,105,73,2,,102.6,57.8,https://www.basketball-reference.com/players/h/horfoal01.html
2013-14,27,ATL,NBA,C,29,958,,.567,.572,.364,.571,.682,.588,.202,.026,,.454,.488,.360,.501,.756,.541,.284,.260,,125,117,101,114,90,109,71,10,,59.1,43.2,https://www.basketball-reference.com/players/h/horfoal01.html
2014-15,28,ATL,NBA,C,76,2318,,.538,.547,.306,.544,.759,.563,.146,.037,,.449,.485,.350,.496,.750,.534,.273,.268,,120,113,87,110,101,105,53,14,,92.0,58.8,https://www.basketball-reference.com/players/h/horfoal01.html
2015-16,29,ATL,NBA,C,82,2631,,.505,.557,.344,.547,.798,.565,.123,.244,,.452,.491,.354,.502,.757,.541,.276,.285,,112,113,97,109,106,104,45,86,,92.8,53.2,https://www.basketball-reference.com/players/h/horfoal01.html
2016-17,30,BOS,NBA,C,68,2193,,.473,.524,.355,.527,.800,.553,.169,.302,,.457,.503,.357,.514,.772,.552,.271,.316,,103,104,99,103,104,100,62,96,,21.1,1.5,https://www.basketball-reference.com/players/h/horfoal01.html
2017-18,31,BOS,NBA,C,72,2277,,.489,.514,.429,.553,.783,.575,.159,.300,,.460,.510,.362,.521,.767,.556,.252,.337,,106,101,119,106,102,103,63,89,,48.1,30.7,https://www.basketball-reference.com/players/h/horfoal01.html
2018-19,32,BOS,NBA,C,68,1973,,.535,.604,.360,.586,.821,.605,.131,.281,,.461,.519,.355,.524,.766,.560,.259,.359,,116,116,101,112,107,108,51,78,,89.0,69.0,https://www.basketball-reference.com/players/h/horfoal01.html
2019-20,33,PHI,NBA,C,67,2025,,.450,.516,.350,.520,.762,.536,.113,.399,,.460,.524,.358,.529,.773,.565,.260,.384,,98,99,98,98,99,95,43,104,,-12.9,-42.5,https://www.basketball-reference.com/players/h/horfoal01.html
2011-12,23,NJN,NBA,PF,8,22,,.250,.333,.000,.250,.750,.434,1.000,.250,,.448,.477,.349,.487,.752,.527,.276,.226,,56,70,,51,100,82,363,111,,-1.9,-1.1,https://www.basketball-reference.com/players/h/hornede01.html
2019-20,19,LAL,NBA,SG,6,81,,.467,.588,.308,.533,.500,.535,.133,.433,,.460,.524,.358,.529,.773,.565,.260,.384,,101,112,86,101,65,95,51,113,,.3,-1.9,https://www.basketball-reference.com/players/h/hortota01.html
2016-17,23,WAS,NBA,SG,1,1,,,,,,,,,,,.457,.503,.357,.514,.772,.552,.271,.316,,,,,,,,,,,.0,.0,https://www.basketball-reference.com/players/h/houseda01.html
2017-18,24,PHO,NBA,SG,23,403,,.434,.578,.259,.492,.806,.533,.240,.450,,.460,.510,.362,.521,.767,.556,.252,.337,,94,113,71,94,105,96,95,133,,-7.5,-6.7,https://www.basketball-reference.com/players/h/houseda01.html
2018-19,25,HOU,NBA,SF,39,979,,.468,.595,.416,.615,.789,.646,.282,.706,,.461,.519,.355,.524,.766,.560,.259,.359,,102,114,117,117,103,115,109,197,,45.8,49.0,https://www.basketball-reference.com/players/h/houseda01.html
2019-20,26,HOU,NBA,SF,63,1913,,.427,.549,.363,.546,.811,.572,.167,.659,,.460,.524,.358,.529,.773,.565,.260,.384,,93,105,102,103,105,101,64,171,,18.9,8.5,https://www.basketball-reference.com/players/h/houseda01.html
2004-05,19,ORL,NBA,PF,82,2670,,.520,.521,.000,.520,.671,.571,.610,.003,,.448,.470,.356,.482,.756,.529,.324,.196,,116,111,,108,89,108,188,2,,50.9,71.8,https://www.basketball-reference.com/players/h/howardw01.html
2005-06,20,ORL,NBA,PF,82,3021,,.531,.532,.000,.531,.595,.565,.679,.002,,.454,.478,.358,.490,.745,.536,.333,.202,,117,111,,108,80,105,204,1,,72.7,66.4,https://www.basketball-reference.com/players/h/howardw01.html
2006-07,21,ORL,NBA,C,82,3023,,.603,.603,.500,.603,.586,.619,.763,.002,,.458,.485,.358,.496,.752,.541,.327,.212,,131,124,140,122,78,114,233,1,,186.4,180.3,https://www.basketball-reference.com/players/h/howardw01.html
2007-08,22,ORL,NBA,C,82,3088,,.599,.601,.000,.599,.590,.619,.921,.004,,.457,.484,.362,.497,.755,.540,.306,.222,,131,124,,120,78,115,301,2,,197.0,216.2,https://www.basketball-reference.com/players/h/howardw01.html
2008-09,23,ORL,NBA,C,79,2821,,.572,.573,.000,.572,.594,.600,.867,.002,,.459,.485,.367,.500,.771,.544,.306,.224,,125,118,,114,77,110,284,1,,141.4,151.4,https://www.basketball-reference.com/players/h/howardw01.html
2009-10,24,ORL,NBA,C,82,2843,,.612,.617,.000,.612,.592,.630,.978,.008,,.461,.492,.355,.501,.759,.543,.300,.222,,133,125,,122,78,116,326,4,,184.8,207.5,https://www.basketball-reference.com/players/h/howardw01.html
2010-11,25,ORL,NBA,C,78,2935,,.593,.597,.000,.593,.596,.616,.877,.007,,.459,.487,.358,.498,.763,.541,.300,.222,,129,123,,119,78,114,292,3,,197.4,217.1,https://www.basketball-reference.com/players/h/howardw01.html
