Season,Age,Team,Lg,Pos,G,MP, ,FG_player Shooting %,2P_player Shooting %,3P_player Shooting %,eFG_player Shooting %,FT_player Shooting %,TS_player Shooting %,FTr_player Shooting %,3PAr_player Shooting %, ,FG_League Shooting %,2P_League Shooting %,3P_League Shooting %,eFG_League Shooting %,FT_League Shooting %,TS_League Shooting %,FTr_League Shooting %,3PAr_League Shooting %, ,FG+_League-Adjusted,2P+_League-Adjusted,3P+_League-Adjusted,eFG+_League-Adjusted,FT+_League-Adjusted,TS+_League-Adjusted,FTr+_League-Adjusted,3PAr+_League-Adjusted, ,FG Add,TS Add,Player_link
2011-12,27,MIA,NBA,PF,57,2007,,.487,.496,.286,.493,.821,.551,.346,.043,,.448,.477,.349,.487,.752,.527,.276,.226,,109,104,82,101,109,105,125,19,,9.5,44.8,https://www.basketball-reference.com/players/b/boshch01.html
2012-13,28,MIA,NBA,C,74,2454,,.535,.557,.284,.546,.798,.592,.333,.082,,.453,.483,.359,.496,.753,.535,.271,.243,,118,115,79,110,106,111,123,34,,90.5,120.1,https://www.basketball-reference.com/players/b/boshch01.html
2013-14,29,MIA,NBA,C,79,2531,,.516,.569,.339,.555,.820,.597,.285,.229,,.454,.488,.360,.501,.756,.541,.284,.260,,114,117,94,111,108,110,100,88,,102.9,120.6,https://www.basketball-reference.com/players/b/boshch01.html
2014-15,30,MIA,NBA,C,44,1556,,.460,.485,.375,.503,.772,.548,.311,.226,,.449,.485,.350,.496,.750,.534,.273,.268,,103,100,107,101,103,103,114,84,,10.1,23.0,https://www.basketball-reference.com/players/b/boshch01.html
2015-16,31,MIA,NBA,PF,53,1778,,.467,.508,.365,.520,.795,.571,.349,.289,,.452,.491,.354,.502,.757,.541,.276,.285,,103,103,103,103,105,105,126,102,,26.2,52.1,https://www.basketball-reference.com/players/b/boshch01.html
2017-18,25,GSW,NBA,PF,1,1,,.000,,.000,.000,,.000,.000,1.000,,.460,.510,.362,.521,.767,.556,.252,.337,,,,,,,,,297,,-1.0,-1.1,https://www.basketball-reference.com/players/b/bouchch01.html
2018-19,26,TOR,NBA,PF,28,163,,.447,.564,.324,.526,.867,.563,.197,.487,,.461,.519,.355,.524,.766,.560,.259,.359,,97,109,91,100,113,101,76,136,,.3,.6,https://www.basketball-reference.com/players/b/bouchch01.html
2019-20,27,TOR,NBA,C,62,819,,.472,.569,.322,.535,.784,.587,.388,.395,,.460,.524,.358,.529,.773,.565,.260,.384,,102,109,90,101,102,104,149,103,,3.8,15.7,https://www.basketball-reference.com/players/b/bouchch01.html
2019-20,21,IND,NBA,SF,6,31,,.300,.375,.000,.300,,.300,.000,.200,,.460,.524,.358,.529,.773,.565,.260,.384,,65,72,,57,,53,,52,,-4.6,-5.3,https://www.basketball-reference.com/players/b/bowenbr02.html
2019-20,22,GSW,NBA,PG,45,1015,,.417,.472,.308,.469,.829,.494,.128,.333,,.460,.524,.358,.529,.773,.565,.260,.384,,91,90,86,89,107,87,49,87,,-38.5,-47.9,https://www.basketball-reference.com/players/b/bowmaky01.html
2006-07,23,ATL,NBA,SG,23,199,,.282,.346,.154,.308,.333,.312,.154,.333,,.458,.485,.358,.496,.752,.541,.327,.212,,62,71,43,62,44,58,47,157,,-14.7,-19.1,https://www.basketball-reference.com/players/b/bozemce01.html
2010-11,23,PHI,NBA,PF,3,33,,.250,.364,.000,.250,,.250,.000,.312,,.459,.487,.358,.498,.763,.541,.300,.222,,55,75,,50,,46,,141,,-7.9,-9.3,https://www.basketball-reference.com/players/b/brackcr01.html
2011-12,24,PHI,NBA,PF,14,88,,.273,.250,.333,.318,.500,.325,.061,.273,,.448,.477,.349,.487,.752,.527,.276,.226,,61,52,96,65,66,62,22,121,,-11.2,-13.7,https://www.basketball-reference.com/players/b/brackcr01.html
2010-11,20,BOS,NBA,PG,31,162,,.343,.371,.000,.343,.500,.360,.179,.075,,.459,.487,.358,.498,.763,.541,.300,.222,,75,76,,69,65,66,60,34,,-20.8,-26.3,https://www.basketball-reference.com/players/b/bradlav01.html
2011-12,21,BOS,NBA,PG,64,1368,,.497,.511,.407,.525,.795,.555,.194,.134,,.448,.477,.349,.487,.752,.527,.276,.226,,111,107,117,108,106,105,70,60,,30.2,24.0,https://www.basketball-reference.com/players/b/bradlav01.html
2012-13,22,BOS,NBA,PG,50,1435,,.402,.432,.318,.444,.755,.461,.102,.264,,.453,.483,.359,.496,.753,.535,.271,.243,,89,89,88,89,100,86,38,108,,-50.6,-73.1,https://www.basketball-reference.com/players/b/bradlav01.html
2013-14,23,BOS,NBA,SG,60,1855,,.438,.451,.395,.485,.804,.510,.136,.242,,.454,.488,.360,.501,.756,.541,.284,.260,,96,93,110,97,106,94,48,93,,-25.8,-54.7,https://www.basketball-reference.com/players/b/bradlav01.html
2014-15,24,BOS,NBA,SG,77,2428,,.429,.470,.352,.490,.790,.507,.099,.348,,.449,.485,.350,.496,.750,.534,.273,.268,,96,97,101,99,105,95,36,130,,-11.7,-57.2,https://www.basketball-reference.com/players/b/bradlav01.html
2015-16,25,BOS,NBA,SG,76,2536,,.448,.505,.361,.520,.780,.538,.121,.399,,.452,.491,.354,.502,.757,.541,.276,.285,,99,103,102,103,103,99,44,140,,34.9,-6.6,https://www.basketball-reference.com/players/b/bradlav01.html
2016-17,26,BOS,NBA,SG,55,1835,,.463,.504,.390,.533,.731,.548,.120,.357,,.457,.503,.357,.514,.772,.552,.271,.316,,101,100,109,104,95,99,44,113,,29.8,-7.4,https://www.basketball-reference.com/players/b/bradlav01.html
2017-18,27,TOT,NBA,SG,46,1433,,.414,.436,.369,.474,.768,.496,.131,.325,,.460,.510,.362,.521,.767,.556,.252,.337,,90,85,102,91,100,89,52,96,,-58.5,-79.3,https://www.basketball-reference.com/players/b/bradlav01.html
2017-18,27,DET,NBA,SG,40,1268,,.409,.423,.381,.474,.762,.496,.140,.340,,.460,.510,.362,.521,.767,.556,.252,.337,,89,83,105,91,99,89,56,101,,-54.1,-72.2,https://www.basketball-reference.com/players/b/bradlav01.html
2017-18,27,LAC,NBA,SG,6,165,,.473,.543,.111,.482,1.000,.492,.036,.164,,.460,.510,.362,.521,.767,.556,.252,.337,,103,107,31,92,130,88,14,49,,-4.3,-7.2,https://www.basketball-reference.com/players/b/bradlav01.html
2018-19,28,TOT,NBA,SG,63,1905,,.408,.446,.351,.479,.860,.496,.082,.403,,.461,.519,.355,.524,.766,.560,.259,.359,,89,86,99,91,112,89,32,112,,-55.4,-80.1,https://www.basketball-reference.com/players/b/bradlav01.html
2018-19,28,LAC,NBA,SG,49,1463,,.383,.415,.337,.452,.800,.464,.059,.409,,.461,.519,.355,.524,.766,.560,.259,.359,,83,80,95,86,104,83,23,114,,-60.3,-82.4,https://www.basketball-reference.com/players/b/bradlav01.html
2018-19,28,MEM,NBA,SG,14,442,,.463,.513,.384,.537,.920,.565,.133,.388,,.461,.519,.355,.524,.766,.560,.259,.359,,100,99,108,102,120,101,51,108,,4.9,2.3,https://www.basketball-reference.com/players/b/bradlav01.html
2019-20,29,LAL,NBA,SG,49,1186,,.444,.509,.364,.526,.833,.537,.063,.452,,.460,.524,.358,.529,.773,.565,.260,.384,,96,97,102,99,108,95,24,118,,-2.1,-21.5,https://www.basketball-reference.com/players/b/bradlav01.html
2017-18,20,UTA,NBA,C,9,29,,.273,.300,.000,.273,1.000,.337,.182,.091,,.460,.510,.362,.521,.767,.556,.252,.337,,59,59,,52,130,61,72,27,,-5.5,-5.2,https://www.basketball-reference.com/players/b/bradlto01.html
2018-19,21,UTA,NBA,C,3,36,,.500,.500,,.500,.500,.504,.125,.000,,.461,.519,.355,.524,.766,.560,.259,.359,,109,96,,95,65,90,48,,,-0.8,-1.9,https://www.basketball-reference.com/players/b/bradlto01.html
2019-20,22,UTA,NBA,C,58,663,,.667,.661,1.000,.675,.652,.681,.243,.016,,.460,.524,.358,.529,.773,.565,.260,.384,,145,126,279,128,84,121,94,4,,55.1,48.7,https://www.basketball-reference.com/players/b/bradlto01.html
2003-04,27,TOT,NBA,PF,15,154,,.485,.485,,.485,.667,.522,.364,.000,,.439,.460,.347,.471,.752,.516,.303,.187,,111,105,,103,89,101,120,,,.9,.5,https://www.basketball-reference.com/players/b/braggto01.html
2003-04,27,HOU,NBA,PF,11,132,,.464,.464,,.464,.667,.511,.429,.000,,.439,.460,.347,.471,.752,.516,.303,.187,,106,101,,99,89,99,141,,,-0.4,-0.4,https://www.basketball-reference.com/players/b/braggto01.html
2003-04,27,WAS,NBA,PF,4,22,,.600,.600,,.600,,.600,.000,.000,,.439,.460,.347,.471,.752,.516,.303,.187,,137,131,,127,,116,,,,1.3,.8,https://www.basketball-reference.com/players/b/braggto01.html
2004-05,28,HOU,NBA,PF,7,24,,.429,.429,,.429,,.429,.000,.000,,.448,.470,.356,.482,.756,.529,.324,.196,,96,91,,89,,81,,,,-0.8,-1.4,https://www.basketball-reference.com/players/b/braggto01.html
2019-20,23,UTA,NBA,PF,9,96,,.357,.467,.231,.411,.500,.415,.071,.464,,.460,.524,.358,.529,.773,.565,.260,.384,,78,89,64,78,65,74,27,121,,-6.6,-8.6,https://www.basketball-reference.com/players/b/brantja01.html
2019-20,21,NYK,NBA,SF,9,53,,.273,.385,.111,.295,.800,.351,.227,.409,,.460,.524,.358,.529,.773,.565,.260,.384,,59,73,31,56,104,62,87,107,,-10.3,-10.3,https://www.basketball-reference.com/players/b/brazdig01.html
2007-08,21,MIN,NBA,SF,79,1803,,.374,.389,.194,.382,.800,.429,.226,.074,,.457,.484,.362,.497,.755,.540,.306,.222,,82,80,54,77,106,79,74,33,,-112.5,-118.4,https://www.basketball-reference.com/players/b/breweco01.html
2008-09,22,MIN,NBA,SF,15,307,,.411,.410,.417,.439,.737,.473,.211,.133,,.459,.485,.367,.500,.771,.544,.306,.224,,90,85,114,88,96,87,69,60,,-11.0,-14.1,https://www.basketball-reference.com/players/b/breweco01.html
2009-10,23,MIN,NBA,SG,82,2482,,.431,.459,.346,.474,.648,.502,.270,.250,,.461,.492,.355,.501,.759,.543,.300,.222,,93,93,98,95,85,92,90,112,,-50.4,-86.8,https://www.basketball-reference.com/players/b/breweco01.html
2010-11,24,TOT,NBA,SF-SG,69,1510,,.396,.433,.268,.426,.708,.482,.393,.230,,.459,.487,.358,.498,.763,.541,.300,.222,,86,89,75,86,93,89,131,103,,-70.4,-67.9,https://www.basketball-reference.com/players/b/breweco01.html
2010-11,24,MIN,NBA,SF,56,1362,,.384,.420,.263,.414,.708,.471,.391,.227,,.459,.487,.358,.498,.763,.541,.300,.222,,84,86,73,83,93,87,130,102,,-73.6,-71.7,https://www.basketball-reference.com/players/b/breweco01.html
2010-11,24,DAL,NBA,SG,13,148,,.490,.553,.308,.529,.714,.573,.412,.255,,.459,.487,.358,.498,.763,.541,.300,.222,,107,113,86,106,94,106,137,115,,3.2,3.8,https://www.basketball-reference.com/players/b/breweco01.html
2011-12,25,DEN,NBA,SF,59,1287,,.434,.500,.260,.470,.692,.505,.281,.274,,.448,.477,.349,.487,.752,.527,.276,.226,,97,105,75,96,92,96,102,122,,-16.2,-23.4,https://www.basketball-reference.com/players/b/breweco01.html
2012-13,26,DEN,NBA,SF,82,2003,,.425,.493,.296,.476,.690,.506,.245,.348,,.453,.483,.359,.496,.753,.535,.271,.243,,94,102,83,96,92,95,90,143,,-35.7,-55.8,https://www.basketball-reference.com/players/b/breweco01.html
2013-14,27,MIN,NBA,SF,81,2609,,.481,.552,.280,.517,.718,.550,.281,.262,,.454,.488,.360,.501,.756,.541,.284,.260,,106,113,78,103,95,102,99,101,,26.3,17.0,https://www.basketball-reference.com/players/b/breweco01.html
2014-15,28,TOT,NBA,SF,80,2087,,.426,.491,.268,.465,.743,.507,.281,.292,,.449,.485,.350,.496,.750,.534,.273,.268,,95,101,77,94,99,95,103,109,,-49.4,-49.2,https://www.basketball-reference.com/players/b/breweco01.html
2014-15,28,MIN,NBA,SF,24,680,,.418,.467,.195,.436,.705,.484,.347,.182,,.449,.485,.350,.496,.750,.534,.273,.268,,93,96,56,88,94,91,127,68,,-27.1,-26.0,https://www.basketball-reference.com/players/b/breweco01.html
2014-15,28,HOU,NBA,SF,56,1407,,.429,.503,.283,.477,.763,.516,.255,.335,,.449,.485,.350,.496,.750,.534,.273,.268,,96,104,81,96,102,97,93,125,,-22.2,-23.2,https://www.basketball-reference.com/players/b/breweco01.html
2015-16,29,HOU,NBA,SF,82,1669,,.384,.460,.272,.439,.750,.481,.254,.406,,.452,.491,.354,.502,.757,.541,.276,.285,,85,94,77,87,99,89,92,143,,-69.7,-74.2,https://www.basketball-reference.com/players/b/breweco01.html
2016-17,30,TOT,NBA,SF,82,1281,,.422,.522,.229,.461,.735,.491,.195,.339,,.457,.503,.357,.514,.772,.552,.271,.316,,92,104,64,90,95,89,72,107,,-36.5,-46.5,https://www.basketball-reference.com/players/b/breweco01.html
2016-17,30,HOU,NBA,SF,58,923,,.414,.541,.234,.463,.727,.491,.194,.414,,.457,.503,.357,.514,.772,.552,.271,.316,,91,108,65,90,94,89,72,131,,-23.2,-30.2,https://www.basketball-reference.com/players/b/breweco01.html
2016-17,30,LAL,NBA,SF,24,358,,.438,.495,.208,.459,.750,.490,.198,.198,,.457,.503,.357,.514,.772,.552,.271,.316,,96,98,58,89,97,89,73,63,,-13.3,-16.3,https://www.basketball-reference.com/players/b/breweco01.html
2017-18,31,TOT,NBA,SG-SF,72,1208,,.449,.539,.282,.498,.722,.534,.285,.348,,.460,.510,.362,.521,.767,.556,.252,.337,,98,106,78,96,94,96,113,103,,-14.4,-15.5,https://www.basketball-reference.com/players/b/breweco01.html
2017-18,31,LAL,NBA,SF,54,694,,.454,.543,.186,.477,.667,.509,.296,.250,,.460,.510,.362,.521,.767,.556,.252,.337,,99,106,51,91,87,92,118,74,,-15.3,-18.3,https://www.basketball-reference.com/players/b/breweco01.html
2017-18,31,OKC,NBA,SG,18,514,,.444,.532,.343,.524,.795,.565,.271,.465,,.460,.510,.362,.521,.767,.556,.252,.337,,97,104,95,101,104,102,108,138,,.9,2.7,https://www.basketball-reference.com/players/b/breweco01.html
2018-19,32,TOT,NBA,SF,31,492,,.431,.494,.318,.488,.721,.532,.350,.358,,.461,.519,.355,.524,.766,.560,.259,.359,,94,95,90,93,94,95,135,100,,-9.0,-7.8,https://www.basketball-reference.com/players/b/breweco01.html
2018-19,32,PHI,NBA,SF,7,140,,.408,.457,.286,.449,.692,.484,.265,.286,,.461,.519,.355,.524,.766,.560,.259,.359,,89,88,80,86,90,87,103,80,,-7.4,-8.2,https://www.basketball-reference.com/players/b/breweco01.html
2018-19,32,SAC,NBA,SF,24,352,,.446,.523,.333,.514,.733,.562,.405,.405,,.461,.519,.355,.524,.766,.560,.259,.359,,97,101,94,98,96,100,157,113,,-1.6,.4,https://www.basketball-reference.com/players/b/breweco01.html
2019-20,33,SAC,NBA,PF,5,33,,.500,.667,.000,.500,.333,.470,.750,.250,,.460,.524,.358,.529,.773,.565,.260,.384,,109,127,,95,43,83,288,65,,-0.2,-1.0,https://www.basketball-reference.com/players/b/breweco01.html
2006-07,21,UTA,NBA,SG,56,675,,.528,.554,.000,.528,.675,.566,.430,.047,,.458,.485,.358,.496,.752,.541,.327,.212,,115,114,,106,90,105,131,22,,12.4,11.4,https://www.basketball-reference.com/players/b/brewero02.html
2007-08,22,UTA,NBA,SG,76,2088,,.558,.587,.220,.567,.759,.612,.405,.079,,.457,.484,.362,.497,.755,.540,.306,.222,,122,121,61,114,100,113,132,35,,88.3,106.8,https://www.basketball-reference.com/players/b/brewero02.html
2008-09,23,UTA,NBA,SF,81,2605,,.508,.537,.259,.522,.702,.565,.425,.103,,.459,.485,.367,.500,.771,.544,.306,.224,,111,111,71,104,91,104,139,46,,36.3,40.9,https://www.basketball-reference.com/players/b/brewero02.html
2009-10,24,TOT,NBA,SG,58,1742,,.487,.505,.258,.496,.639,.524,.310,.072,,.461,.492,.355,.501,.759,.543,.300,.222,,106,103,73,99,84,97,103,33,,-3.6,-18.4,https://www.basketball-reference.com/players/b/brewero02.html
2009-10,24,UTA,NBA,SG,53,1662,,.495,.514,.258,.505,.633,.530,.308,.074,,.461,.492,.355,.501,.759,.543,.300,.222,,107,105,73,101,83,98,102,34,,3.4,-11.9,https://www.basketball-reference.com/players/b/brewero02.html
2009-10,24,MEM,NBA,SG,5,80,,.231,.231,,.231,.800,.329,.385,.000,,.461,.492,.355,.501,.759,.543,.300,.222,,50,47,,46,105,61,128,,,-7.0,-6.5,https://www.basketball-reference.com/players/b/brewero02.html
2010-11,25,CHI,NBA,SG,81,1781,,.480,.497,.222,.487,.654,.518,.311,.063,,.459,.487,.358,.498,.763,.541,.300,.222,,105,102,62,98,86,96,104,29,,-9.6,-22.7,https://www.basketball-reference.com/players/b/brewero02.html
2011-12,26,CHI,NBA,SG,66,1635,,.427,.455,.275,.448,.560,.465,.225,.155,,.448,.477,.349,.487,.752,.527,.276,.226,,95,95,79,92,74,88,81,69,,-34.7,-60.5,https://www.basketball-reference.com/players/b/brewero02.html
2012-13,27,TOT,NBA,SF,60,853,,.353,.385,.303,.412,.410,.416,.197,.384,,.453,.483,.359,.496,.753,.535,.271,.243,,78,80,84,83,54,78,73,158,,-33.6,-51.1,https://www.basketball-reference.com/players/b/brewero02.html
2012-13,27,NYK,NBA,SF,46,711,,.366,.404,.310,.429,.410,.432,.223,.406,,.453,.483,.359,.496,.753,.535,.271,.243,,81,84,86,86,54,81,82,167,,-23.7,-39.5,https://www.basketball-reference.com/players/b/brewero02.html
2012-13,27,OKC,NBA,SF,14,142,,.261,.278,.200,.283,,.283,.000,.217,,.453,.483,.359,.496,.753,.535,.271,.243,,58,58,56,57,,53,,89,,-9.8,-11.6,https://www.basketball-reference.com/players/b/brewero02.html
2013-14,28,TOT,NBA,SF,24,160,,.200,.286,.125,.233,.000,.220,.133,.533,,.454,.488,.360,.501,.756,.541,.284,.260,,44,59,35,47,,41,47,206,,-8.0,-10.2,https://www.basketball-reference.com/players/b/brewero02.html
2013-14,28,HOU,NBA,SF,23,158,,.200,.286,.125,.233,.000,.220,.133,.533,,.454,.488,.360,.501,.756,.541,.284,.260,,44,59,35,47,,41,47,206,,-8.0,-10.2,https://www.basketball-reference.com/players/b/brewero02.html
2013-14,28,CHI,NBA,SF,1,2,,,,,,,,,,,.454,.488,.360,.501,.756,.541,.284,.260,,,,,,,,,,,.0,.0,https://www.basketball-reference.com/players/b/brewero02.html
2018-19,22,PHO,NBA,SF,82,2417,,.430,.548,.336,.523,.805,.556,.210,.556,,.461,.519,.355,.524,.766,.560,.259,.359,,93,105,94,100,105,99,81,155,,-1.2,-4.2,https://www.basketball-reference.com/players/b/bridgmi01.html
2019-20,23,PHO,NBA,SF,73,2042,,.510,.610,.361,.583,.844,.620,.252,.401,,.460,.524,.358,.529,.773,.565,.260,.384,,111,117,101,110,109,110,97,104,,52.1,59.7,https://www.basketball-reference.com/players/b/bridgmi01.html
2018-19,20,CHO,NBA,SF,80,1696,,.464,.553,.325,.527,.753,.548,.151,.391,,.461,.519,.355,.524,.766,.560,.259,.359,,101,106,92,101,98,98,58,109,,3.3,-12.8,https://www.basketball-reference.com/players/b/bridgmi02.html
2019-20,21,CHO,NBA,SF,65,1995,,.424,.486,.330,.489,.809,.520,.174,.398,,.460,.524,.358,.529,.773,.565,.260,.384,,92,93,92,93,105,92,67,104,,-59.4,-72.6,https://www.basketball-reference.com/players/b/bridgmi02.html
2018-19,22,ORL,NBA,PG,39,559,,.399,.423,.324,.438,.577,.455,.188,.246,,.461,.519,.355,.524,.766,.560,.259,.359,,87,81,91,84,75,81,73,69,,-23.7,-31.3,https://www.basketball-reference.com/players/b/briscis01.html
2019-20,21,TOR,NBA,SF,19,135,,.361,.476,.200,.403,.800,.458,.278,.417,,.460,.524,.358,.529,.773,.565,.260,.384,,78,91,56,76,104,81,107,108,,-9.1,-8.6,https://www.basketball-reference.com/players/b/brissos01.html
2009-10,22,SAC,NBA,PF,52,654,,.534,.534,,.534,.597,.564,.602,.000,,.461,.492,.355,.501,.759,.543,.300,.222,,116,109,,107,79,104,200,,,6.8,5.5,https://www.basketball-reference.com/players/b/brockjo01.html
2010-11,23,MIL,NBA,C,63,677,,.511,.511,,.511,.678,.567,.628,.000,,.459,.487,.358,.498,.763,.541,.300,.222,,111,105,,102,89,105,209,,,2.3,6.1,https://www.basketball-reference.com/players/b/brockjo01.html
2011-12,24,MIL,NBA,PF,35,239,,.333,.341,.000,.333,.467,.358,.333,.022,,.448,.477,.349,.487,.752,.527,.276,.226,,74,71,,68,62,68,121,10,,-13.9,-17.4,https://www.basketball-reference.com/players/b/brockjo01.html
2018-19,28,DAL,NBA,SG,42,453,,.452,.576,.409,.603,.789,.622,.151,.738,,.461,.519,.355,.524,.766,.560,.259,.359,,98,111,115,115,103,111,58,206,,19.9,16.6,https://www.basketball-reference.com/players/b/broekry01.html
2019-20,29,DAL,NBA,SF,17,180,,.373,.250,.392,.542,.875,.568,.136,.864,,.460,.524,.358,.529,.773,.565,.260,.384,,81,48,110,103,113,101,52,225,,1.6,.4,https://www.basketball-reference.com/players/b/broekry01.html
2016-17,24,MIL,NBA,SG,75,1982,,.457,.480,.404,.518,.865,.555,.198,.304,,.457,.503,.357,.514,.772,.552,.271,.316,,100,95,113,101,112,101,73,96,,5.6,4.3,https://www.basketball-reference.com/players/b/brogdma01.html
2017-18,25,MIL,NBA,PG,48,1436,,.485,.532,.385,.547,.882,.578,.169,.320,,.460,.510,.362,.521,.767,.556,.252,.337,,105,104,106,105,115,104,67,95,,25.7,23.9,https://www.basketball-reference.com/players/b/brogdma01.html
2018-19,26,MIL,NBA,SG,64,1832,,.505,.544,.426,.575,.928,.614,.203,.326,,.461,.519,.355,.524,.766,.560,.259,.359,,110,105,120,110,121,110,79,91,,75.8,89.0,https://www.basketball-reference.com/players/b/brogdma01.html
2019-20,27,IND,NBA,PG,54,1666,,.438,.488,.326,.489,.892,.541,.250,.309,,.460,.524,.358,.529,.773,.565,.260,.384,,95,93,91,92,115,96,96,80,,-59.9,-39.7,https://www.basketball-reference.com/players/b/brogdma01.html
2007-08,23,HOU,NBA,PG,51,608,,.413,.491,.330,.493,.857,.535,.218,.484,,.457,.484,.362,.497,.755,.540,.306,.222,,90,101,91,99,113,99,71,218,,-1.8,-2.4,https://www.basketball-reference.com/players/b/brookaa01.html
2008-09,24,HOU,NBA,PG,80,1998,,.404,.428,.366,.476,.866,.521,.220,.395,,.459,.485,.367,.500,.771,.544,.306,.224,,88,88,100,95,112,96,72,176,,-37.7,-40.9,https://www.basketball-reference.com/players/b/brookaa01.html
2009-10,25,HOU,NBA,PG,82,2919,,.432,.454,.398,.511,.822,.548,.224,.394,,.461,.492,.355,.501,.759,.543,.300,.222,,94,92,112,102,108,101,75,178,,26.1,16.3,https://www.basketball-reference.com/players/b/brookaa01.html
2010-11,26,TOT,NBA,PG,59,1284,,.375,.427,.297,.434,.886,.489,.238,.402,,.459,.487,.358,.498,.763,.541,.300,.222,,82,88,83,87,116,90,80,181,,-75.1,-68.3,https://www.basketball-reference.com/players/b/brookaa01.html
2010-11,26,HOU,NBA,PG,34,811,,.346,.395,.284,.408,.940,.465,.214,.437,,.459,.487,.358,.498,.763,.541,.300,.222,,76,81,79,82,123,86,71,197,,-69.7,-64.6,https://www.basketball-reference.com/players/b/brookaa01.html
2010-11,26,PHO,NBA,PG,25,473,,.430,.481,.328,.485,.807,.533,.285,.335,,.459,.487,.358,.498,.763,.541,.300,.222,,94,99,92,97,106,98,95,151,,-5.3,-3.7,https://www.basketball-reference.com/players/b/brookaa01.html
2012-13,28,TOT,NBA,PG,53,997,,.453,.511,.373,.532,.769,.555,.165,.424,,.453,.483,.359,.496,.753,.535,.271,.243,,100,106,104,107,102,104,61,174,,22.3,13.7,https://www.basketball-reference.com/players/b/brookaa01.html
2012-13,28,SAC,NBA,PG,46,959,,.459,.517,.378,.538,.769,.562,.172,.419,,.453,.483,.359,.496,.753,.535,.271,.243,,101,107,105,108,102,105,63,172,,25.2,17.6,https://www.basketball-reference.com/players/b/brookaa01.html
2012-13,28,HOU,NBA,PG,7,38,,.308,.333,.286,.385,,.385,.000,.538,,.453,.483,.359,.496,.753,.535,.271,.243,,68,69,80,77,,72,,221,,-2.9,-3.9,https://www.basketball-reference.com/players/b/brookaa01.html
2013-14,29,TOT,NBA,PG,72,1557,,.401,.411,.387,.484,.874,.518,.164,.427,,.454,.488,.360,.501,.756,.541,.284,.260,,88,84,108,97,116,96,58,165,,-20.3,-28.7,https://www.basketball-reference.com/players/b/brookaa01.html
2013-14,29,HOU,NBA,PG,43,716,,.395,.382,.409,.498,.841,.529,.167,.502,,.454,.488,.360,.501,.756,.541,.284,.260,,87,78,114,99,111,98,59,193,,-1.6,-6.4,https://www.basketball-reference.com/players/b/brookaa01.html
2013-14,29,DEN,NBA,PG,29,841,,.406,.431,.362,.472,.902,.508,.160,.365,,.454,.488,.360,.501,.756,.541,.284,.260,,89,88,101,94,119,94,56,141,,-18.7,-22.3,https://www.basketball-reference.com/players/b/brookaa01.html
2014-15,30,CHI,NBA,PG,82,1885,,.421,.443,.387,.495,.833,.534,.213,.383,,.449,.485,.350,.496,.750,.534,.273,.268,,94,91,110,100,111,100,78,143,,-1.3,-0.6,https://www.basketball-reference.com/players/b/brookaa01.html
2015-16,31,CHI,NBA,PG,69,1108,,.401,.430,.357,.471,.766,.494,.137,.395,,.452,.491,.354,.502,.757,.541,.276,.285,,89,87,101,94,101,91,49,139,,-29.3,-47.1,https://www.basketball-reference.com/players/b/brookaa01.html
2016-17,32,IND,NBA,PG,65,894,,.403,.424,.375,.483,.800,.507,.133,.427,,.457,.503,.357,.514,.772,.552,.271,.316,,88,84,105,94,104,92,49,135,,-18.2,-28.9,https://www.basketball-reference.com/players/b/brookaa01.html
