Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,Player_link
2010-11,26,MIA,NBA,SF,21,21,922,10.5,22.5,.466,1.8,5.1,.353,8.7,17.4,.500,7.2,9.4,.763,2.1,8.6,10.6,7.4,2.1,1.5,4.0,3.4,30.0,,113,102,https://www.basketball-reference.com/players/j/jamesle01.html
2011-12,27,MIA,NBA,SF,23,23,983,13.9,27.8,.500,1.2,4.7,.259,12.7,23.1,.549,9.6,13.0,.739,3.0,9.4,12.4,7.2,2.4,0.9,4.5,2.6,38.7,,116,99,https://www.basketball-reference.com/players/j/jamesle01.html
2012-13,28,MIA,NBA,PF,23,23,960,12.1,24.7,.491,2.1,5.5,.375,10.1,19.2,.524,7.8,10.0,.777,2.1,8.9,11.0,8.7,2.3,1.0,4.0,2.5,34.1,,118,101,https://www.basketball-reference.com/players/j/jamesle01.html
2013-14,29,MIA,NBA,PF,20,20,763,14.0,24.8,.565,2.6,6.3,.407,11.5,18.5,.618,9.4,11.7,.806,1.0,9.3,10.3,6.9,2.6,0.8,4.5,3.4,40.0,,124,107,https://www.basketball-reference.com/players/j/jamesle01.html
2014-15,30,CLE,NBA,SF,20,20,844,14.2,34.1,.417,1.6,6.9,.227,12.7,27.2,.465,7.6,10.5,.731,2.3,11.8,14.2,10.6,2.1,1.3,5.1,3.6,37.7,,105,99,https://www.basketball-reference.com/players/j/jamesle01.html
2015-16,31,CLE,NBA,SF,21,21,822,14.1,26.9,.525,2.1,6.1,.340,12.0,20.8,.579,5.3,8.0,.661,2.7,10.2,12.9,10.3,3.2,1.7,4.8,3.5,35.6,,118,100,https://www.basketball-reference.com/players/j/jamesle01.html
2016-17,32,CLE,NBA,SF,18,18,744,14.5,25.6,.565,2.9,7.1,.411,11.6,18.5,.625,7.5,10.8,.698,1.3,9.7,11.0,9.4,2.3,1.5,4.8,2.9,39.5,,125,108,https://www.basketball-reference.com/players/j/jamesle01.html
2017-18,33,CLE,NBA,PF,22,22,922,15.6,29.0,.539,2.2,6.5,.342,13.4,22.5,.596,9.0,12.1,.746,1.8,9.6,11.4,11.3,1.7,1.3,5.3,3.0,42.5,,121,109,https://www.basketball-reference.com/players/j/jamesle01.html
2019-20,35,LAL,NBA,PG,21,21,762,13.9,24.7,.560,2.8,7.7,.370,11.0,17.0,.646,7.0,9.7,.720,1.8,12.8,14.6,11.9,1.7,1.2,5.4,2.6,37.6,,124,106,https://www.basketball-reference.com/players/j/jamesle01.html
2005-06,29,IND,NBA,PG,6,0,66,5.9,16.0,.368,1.7,7.6,.222,4.2,8.4,.500,0.8,1.7,.500,0.8,4.2,5.0,5.0,0.0,0.8,4.2,5.9,14.3,,81,113,https://www.basketball-reference.com/players/j/jasiksa01.html
2006-07,30,GSW,NBA,PG,4,0,6,0.0,8.4,.000,0.0,0.0,,0.0,8.4,.000,8.4,16.8,.500,0.0,0.0,0.0,16.8,0.0,0.0,0.0,8.4,8.4,,104,119,https://www.basketball-reference.com/players/j/jasiksa01.html
2009-10,24,UTA,NBA,SG,6,0,10,5.1,30.7,.167,0.0,0.0,,5.1,30.7,.167,0.0,5.1,.000,5.1,0.0,5.1,0.0,0.0,0.0,5.1,0.0,10.2,,40,124,https://www.basketball-reference.com/players/j/jeffeot01.html
2004-05,20,BOS,NBA,PF,7,0,136,7.0,16.8,.415,0.0,0.0,,7.0,16.8,.415,3.7,4.9,.750,7.0,11.5,18.5,0.8,1.6,3.3,1.6,6.6,17.7,,105,97,https://www.basketball-reference.com/players/j/jeffeal01.html
2011-12,27,UTA,NBA,C,4,4,141,13.3,25.2,.529,0.0,0.4,.000,13.3,24.8,.537,0.4,1.5,.250,2.6,10.0,12.6,3.7,1.9,1.1,1.9,3.7,27.0,,109,110,https://www.basketball-reference.com/players/j/jeffeal01.html
2013-14,29,CHA,NBA,C,3,3,106,13.0,26.5,.491,0.0,0.0,,13.0,26.5,.491,2.0,2.5,.800,3.0,11.0,14.0,1.0,0.5,2.5,0.5,3.5,28.0,,106,110,https://www.basketball-reference.com/players/j/jeffeal01.html
2015-16,31,CHO,NBA,C,7,5,168,13.2,26.1,.506,0.0,0.0,,13.2,26.1,.506,2.8,4.1,.692,4.4,9.1,13.5,2.5,1.3,0.9,1.9,3.8,29.2,,106,108,https://www.basketball-reference.com/players/j/jeffeal01.html
2012-13,21,ATL,NBA,SG,4,0,24,0.0,6.6,.000,0.0,2.2,.000,0.0,4.4,.000,0.0,0.0,,0.0,4.4,4.4,6.6,0.0,0.0,4.4,4.4,0.0,,28,110,https://www.basketball-reference.com/players/j/jenkijo01.html
2014-15,23,ATL,NBA,SG,4,0,21,9.8,14.7,.667,4.9,9.8,.500,4.9,4.9,1.000,0.0,0.0,,2.4,4.9,7.3,0.0,0.0,0.0,0.0,4.9,24.4,,157,110,https://www.basketball-reference.com/players/j/jenkijo01.html
2009-10,20,MIL,NBA,PG,7,7,249,11.0,27.0,.408,2.7,9.2,.293,8.3,17.8,.468,4.7,5.8,.808,1.1,3.6,4.7,5.6,1.8,0.9,1.8,4.3,29.5,,109,111,https://www.basketball-reference.com/players/j/jennibr01.html
2012-13,23,MIL,NBA,PG,4,4,133,6.8,22.7,.298,2.4,11.1,.214,4.4,11.5,.379,5.2,7.2,.722,0.4,3.2,3.6,6.4,3.6,0.4,4.4,2.4,21.1,,82,109,https://www.basketball-reference.com/players/j/jennibr01.html
2016-17,27,WAS,NBA,PG,13,0,178,3.9,10.0,.389,0.6,3.6,.154,3.3,6.4,.522,2.0,2.2,.875,1.4,3.9,5.3,6.7,0.6,0.0,2.2,3.6,10.3,,104,117,https://www.basketball-reference.com/players/j/jennibr01.html
2017-18,28,MIL,NBA,PG,1,0,5,0.0,20.8,.000,0.0,20.8,.000,0.0,0.0,,20.8,20.8,1.000,0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.0,20.8,,55,119,https://www.basketball-reference.com/players/j/jennibr01.html
2014-15,27,BOS,NBA,PF,4,0,68,3.8,11.3,.333,0.0,3.0,.000,3.8,8.3,.455,0.8,1.5,.500,3.0,7.6,10.6,0.8,1.5,0.8,2.3,6.8,8.3,,72,110,https://www.basketball-reference.com/players/j/jerebjo01.html
2015-16,28,BOS,NBA,PF,6,4,162,6.6,13.9,.478,2.1,6.6,.318,4.5,7.2,.625,1.2,1.5,.800,2.1,10.2,12.4,3.0,0.6,1.2,1.5,4.5,16.6,,111,101,https://www.basketball-reference.com/players/j/jerebjo01.html
2016-17,29,BOS,NBA,PF,12,0,128,6.0,12.4,.484,2.0,6.0,.333,4.0,6.4,.625,3.2,3.2,1.000,2.8,8.8,11.6,4.8,2.0,1.2,2.4,5.2,17.2,,122,112,https://www.basketball-reference.com/players/j/jerebjo01.html
2017-18,30,UTA,NBA,PF,10,0,79,5.0,11.8,.421,0.6,3.7,.167,4.4,8.1,.538,1.2,1.2,1.000,2.5,7.5,9.9,1.9,1.9,0.0,0.6,5.6,11.8,,107,108,https://www.basketball-reference.com/players/j/jerebjo01.html
2018-19,31,GSW,NBA,PF,16,0,121,4.9,17.0,.286,2.0,7.7,.263,2.8,9.3,.304,2.0,2.4,.833,6.1,7.7,13.8,4.9,0.4,0.8,0.8,3.6,13.8,,106,115,https://www.basketball-reference.com/players/j/jerebjo01.html
2011-12,24,DAL,NBA,PF,1,0,5,10.6,31.8,.333,0.0,10.6,.000,10.6,21.2,.500,0.0,10.6,.000,0.0,21.2,21.2,0.0,10.6,0.0,0.0,0.0,21.2,,61,85,https://www.basketball-reference.com/players/j/jianlyi01.html
2019-20,23,IND,NBA,PF,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/j/johnsal02.html
2007-08,20,DET,NBA,PF,8,0,43,11.9,15.8,.750,0.0,1.3,.000,11.9,14.5,.818,4.0,7.9,.500,4.0,13.2,17.1,1.3,0.0,4.0,2.6,9.2,27.7,,126,101,https://www.basketball-reference.com/players/j/johnsam01.html
2008-09,21,DET,NBA,PF,3,0,13,4.4,4.4,1.000,0.0,0.0,,4.4,4.4,1.000,0.0,0.0,,4.4,8.9,13.3,0.0,0.0,4.4,0.0,13.3,8.9,,203,109,https://www.basketball-reference.com/players/j/johnsam01.html
2013-14,26,TOR,NBA,PF,7,7,191,9.6,14.7,.654,0.0,0.6,.000,9.6,14.1,.680,2.5,3.4,.750,4.5,7.4,11.9,2.0,0.8,1.1,3.4,8.2,21.8,,119,110,https://www.basketball-reference.com/players/j/johnsam01.html
2014-15,27,TOR,NBA,PF,4,2,112,9.1,13.2,.690,0.0,0.5,.000,9.1,12.7,.714,2.7,5.4,.500,3.2,9.5,12.7,1.8,0.5,1.4,3.2,7.3,20.9,,114,113,https://www.basketball-reference.com/players/j/johnsam01.html
2015-16,28,BOS,NBA,PF,6,6,134,8.0,12.0,.667,0.0,0.7,.000,8.0,11.3,.710,2.6,3.3,.778,4.0,11.7,15.7,1.5,0.4,2.9,3.6,4.7,18.6,,112,98,https://www.basketball-reference.com/players/j/johnsam01.html
2016-17,29,BOS,NBA,PF,14,9,142,5.4,10.8,.500,0.4,1.1,.333,5.0,9.7,.519,1.8,2.9,.625,6.1,4.7,10.8,1.1,1.4,2.2,2.2,8.6,13.0,,111,115,https://www.basketball-reference.com/players/j/johnsam01.html
2017-18,30,PHI,NBA,C,8,1,94,5.8,11.0,.524,0.0,0.0,,5.8,11.0,.524,2.1,2.6,.800,7.3,4.7,12.0,4.7,1.0,0.5,1.6,5.2,13.6,,129,109,https://www.basketball-reference.com/players/j/johnsam01.html
2018-19,31,PHI,NBA,C,4,0,20,9.7,9.7,1.000,0.0,0.0,,9.7,9.7,1.000,0.0,0.0,,7.3,4.9,12.1,4.9,2.4,0.0,2.4,7.3,19.4,,165,107,https://www.basketball-reference.com/players/j/johnsam01.html
2010-11,21,POR,NBA,PG,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/j/johnsar02.html
2019-20,24,ORL,NBA,SF,1,0,4,11.5,23.0,.500,11.5,11.5,1.000,0.0,11.5,.000,0.0,0.0,,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,34.5,,126,109,https://www.basketball-reference.com/players/j/johnsbj01.html
2010-11,25,POR,NBA,C,4,0,19,3.0,3.0,1.000,0.0,0.0,,3.0,3.0,1.000,6.1,6.1,1.000,0.0,15.2,15.2,0.0,0.0,6.1,0.0,9.1,12.2,,226,104,https://www.basketball-reference.com/players/j/johnsch03.html
2017-18,22,OKC,NBA,C,2,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,118,https://www.basketball-reference.com/players/j/johnsda04.html
2011-12,27,ATL,NBA,PF,5,0,54,5.1,16.2,.313,0.0,1.0,.000,5.1,15.2,.333,3.0,5.1,.600,7.1,10.1,17.2,0.0,3.0,0.0,3.0,7.1,13.1,,78,93,https://www.basketball-reference.com/players/j/johnsiv01.html
2012-13,28,ATL,NBA,PF,6,0,108,5.8,12.7,.462,0.0,0.0,,5.8,12.7,.462,5.8,8.8,.667,4.4,5.4,9.7,1.5,1.9,1.5,2.9,11.2,17.5,,102,103,https://www.basketball-reference.com/players/j/johnsiv01.html
2009-10,22,CHI,NBA,PF,4,0,20,0.0,5.2,.000,0.0,2.6,.000,0.0,2.6,.000,0.0,0.0,,2.6,0.0,2.6,2.6,0.0,0.0,5.2,28.6,0.0,,27,120,https://www.basketball-reference.com/players/j/johnsja01.html
2013-14,26,MEM,NBA,SF,3,0,28,9.7,29.0,.333,3.9,9.7,.400,5.8,19.3,.300,13.5,19.3,.700,7.7,3.9,11.6,0.0,1.9,0.0,0.0,5.8,36.7,,115,111,https://www.basketball-reference.com/players/j/johnsja01.html
2014-15,27,TOR,NBA,PF,2,0,12,8.5,25.4,.333,0.0,0.0,,8.5,25.4,.333,0.0,25.4,.000,0.0,8.5,8.5,4.2,0.0,0.0,0.0,0.0,16.9,,52,117,https://www.basketball-reference.com/players/j/johnsja01.html
2015-16,28,TOR,NBA,PF,10,0,98,6.6,13.7,.480,2.2,4.9,.444,4.4,8.8,.500,1.1,1.6,.667,1.6,6.6,8.2,3.3,1.6,0.0,3.8,7.1,16.4,,99,109,https://www.basketball-reference.com/players/j/johnsja01.html
2017-18,30,MIA,NBA,PF,5,5,161,6.8,12.5,.548,2.1,3.9,.538,4.7,8.6,.552,2.7,4.2,.643,0.9,8.0,8.9,7.1,1.8,1.8,3.0,5.0,18.4,,118,112,https://www.basketball-reference.com/players/j/johnsja01.html
2008-09,28,CHI,NBA,PF,3,0,10,5.2,10.4,.500,0.0,0.0,,5.2,10.4,.500,10.4,10.4,1.000,10.4,10.4,20.7,5.2,0.0,0.0,0.0,5.2,20.7,,170,112,https://www.basketball-reference.com/players/j/johnsli01.html
2014-15,22,HOU,NBA,SG,9,0,49,3.9,16.4,.235,1.0,6.8,.143,2.9,9.6,.300,2.9,2.9,1.000,1.0,2.9,3.9,3.9,0.0,1.0,3.9,6.8,11.6,,69,115,https://www.basketball-reference.com/players/j/johnsni01.html
2012-13,23,IND,NBA,SG,12,0,28,3.9,21.6,.182,2.0,5.9,.333,2.0,15.7,.125,9.8,17.7,.556,0.0,5.9,5.9,2.0,0.0,0.0,2.0,0.0,19.6,,77,110,https://www.basketball-reference.com/players/j/johnsor01.html
2015-16,19,DET,NBA,SF,4,0,81,8.2,15.7,.522,4.1,6.8,.600,4.1,8.9,.462,1.4,1.4,1.000,0.0,10.9,10.9,0.0,0.7,0.0,2.0,6.8,21.8,,111,119,https://www.basketball-reference.com/players/j/johnsst04.html
2019-20,23,TOR,NBA,PF,3,0,20,12.1,26.6,.455,4.8,12.1,.400,7.3,14.5,.500,2.4,2.4,1.000,2.4,7.3,9.7,14.5,0.0,0.0,2.4,7.3,31.5,,125,109,https://www.basketball-reference.com/players/j/johnsst04.html
2010-11,26,LAL,NBA,SG,3,0,12,4.6,23.1,.200,0.0,4.6,.000,4.6,18.5,.250,4.6,9.3,.500,4.6,13.9,18.5,4.6,0.0,0.0,0.0,9.3,13.9,,78,110,https://www.basketball-reference.com/players/j/johnstr01.html
2015-16,23,MIA,NBA,SG,5,0,61,4.4,9.6,.455,2.6,5.2,.500,1.7,4.4,.400,7.0,9.6,.727,1.7,4.4,6.1,7.0,0.9,0.0,1.7,7.0,18.3,,138,106,https://www.basketball-reference.com/players/j/johnsty01.html
2017-18,25,MIA,NBA,PG,5,5,81,8.3,15.3,.538,3.5,5.9,.600,4.7,9.4,.500,3.5,4.1,.857,0.6,4.1,4.7,2.4,1.2,0.0,1.2,8.3,23.6,,129,118,https://www.basketball-reference.com/players/j/johnsty01.html
2019-20,27,BRK,NBA,SG,4,2,93,10.5,22.9,.457,5.5,14.0,.393,5.0,9.0,.556,1.0,1.0,1.000,0.0,3.5,3.5,4.5,0.0,0.5,1.5,5.5,27.4,,110,127,https://www.basketball-reference.com/players/j/johnsty01.html
2015-16,28,LAC,NBA,SF,6,0,77,3.3,9.3,.357,2.0,6.0,.333,1.3,3.3,.400,2.0,2.0,1.000,3.3,8.6,12.0,1.3,0.7,2.7,1.3,4.0,10.6,,110,104,https://www.basketball-reference.com/players/j/johnswe01.html
2016-17,29,LAC,NBA,SF,3,0,11,0.0,0.0,,0.0,0.0,,0.0,0.0,,4.9,9.7,.500,0.0,9.7,9.7,0.0,4.9,0.0,0.0,9.7,4.9,,123,102,https://www.basketball-reference.com/players/j/johnswe01.html
2018-19,23,DEN,NBA,C,14,14,557,12.3,24.3,.506,2.0,5.2,.393,10.2,19.1,.537,6.1,7.3,.846,5.0,11.9,16.9,11.0,1.5,1.2,3.3,5.0,32.8,,127,109,https://www.basketball-reference.com/players/j/jokicni01.html
2019-20,24,DEN,NBA,C,19,19,694,13.1,25.2,.519,3.1,7.2,.429,10.0,18.0,.555,4.9,5.8,.835,2.7,11.0,13.7,8.0,1.5,1.1,4.6,5.0,34.1,,118,113,https://www.basketball-reference.com/players/j/jokicni01.html
2004-05,24,MEM,NBA,SG,3,0,71,5.9,15.5,.381,2.2,3.7,.600,3.7,11.8,.313,2.2,2.9,.750,1.5,5.2,6.6,0.7,0.7,0.0,1.5,5.9,16.2,,99,127,https://www.basketball-reference.com/players/j/jonesda02.html
2005-06,25,MEM,NBA,SF,4,0,46,6.3,8.8,.714,0.0,0.0,,6.3,8.8,.714,8.8,12.6,.700,1.3,7.6,8.8,0.0,1.3,0.0,2.5,8.8,21.4,,129,115,https://www.basketball-reference.com/players/j/jonesda02.html
2008-09,28,DEN,NBA,SG,16,16,280,7.0,14.7,.481,0.6,2.2,.250,6.5,12.4,.522,6.1,8.0,.767,3.0,4.1,7.0,1.9,2.4,0.9,2.4,7.6,20.8,,114,108,https://www.basketball-reference.com/players/j/jonesda02.html
2010-11,30,IND,NBA,SG,3,0,50,9.6,21.3,.450,0.0,3.2,.000,9.6,18.1,.529,8.5,9.6,.889,2.1,0.0,2.1,2.1,1.1,0.0,3.2,7.5,27.7,,108,117,https://www.basketball-reference.com/players/j/jonesda02.html
2011-12,31,IND,NBA,SF,7,0,58,3.8,16.9,.222,1.9,8.5,.222,1.9,8.5,.222,6.6,6.6,1.000,3.8,2.8,6.6,2.8,0.9,0.0,2.8,10.4,16.0,,92,106,https://www.basketball-reference.com/players/j/jonesda02.html
2012-13,32,ATL,NBA,SF,5,0,19,2.8,11.1,.250,0.0,0.0,,2.8,11.1,.250,5.5,5.5,1.000,0.0,2.8,2.8,0.0,0.0,0.0,2.8,2.8,11.1,,72,111,https://www.basketball-reference.com/players/j/jonesda02.html
2014-15,34,LAC,NBA,SF,11,0,18,5.4,5.4,1.000,0.0,0.0,,5.4,5.4,1.000,0.0,0.0,,0.0,2.7,2.7,0.0,5.4,0.0,0.0,18.9,10.8,,200,101,https://www.basketball-reference.com/players/j/jonesda02.html
2015-16,35,CLE,NBA,SF,15,0,50,6.4,13.8,.462,1.1,3.2,.333,5.3,10.6,.500,4.2,5.3,.800,0.0,7.4,7.4,2.1,1.1,1.1,1.1,3.2,18.0,,116,107,https://www.basketball-reference.com/players/j/jonesda02.html
2016-17,36,CLE,NBA,SF,10,0,33,7.5,15.1,.500,1.5,3.0,.500,6.0,12.0,.500,7.5,7.5,1.000,1.5,9.0,10.5,1.5,0.0,1.5,1.5,10.5,24.1,,132,113,https://www.basketball-reference.com/players/j/jonesda02.html
2016-17,21,GSW,NBA,C,4,0,21,6.8,16.0,.429,0.0,0.0,,6.8,16.0,.429,2.3,4.6,.500,9.1,4.6,13.7,0.0,4.6,2.3,0.0,6.8,16.0,,117,100,https://www.basketball-reference.com/players/j/jonesda03.html
2017-18,22,GSW,NBA,C,4,0,11,4.5,9.0,.500,0.0,0.0,,4.5,9.0,.500,9.0,13.6,.667,4.5,9.0,13.6,0.0,0.0,0.0,13.6,18.1,18.1,,70,107,https://www.basketball-reference.com/players/j/jonesda03.html
2018-19,23,GSW,NBA,C,4,1,8,6.1,6.1,1.000,0.0,0.0,,6.1,6.1,1.000,6.1,12.2,.500,0.0,12.2,12.2,0.0,0.0,0.0,6.1,18.4,18.4,,88,113,https://www.basketball-reference.com/players/j/jonesda03.html
2019-20,22,MIA,NBA,SF,15,0,97,4.1,8.8,.471,2.1,4.6,.444,2.1,4.1,.500,1.0,2.6,.400,3.1,3.1,6.2,3.6,3.1,2.6,1.0,6.2,11.3,,124,108,https://www.basketball-reference.com/players/j/jonesde02.html
2007-08,24,CLE,NBA,PF,5,0,20,2.8,5.6,.500,0.0,0.0,,2.8,5.6,.500,2.8,5.6,.500,5.6,11.2,16.8,0.0,0.0,2.8,2.8,11.2,8.4,,96,100,https://www.basketball-reference.com/players/j/jonesdw02.html
2009-10,26,PHO,NBA,PF,2,0,10,5.3,10.6,.500,0.0,0.0,,5.3,10.6,.500,15.8,21.1,.750,5.3,21.1,26.4,0.0,0.0,0.0,5.3,0.0,26.4,,118,108,https://www.basketball-reference.com/players/j/jonesdw02.html
2012-13,29,GSW,NBA,PF,2,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,115,https://www.basketball-reference.com/players/j/jonesdw02.html
2004-05,24,IND,NBA,SF,13,0,214,5.0,12.1,.413,2.6,6.6,.400,2.4,5.5,.429,1.1,2.4,.444,1.3,5.8,7.1,2.6,1.8,1.8,1.1,4.7,13.7,,107,102,https://www.basketball-reference.com/players/j/jonesja02.html
2005-06,25,PHO,NBA,SF,20,6,353,4.1,12.1,.341,1.2,3.8,.308,2.9,8.2,.357,3.2,3.8,.846,2.4,8.2,10.6,0.7,0.7,2.7,1.3,3.7,12.7,,97,111,https://www.basketball-reference.com/players/j/jonesja02.html
2006-07,26,PHO,NBA,SF,11,6,171,5.7,10.7,.528,2.4,5.4,.444,3.3,5.4,.611,2.7,3.3,.818,0.9,3.6,4.5,0.9,0.6,0.6,1.2,3.3,16.4,,126,110,https://www.basketball-reference.com/players/j/jonesja02.html
2008-09,28,MIA,NBA,SF,7,7,235,4.2,7.9,.531,2.7,5.4,.500,1.5,2.5,.600,5.4,5.9,.917,0.5,3.5,4.0,1.2,0.7,0.2,1.0,4.7,16.6,,152,111,https://www.basketball-reference.com/players/j/jonesja02.html
2009-10,29,MIA,NBA,SF,1,0,9,0.0,5.9,.000,0.0,5.9,.000,0.0,0.0,,11.7,11.7,1.000,0.0,0.0,0.0,0.0,0.0,0.0,5.9,5.9,11.7,,75,113,https://www.basketball-reference.com/players/j/jonesja02.html
2010-11,30,MIA,NBA,SF,12,0,272,4.9,10.4,.471,3.5,7.6,.459,1.4,2.9,.500,2.7,2.7,1.000,0.6,5.5,6.1,0.4,1.2,0.4,0.8,4.9,16.0,,134,107,https://www.basketball-reference.com/players/j/jonesja02.html
2011-12,31,MIA,NBA,SG,20,0,173,5.0,13.6,.372,2.8,9.5,.300,2.2,4.1,.538,3.2,3.2,1.000,1.6,4.7,6.3,0.6,0.9,0.3,1.3,3.8,16.1,,111,106,https://www.basketball-reference.com/players/j/jonesja02.html
2012-13,32,MIA,NBA,SF,9,0,33,5.0,11.7,.429,5.0,6.7,.750,0.0,5.0,.000,0.0,0.0,,0.0,5.0,5.0,0.0,0.0,1.7,3.3,5.0,15.0,,93,108,https://www.basketball-reference.com/players/j/jonesja02.html
2013-14,33,MIA,NBA,SF,15,0,126,8.0,17.7,.450,6.6,14.1,.469,1.3,3.5,.375,0.9,1.3,.667,1.3,3.5,4.9,2.2,1.3,0.9,0.0,7.5,23.4,,132,113,https://www.basketball-reference.com/players/j/jonesja02.html
2014-15,34,CLE,NBA,SF,20,0,311,4.4,12.8,.347,3.7,10.9,.344,0.7,1.9,.364,2.2,2.4,.929,0.2,4.8,4.9,1.5,1.4,0.5,0.9,7.1,14.8,,113,106,https://www.basketball-reference.com/players/j/jonesja02.html
2015-16,35,CLE,NBA,SF,12,0,55,1.9,9.6,.200,1.0,6.7,.143,1.0,2.9,.333,1.0,3.9,.250,1.0,2.9,3.9,2.9,0.0,0.0,1.0,2.9,5.8,,70,114,https://www.basketball-reference.com/players/j/jonesja02.html
2016-17,36,CLE,NBA,SF,8,0,30,1.7,8.3,.200,0.0,5.0,.000,1.7,3.3,.500,0.0,0.0,,1.7,5.0,6.6,0.0,0.0,0.0,3.3,5.0,3.3,,41,118,https://www.basketball-reference.com/players/j/jonesja02.html
2012-13,21,OKC,NBA,SF,1,0,5,0.0,10.3,.000,0.0,0.0,,0.0,10.3,.000,0.0,0.0,,0.0,10.3,10.3,0.0,0.0,0.0,0.0,0.0,0.0,,0,107,https://www.basketball-reference.com/players/j/jonespe01.html
2013-14,22,OKC,NBA,PF,11,0,55,6.6,17.0,.389,2.8,9.5,.300,3.8,7.6,.500,0.0,0.0,,2.8,5.7,8.5,0.9,0.0,0.9,0.9,8.5,16.1,,103,113,https://www.basketball-reference.com/players/j/jonespe01.html
2007-08,23,ATL,NBA,PF,7,0,29,3.9,19.3,.200,0.0,0.0,,3.9,19.3,.200,0.0,3.9,.000,7.7,7.7,15.4,1.9,1.9,5.8,0.0,5.8,7.7,,66,109,https://www.basketball-reference.com/players/j/jonesso01.html
2008-09,24,ATL,NBA,C,9,1,77,4.5,9.1,.500,0.0,0.0,,4.5,9.1,.500,1.5,1.5,1.000,6.8,5.3,12.1,1.5,0.8,0.0,0.8,6.8,10.6,,128,114,https://www.basketball-reference.com/players/j/jonesso01.html
2012-13,21,HOU,NBA,PF,2,0,35,5.8,14.4,.400,0.0,2.9,.000,5.8,11.6,.500,0.0,4.3,.000,7.2,14.4,21.7,1.4,0.0,1.4,1.4,2.9,11.6,,89,110,https://www.basketball-reference.com/players/j/joneste01.html
2013-14,22,HOU,NBA,PF,6,2,138,7.5,14.6,.513,0.0,0.4,.000,7.5,14.3,.526,2.3,4.5,.500,6.4,7.5,13.9,3.0,1.9,1.1,0.8,4.9,17.3,,126,113,https://www.basketball-reference.com/players/j/joneste01.html
2014-15,23,HOU,NBA,PF,17,9,401,7.9,18.7,.421,0.4,2.2,.158,7.5,16.5,.457,4.2,6.4,.667,3.4,6.1,9.6,2.0,0.9,1.4,1.9,3.7,20.4,,100,111,https://www.basketball-reference.com/players/j/joneste01.html
2017-18,21,MIN,NBA,PG,4,0,55,1.8,6.4,.286,0.0,1.8,.000,1.8,4.6,.400,0.0,0.0,,0.0,8.3,8.3,7.4,0.9,0.0,0.9,0.0,3.7,,91,118,https://www.basketball-reference.com/players/j/jonesty01.html
2011-12,23,LAC,NBA,C,11,11,249,4.6,8.7,.525,0.0,0.0,,4.6,8.7,.525,1.7,5.2,.333,3.9,8.7,12.6,0.9,1.5,3.9,1.5,4.3,10.8,,102,104,https://www.basketball-reference.com/players/j/jordade01.html
2012-13,24,LAC,NBA,C,6,6,144,3.8,8.3,.455,0.0,0.0,,3.8,8.3,.455,0.8,3.4,.222,5.7,8.7,14.4,0.4,0.4,3.8,3.4,6.8,8.3,,84,111,https://www.basketball-reference.com/players/j/jordade01.html
2013-14,25,LAC,NBA,C,13,13,442,5.2,7.1,.730,0.0,0.0,,5.2,7.1,.730,3.7,8.6,.434,4.9,13.6,18.4,1.1,1.4,3.7,2.6,5.1,14.1,,116,105,https://www.basketball-reference.com/players/j/jordade01.html
2014-15,26,LAC,NBA,C,14,14,482,5.9,8.2,.716,0.0,0.0,,5.9,8.2,.716,6.8,15.8,.427,4.9,13.9,18.9,1.6,1.6,3.3,1.7,4.2,18.5,,122,101,https://www.basketball-reference.com/players/j/jordade01.html
2015-16,27,LAC,NBA,C,6,6,198,6.2,9.8,.632,0.0,0.0,,6.2,9.8,.632,5.7,15.3,.373,7.8,17.6,25.4,2.8,1.8,4.1,1.8,4.4,18.1,,117,93,https://www.basketball-reference.com/players/j/jordade01.html
2016-17,28,LAC,NBA,C,7,7,264,8.7,12.3,.705,0.0,0.2,.000,8.7,12.1,.717,4.5,11.3,.393,5.1,15.4,20.4,1.0,0.6,1.2,3.4,5.9,21.9,,113,107,https://www.basketball-reference.com/players/j/jordade01.html
2011-12,25,NYK,NBA,C,1,0,4,13.8,27.6,.500,0.0,0.0,,13.8,27.6,.500,0.0,0.0,,27.6,0.0,27.6,0.0,0.0,0.0,0.0,0.0,27.6,,132,119,https://www.basketball-reference.com/players/j/jordaje01.html
2014-15,28,BRK,NBA,C,1,0,5,0.0,20.4,.000,0.0,0.0,,0.0,20.4,.000,0.0,0.0,,10.2,10.2,20.4,0.0,0.0,0.0,10.2,0.0,0.0,,23,110,https://www.basketball-reference.com/players/j/jordaje01.html
