Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,Player_link
2018-19,32,BOS,NBA,C,9,9,310,7.1,17.0,.418,2.8,6.8,.409,4.3,10.2,.424,2.3,2.8,.833,2.0,10.5,12.6,6.2,0.6,1.1,2.9,3.3,19.4,,104,103,https://www.basketball-reference.com/players/h/horfoal01.html
2019-20,33,PHI,NBA,C,4,3,129,4.7,9.8,.480,0.0,1.6,.000,4.7,8.2,.571,1.6,2.7,.571,3.5,7.8,11.3,3.5,0.4,2.0,1.2,5.5,10.9,,113,118,https://www.basketball-reference.com/players/h/horfoal01.html
2019-20,19,LAL,NBA,SG,2,0,17,17.4,34.8,.500,5.8,14.5,.400,11.6,20.3,.571,0.0,0.0,,0.0,14.5,14.5,0.0,5.8,0.0,0.0,11.6,40.6,,112,97,https://www.basketball-reference.com/players/h/hortota01.html
2018-19,25,HOU,NBA,SF,7,0,141,3.9,13.0,.297,2.8,10.9,.258,1.1,2.1,.500,1.4,2.8,.500,0.7,7.0,7.7,0.4,1.1,0.7,1.4,3.9,11.9,,84,110,https://www.basketball-reference.com/players/h/houseda01.html
2019-20,26,HOU,NBA,SF,9,4,279,6.5,14.8,.435,3.3,9.2,.358,3.1,5.6,.563,1.7,2.3,.769,1.7,7.3,9.1,2.3,1.4,0.0,1.2,3.8,18.0,,112,109,https://www.basketball-reference.com/players/h/houseda01.html
2006-07,21,ORL,NBA,C,4,4,167,7.7,14.1,.548,0.0,0.0,,7.7,14.1,.548,5.0,11.1,.455,5.4,14.5,19.8,2.4,0.7,1.3,5.7,4.4,20.5,,94,108,https://www.basketball-reference.com/players/h/howardw01.html
2007-08,22,ORL,NBA,C,10,10,421,9.4,16.2,.581,0.0,0.0,,9.4,16.2,.581,5.9,10.8,.542,7.8,12.8,20.6,1.2,1.0,4.4,4.2,5.0,24.6,,113,102,https://www.basketball-reference.com/players/h/howardw01.html
2008-09,23,ORL,NBA,C,23,23,903,9.6,16.0,.601,0.0,0.1,.000,9.6,15.9,.605,8.6,13.6,.636,5.9,15.1,21.0,2.6,1.2,3.6,4.0,6.1,27.8,,119,98,https://www.basketball-reference.com/players/h/howardw01.html
2009-10,24,ORL,NBA,C,14,14,497,9.6,15.6,.614,0.0,0.0,,9.6,15.6,.614,9.2,17.6,.519,4.2,13.1,17.3,2.1,1.2,5.5,5.7,6.6,28.4,,106,93,https://www.basketball-reference.com/players/h/howardw01.html
2010-11,25,ORL,NBA,C,6,6,258,11.0,17.4,.630,0.0,0.2,.000,11.0,17.2,.638,12.9,18.9,.682,5.8,14.2,20.0,0.6,0.9,2.4,7.1,5.4,34.8,,113,96,https://www.basketball-reference.com/players/h/howardw01.html
2012-13,27,LAL,NBA,C,4,4,126,10.8,17.4,.619,0.0,0.0,,10.8,17.4,.619,6.6,14.9,.444,4.1,13.6,17.8,1.7,0.8,3.3,6.6,7.0,28.1,,95,108,https://www.basketball-reference.com/players/h/howardw01.html
2013-14,28,HOU,NBA,C,6,6,231,13.0,23.7,.547,0.0,0.0,,13.0,23.7,.547,9.0,14.3,.625,6.0,12.3,18.4,2.5,0.9,3.8,4.3,5.6,35.0,,117,109,https://www.basketball-reference.com/players/h/howardw01.html
2014-15,29,HOU,NBA,C,17,17,574,8.6,15.0,.577,0.0,0.0,,8.6,15.0,.577,5.6,13.6,.412,5.1,14.5,19.6,1.6,1.9,3.2,3.0,4.9,22.9,,105,101,https://www.basketball-reference.com/players/h/howardw01.html
2015-16,30,HOU,NBA,C,5,5,180,7.0,13.0,.542,0.0,0.3,.000,7.0,12.7,.553,3.8,10.3,.368,7.0,11.9,19.0,2.2,1.1,1.9,3.3,5.7,17.9,,100,109,https://www.basketball-reference.com/players/h/howardw01.html
2016-17,31,ATL,NBA,C,6,6,157,5.6,11.2,.500,0.0,0.0,,5.6,11.2,.500,3.7,5.9,.632,5.6,14.3,19.9,2.5,1.9,1.6,3.4,6.5,14.9,,105,102,https://www.basketball-reference.com/players/h/howardw01.html
2019-20,34,LAL,NBA,C,18,7,282,6.8,10.0,.684,0.2,0.3,.500,6.6,9.6,.691,4.4,7.9,.556,5.6,8.9,14.5,1.6,1.4,1.4,2.8,9.6,18.2,,125,108,https://www.basketball-reference.com/players/h/howardw01.html
2003-04,23,DAL,NBA,SF,5,0,86,4.6,20.9,.222,0.6,2.9,.200,4.1,18.0,.226,5.8,6.4,.909,9.9,8.7,18.5,2.3,3.5,3.5,4.1,7.0,15.6,,84,95,https://www.basketball-reference.com/players/h/howarjo01.html
2004-05,24,DAL,NBA,SF,13,13,428,9.5,18.9,.503,0.5,1.9,.250,9.0,16.9,.532,5.0,6.7,.745,4.0,7.7,11.7,2.9,1.3,0.9,3.4,7.3,24.5,,113,115,https://www.basketball-reference.com/players/h/howarjo01.html
2005-06,25,DAL,NBA,SF,23,23,824,9.2,20.2,.453,1.6,4.3,.369,7.6,16.0,.475,5.2,6.5,.808,2.7,8.5,11.2,2.1,1.5,0.9,3.4,5.6,25.2,,107,105,https://www.basketball-reference.com/players/h/howarjo01.html
2006-07,26,DAL,NBA,SF,6,6,248,10.6,20.6,.515,1.5,3.7,.389,9.1,16.8,.543,3.9,5.6,.704,3.1,9.1,12.3,3.5,2.7,1.0,2.5,4.6,26.6,,118,109,https://www.basketball-reference.com/players/h/howarjo01.html
2007-08,27,DAL,NBA,SF,5,5,171,6.8,23.2,.292,0.3,3.2,.100,6.5,20.0,.323,6.5,8.1,.800,3.9,7.4,11.3,2.3,0.6,0.6,2.9,3.2,20.3,,87,119,https://www.basketball-reference.com/players/h/howarjo01.html
2008-09,28,DAL,NBA,SF,10,10,295,10.1,23.2,.438,1.4,5.8,.250,8.7,17.4,.500,6.9,8.9,.776,1.8,7.4,9.2,2.4,1.6,0.7,3.8,4.3,28.6,,102,113,https://www.basketball-reference.com/players/h/howarjo01.html
2011-12,31,UTA,NBA,SF,4,3,63,4.1,14.1,.294,0.8,1.7,.500,3.3,12.4,.267,3.3,4.1,.800,3.3,8.3,11.6,3.3,1.7,0.8,1.7,2.5,12.4,,93,111,https://www.basketball-reference.com/players/h/howarjo01.html
2014-15,30,LAC,NBA,SG,7,0,38,7.7,17.9,.429,2.6,9.0,.286,5.1,9.0,.571,0.0,0.0,,0.0,1.3,1.3,9.0,2.6,1.3,3.8,10.2,17.9,,97,108,https://www.basketball-reference.com/players/h/hudsole01.html
2015-16,24,OKC,NBA,PF,2,0,10,5.0,15.1,.333,5.0,10.1,.500,0.0,5.0,.000,0.0,0.0,,5.0,10.1,15.1,0.0,0.0,0.0,0.0,5.0,15.1,,122,110,https://www.basketball-reference.com/players/h/huestjo01.html
2017-18,26,OKC,NBA,PF,4,0,19,2.6,5.2,.500,0.0,0.0,,2.6,5.2,.500,2.6,5.2,.500,0.0,7.8,7.8,0.0,2.6,2.6,0.0,7.8,7.8,,109,103,https://www.basketball-reference.com/players/h/huestjo01.html
2006-07,21,TOR,NBA,PF,6,0,69,2.3,7.0,.333,0.0,0.0,,2.3,7.0,.333,2.3,6.2,.375,5.4,7.7,13.2,0.8,0.8,1.5,2.3,8.5,7.0,,84,107,https://www.basketball-reference.com/players/h/humphkr01.html
2007-08,22,TOR,NBA,PF,3,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,124,https://www.basketball-reference.com/players/h/humphkr01.html
2012-13,27,BRK,NBA,PF,7,0,83,9.2,20.3,.452,0.0,0.0,,9.2,20.3,.452,2.0,4.6,.429,6.6,8.5,15.1,0.7,0.7,2.0,1.3,9.8,20.3,,103,105,https://www.basketball-reference.com/players/h/humphkr01.html
2014-15,29,WAS,NBA,PF,1,0,5,10.1,10.1,1.000,0.0,0.0,,10.1,10.1,1.000,0.0,0.0,,0.0,30.4,30.4,0.0,0.0,0.0,0.0,10.1,20.3,,200,92,https://www.basketball-reference.com/players/h/humphkr01.html
2015-16,30,ATL,NBA,PF,4,0,56,11.6,25.1,.464,4.5,9.0,.500,7.2,16.1,.444,5.4,5.4,1.000,7.2,14.3,21.5,3.6,1.8,4.5,1.8,8.1,33.1,,125,96,https://www.basketball-reference.com/players/h/humphkr01.html
2016-17,31,ATL,NBA,PF,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,16.3,0.0,0.0,0.0,,,96,https://www.basketball-reference.com/players/h/humphkr01.html
2003-04,23,BOS,NBA,PF,3,0,10,5.2,5.2,1.000,0.0,0.0,,5.2,5.2,1.000,0.0,0.0,,10.5,5.2,15.7,5.2,0.0,5.2,5.2,10.5,10.5,,122,110,https://www.basketball-reference.com/players/h/huntebr01.html
2008-09,22,ATL,NBA,PF,4,0,14,8.3,12.5,.667,0.0,0.0,,8.3,12.5,.667,0.0,0.0,,12.5,12.5,25.0,0.0,4.2,4.2,0.0,4.2,16.7,,155,97,https://www.basketball-reference.com/players/h/hunteot01.html
2015-16,22,BOS,NBA,SG,5,0,41,2.4,10.7,.222,1.2,6.0,.200,1.2,4.8,.250,0.0,0.0,,1.2,6.0,7.1,3.6,0.0,1.2,1.2,3.6,6.0,,70,105,https://www.basketball-reference.com/players/h/hunterj01.html
2009-10,20,OKC,NBA,PF,6,0,153,6.9,12.1,.571,0.0,0.0,,6.9,12.1,.571,2.4,3.5,.700,4.5,9.0,13.5,0.7,0.7,4.2,2.1,6.6,16.3,,115,103,https://www.basketball-reference.com/players/i/ibakase01.html
2010-11,21,OKC,NBA,PF,17,17,490,7.2,15.6,.462,0.0,0.1,.000,7.2,15.5,.465,3.6,4.3,.825,5.1,8.3,13.4,0.3,0.4,5.6,2.3,6.9,18.0,,108,105,https://www.basketball-reference.com/players/i/ibakase01.html
2011-12,22,OKC,NBA,PF,20,20,569,7.8,14.8,.528,0.1,0.4,.250,7.7,14.4,.535,2.4,3.4,.722,4.4,6.3,10.7,1.1,1.0,5.5,1.0,5.3,18.2,,120,105,https://www.basketball-reference.com/players/i/ibakase01.html
2012-13,23,OKC,NBA,PF,11,11,366,8.3,19.1,.437,0.6,1.3,.444,7.8,17.8,.437,2.7,3.4,.792,5.5,7.5,13.0,1.1,0.0,4.7,1.0,5.4,19.9,,109,103,https://www.basketball-reference.com/players/i/ibakase01.html
2013-14,24,OKC,NBA,PF,17,17,581,7.8,13.2,.592,0.4,1.2,.385,7.3,12.0,.612,2.3,3.0,.765,2.8,7.6,10.4,1.1,1.0,3.8,1.8,4.8,18.4,,122,107,https://www.basketball-reference.com/players/i/ibakase01.html
2015-16,26,OKC,NBA,PF,18,18,602,7.1,13.7,.521,2.6,5.8,.449,4.5,7.9,.574,1.3,1.7,.750,1.9,7.5,9.5,0.8,1.2,2.0,0.8,4.3,18.1,,129,106,https://www.basketball-reference.com/players/i/ibakase01.html
2016-17,27,TOR,NBA,PF,10,10,307,10.1,21.8,.462,2.0,6.4,.316,8.1,15.4,.522,1.8,2.2,.846,1.5,9.4,10.9,2.4,0.7,2.9,1.8,6.2,24.0,,102,108,https://www.basketball-reference.com/players/i/ibakase01.html
2017-18,28,TOR,NBA,PF,10,9,260,5.8,14.0,.417,1.8,4.7,.375,4.1,9.3,.438,3.5,4.3,.818,2.5,9.0,11.5,2.1,0.2,2.5,3.1,4.1,16.9,,101,116,https://www.basketball-reference.com/players/i/ibakase01.html
2018-19,29,TOR,NBA,C,24,0,500,9.2,19.3,.477,0.9,3.8,.237,8.3,15.5,.535,3.2,4.2,.762,3.5,10.8,14.3,2.2,1.1,2.3,2.5,7.9,22.5,,105,102,https://www.basketball-reference.com/players/i/ibakase01.html
2019-20,30,TOR,NBA,C,11,0,251,12.2,21.2,.573,4.4,8.7,.511,7.7,12.5,.615,2.7,2.7,1.000,3.3,13.1,16.4,2.5,0.4,2.7,2.3,5.2,31.4,,127,101,https://www.basketball-reference.com/players/i/ibakase01.html
2004-05,21,PHI,NBA,SG,5,5,192,5.7,12.2,.465,0.9,2.6,.333,4.8,9.7,.500,1.7,3.4,.500,2.3,4.3,6.5,4.3,4.0,1.4,1.4,3.4,13.9,,108,106,https://www.basketball-reference.com/players/i/iguodan01.html
2007-08,24,PHI,NBA,SF,6,6,234,5.5,16.5,.333,0.5,3.3,.143,5.0,13.1,.382,7.4,10.3,.721,1.4,5.5,6.9,7.2,3.1,0.2,6.2,2.6,18.8,,87,106,https://www.basketball-reference.com/players/i/iguodan01.html
2008-09,25,PHI,NBA,SF,6,6,269,8.9,19.9,.449,2.2,5.7,.393,6.7,14.2,.471,6.1,9.3,.652,1.2,6.5,7.7,8.1,2.2,0.0,4.9,1.8,26.1,,103,109,https://www.basketball-reference.com/players/i/iguodan01.html
2010-11,27,PHI,NBA,SF,5,5,182,6.7,16.0,.423,0.9,4.3,.214,5.8,11.7,.500,3.1,4.3,.714,2.1,8.6,10.7,10.4,1.5,0.6,4.3,4.9,17.5,,99,108,https://www.basketball-reference.com/players/i/iguodan01.html
2011-12,28,PHI,NBA,SF,13,13,505,6.2,16.2,.384,2.0,5.3,.388,4.2,11.0,.382,3.5,6.0,.589,1.8,6.1,8.0,5.2,2.0,0.5,2.0,3.4,18.1,,100,99,https://www.basketball-reference.com/players/i/iguodan01.html
2012-13,29,DEN,NBA,SG,6,6,243,7.7,15.4,.500,2.8,5.9,.483,4.9,9.5,.511,3.7,5.1,.720,1.8,7.9,9.7,6.5,2.4,0.4,3.5,1.8,21.9,,116,108,https://www.basketball-reference.com/players/i/iguodan01.html
2013-14,30,GSW,NBA,SF,7,7,248,6.4,12.4,.516,1.6,3.0,.533,4.8,9.4,.511,4.0,6.6,.606,1.0,5.6,6.6,6.2,1.8,0.4,4.2,3.8,18.4,,107,115,https://www.basketball-reference.com/players/i/iguodan01.html
2014-15,31,GSW,NBA,SF,21,3,635,6.5,13.8,.474,2.3,6.6,.354,4.2,7.2,.584,2.2,5.2,.415,1.3,6.3,7.6,6.1,2.0,0.6,1.1,3.4,17.6,,119,101,https://www.basketball-reference.com/players/i/iguodan01.html
2015-16,32,GSW,NBA,SF,24,3,767,5.0,10.6,.476,1.6,4.2,.385,3.4,6.4,.535,2.1,3.7,.561,2.3,4.5,6.8,5.8,1.9,0.6,1.5,2.4,13.7,,122,108,https://www.basketball-reference.com/players/i/iguodan01.html
2016-17,33,GSW,NBA,SF,16,0,419,5.3,11.5,.455,0.9,4.8,.190,4.3,6.7,.644,1.7,3.0,.577,1.0,6.4,7.4,5.8,1.6,0.8,1.8,3.3,13.1,,109,107,https://www.basketball-reference.com/players/i/iguodan01.html
2017-18,34,GSW,NBA,SF,15,12,401,5.2,10.5,.494,1.7,4.6,.378,3.5,6.0,.583,3.0,4.2,.706,1.4,7.1,8.4,5.1,2.6,0.9,1.7,3.6,15.1,,122,102,https://www.basketball-reference.com/players/i/iguodan01.html
2018-19,35,GSW,NBA,SF,21,15,629,6.4,12.9,.494,2.2,6.2,.350,4.2,6.7,.628,1.1,2.9,.378,2.1,5.0,7.1,6.5,1.9,1.8,1.6,3.3,16.0,,120,112,https://www.basketball-reference.com/players/i/iguodan01.html
2019-20,36,MIA,NBA,SF,21,0,410,3.7,7.9,.462,1.7,4.8,.359,2.0,3.2,.615,0.6,0.9,.714,1.3,5.2,6.6,3.8,2.1,1.6,1.7,5.4,9.6,,112,110,https://www.basketball-reference.com/players/i/iguodan01.html
2005-06,25,DAL,NBA,C,7,0,25,2.2,6.5,.333,0.0,0.0,,2.2,6.5,.333,4.3,4.3,1.000,2.2,15.1,17.3,0.0,0.0,2.2,6.5,19.4,8.6,,67,102,https://www.basketball-reference.com/players/m/mbengdj01.html
2007-08,27,LAL,NBA,C,7,0,30,8.6,13.8,.625,0.0,0.0,,8.6,13.8,.625,0.0,0.0,,5.2,10.4,15.5,0.0,3.5,1.7,1.7,15.5,17.3,,119,100,https://www.basketball-reference.com/players/m/mbengdj01.html
2008-09,28,LAL,NBA,C,7,0,16,3.3,19.8,.167,0.0,0.0,,3.3,19.8,.167,0.0,0.0,,0.0,9.9,9.9,0.0,0.0,6.6,6.6,0.0,6.6,,27,100,https://www.basketball-reference.com/players/m/mbengdj01.html
2009-10,29,LAL,NBA,C,3,0,12,8.9,26.8,.333,0.0,0.0,,8.9,26.8,.333,4.5,4.5,1.000,0.0,22.3,22.3,4.5,0.0,0.0,0.0,8.9,22.3,,97,102,https://www.basketball-reference.com/players/m/mbengdj01.html
2010-11,30,NOH,NBA,C,5,0,26,4.3,4.3,1.000,0.0,0.0,,4.3,4.3,1.000,2.2,4.3,.500,4.3,6.5,10.8,2.2,4.3,6.5,2.2,15.1,10.8,,137,102,https://www.basketball-reference.com/players/m/mbengdj01.html
2009-10,22,MIL,NBA,PF,7,0,157,8.6,17.8,.480,1.8,5.0,.357,6.8,12.8,.528,5.3,6.4,.833,7.5,11.4,18.9,1.1,1.8,0.4,3.6,5.0,24.2,,115,105,https://www.basketball-reference.com/players/i/ilyaser01.html
2012-13,25,MIL,NBA,PF,4,4,117,9.0,20.8,.435,1.8,4.5,.400,7.2,16.3,.444,0.9,0.9,1.000,4.5,8.6,13.1,3.2,2.3,0.5,2.7,3.6,20.8,,98,109,https://www.basketball-reference.com/players/i/ilyaser01.html
2014-15,27,MIL,NBA,PF,6,6,142,7.3,22.1,.328,1.8,8.3,.217,5.4,13.8,.395,2.5,3.6,.700,2.2,6.2,8.3,1.1,1.8,1.1,1.8,3.6,18.9,,82,106,https://www.basketball-reference.com/players/i/ilyaser01.html
2016-17,29,ATL,NBA,PF,6,0,90,4.3,12.5,.348,0.5,2.7,.200,3.8,9.8,.389,3.8,4.9,.778,7.6,9.2,16.8,1.1,0.5,0.0,2.7,3.8,13.0,,101,110,https://www.basketball-reference.com/players/i/ilyaser01.html
2017-18,30,PHI,NBA,PF,10,1,233,7.6,17.7,.429,1.9,6.5,.290,5.7,11.2,.509,2.5,4.4,.571,5.5,10.6,16.1,2.7,1.5,0.8,2.1,5.3,19.6,,108,105,https://www.basketball-reference.com/players/i/ilyaser01.html
2018-19,31,MIL,NBA,PF,15,0,272,6.2,14.3,.432,2.1,7.1,.300,4.1,7.2,.561,3.5,4.4,.800,3.3,9.0,12.3,3.7,1.8,1.1,1.1,7.1,18.0,,121,101,https://www.basketball-reference.com/players/i/ilyaser01.html
2019-20,32,MIL,NBA,PF,3,0,23,6.2,18.7,.333,2.1,10.4,.200,4.2,8.3,.500,4.2,4.2,1.000,0.0,8.3,8.3,0.0,4.2,0.0,2.1,6.2,18.7,,85,103,https://www.basketball-reference.com/players/i/ilyaser01.html
2016-17,29,UTA,NBA,SF,11,11,334,3.9,9.7,.403,2.3,6.4,.366,1.6,3.3,.476,0.9,1.4,.667,0.3,6.1,6.4,5.6,3.4,0.8,2.5,4.4,11.1,,101,108,https://www.basketball-reference.com/players/i/inglejo01.html
2017-18,30,UTA,NBA,SF,11,11,382,7.3,15.6,.471,4.5,9.9,.455,2.8,5.7,.500,1.4,2.2,.647,0.6,5.5,6.2,4.8,0.8,0.3,3.3,3.7,20.6,,110,111,https://www.basketball-reference.com/players/i/inglejo01.html
2018-19,31,UTA,NBA,PF,5,5,151,3.9,11.9,.324,2.6,9.3,.276,1.3,2.6,.500,0.0,0.0,,1.0,6.8,7.7,8.1,3.5,0.0,2.6,4.5,10.3,,94,106,https://www.basketball-reference.com/players/i/inglejo01.html
2019-20,32,UTA,NBA,PF,7,7,234,4.9,12.1,.407,3.1,9.0,.350,1.8,3.1,.571,1.3,1.3,1.000,0.2,5.2,5.4,7.4,0.9,0.2,0.9,3.4,14.4,,130,121,https://www.basketball-reference.com/players/i/inglejo01.html
2014-15,22,CLE,NBA,PG,13,13,464,9.2,21.1,.438,3.1,6.8,.450,6.2,14.3,.432,6.6,7.9,.841,1.1,4.2,5.4,5.7,1.9,1.3,2.3,3.3,28.2,,120,104,https://www.basketball-reference.com/players/i/irvinky01.html
2015-16,23,CLE,NBA,PG,21,21,774,13.7,28.9,.475,3.5,7.9,.440,10.3,21.0,.489,5.3,6.0,.875,1.0,3.2,4.2,6.7,2.5,0.9,3.3,3.1,36.3,,117,107,https://www.basketball-reference.com/players/i/irvinky01.html
2016-17,24,CLE,NBA,PG,18,18,653,13.2,28.2,.468,3.3,9.0,.373,9.8,19.2,.512,5.8,6.4,.905,1.0,2.9,3.9,7.2,1.7,0.6,3.7,2.9,35.5,,116,115,https://www.basketball-reference.com/players/i/irvinky01.html
2018-19,26,BOS,NBA,PG,9,9,330,10.0,26.1,.385,2.6,8.4,.310,7.4,17.6,.421,5.2,5.8,.900,0.7,5.1,5.8,9.2,1.7,0.6,4.1,3.8,27.9,,98,104,https://www.basketball-reference.com/players/i/irvinky01.html
2018-19,21,ORL,NBA,PF,5,5,137,4.0,14.6,.275,1.5,7.3,.200,2.6,7.3,.350,2.6,2.9,.875,3.7,7.7,11.4,0.7,0.7,1.8,1.8,3.3,12.1,,82,111,https://www.basketball-reference.com/players/i/isaacjo01.html
2008-09,27,PHI,NBA,SG,6,0,45,3.6,13.3,.273,2.4,8.5,.286,1.2,4.8,.250,3.6,4.8,.750,1.2,3.6,4.8,0.0,3.6,0.0,0.0,7.3,13.3,,97,107,https://www.basketball-reference.com/players/i/iveyro01.html
2009-10,28,MIL,NBA,SG,3,0,11,10.2,30.5,.333,0.0,10.2,.000,10.2,20.4,.500,0.0,0.0,,0.0,0.0,0.0,10.2,0.0,5.1,5.1,5.1,20.4,,75,114,https://www.basketball-reference.com/players/i/iveyro01.html
2010-11,29,OKC,NBA,SG,2,0,6,17.6,17.6,1.000,17.6,17.6,1.000,0.0,0.0,,0.0,0.0,,0.0,8.8,8.8,8.8,0.0,0.0,0.0,0.0,52.8,,287,111,https://www.basketball-reference.com/players/i/iveyro01.html
2011-12,30,OKC,NBA,SG,5,0,21,10.1,27.8,.364,5.0,12.6,.400,5.0,15.1,.333,2.5,5.0,.500,2.5,5.0,7.6,2.5,5.0,0.0,2.5,5.0,27.8,,95,103,https://www.basketball-reference.com/players/i/iveyro01.html
2018-19,24,ORL,NBA,SF,5,0,60,5.0,15.1,.333,2.5,7.5,.333,2.5,7.5,.333,7.5,7.5,1.000,0.0,5.9,5.9,3.3,2.5,0.0,1.7,3.3,20.1,,111,111,https://www.basketball-reference.com/players/i/iwundwe01.html
2019-20,25,ORL,NBA,SF,5,0,76,3.6,12.1,.300,2.4,4.2,.571,1.2,7.9,.154,3.0,4.8,.625,0.6,6.1,6.7,2.4,1.8,1.2,1.8,3.0,12.7,,87,110,https://www.basketball-reference.com/players/i/iwundwe01.html
2010-11,27,NOH,NBA,SG,6,0,111,6.1,17.2,.353,0.0,2.5,.000,6.1,14.7,.414,5.6,8.1,.688,0.5,7.1,7.6,6.6,0.5,0.5,4.1,2.0,17.7,,85,115,https://www.basketball-reference.com/players/j/jackja01.html
2012-13,29,GSW,NBA,SG,12,4,426,9.3,18.5,.506,0.8,2.9,.292,8.5,15.6,.546,5.2,5.8,.896,0.8,5.5,6.4,6.7,1.3,0.5,4.6,3.1,24.7,,110,108,https://www.basketball-reference.com/players/j/jackja01.html
2014-15,31,BRK,NBA,PG,6,0,153,9.3,18.0,.519,1.7,5.0,.333,7.7,13.0,.590,4.3,4.3,1.000,0.7,7.7,8.3,9.0,2.3,0.3,6.7,4.7,24.7,,102,105,https://www.basketball-reference.com/players/j/jackja01.html
2017-18,31,HOU,NBA,PG,7,0,17,5.9,11.8,.500,0.0,5.9,.000,5.9,5.9,1.000,2.9,5.9,.500,5.9,5.9,11.8,5.9,0.0,0.0,5.9,5.9,14.7,,97,114,https://www.basketball-reference.com/players/j/jacksaa01.html
2008-09,23,CLE,NBA,PF,5,0,25,2.2,11.2,.200,0.0,0.0,,2.2,11.2,.200,0.0,4.5,.000,0.0,11.2,11.2,2.2,0.0,0.0,2.2,11.2,4.5,,40,105,https://www.basketball-reference.com/players/j/jacksda01.html
2019-20,24,DAL,NBA,PF,3,0,16,2.9,17.6,.167,0.0,8.8,.000,2.9,8.8,.333,5.9,11.8,.500,0.0,8.8,8.8,0.0,0.0,0.0,0.0,2.9,11.8,,57,125,https://www.basketball-reference.com/players/j/jacksju01.html
2006-07,25,TOR,NBA,SF,3,0,11,0.0,0.0,,0.0,0.0,,0.0,0.0,,29.1,29.1,1.000,4.9,19.4,24.3,4.9,4.9,0.0,4.9,14.6,29.1,,179,93,https://www.basketball-reference.com/players/j/jackslu02.html
2012-13,22,OKC,NBA,PG,11,9,368,8.0,16.7,.479,1.8,6.0,.302,6.2,10.7,.579,3.7,4.1,.897,0.6,7.0,7.6,5.6,0.7,0.8,3.0,4.8,21.5,,111,106,https://www.basketball-reference.com/players/j/jacksre01.html
2013-14,23,OKC,NBA,PG,19,4,531,7.3,15.8,.466,2.1,5.2,.396,5.3,10.6,.500,3.8,4.3,.886,1.3,5.8,7.1,4.5,0.5,0.4,3.7,4.8,20.6,,108,113,https://www.basketball-reference.com/players/j/jacksre01.html
2015-16,25,DET,NBA,PG,4,4,147,9.4,20.7,.455,1.1,6.8,.167,8.3,13.9,.595,1.5,1.5,1.000,0.8,4.1,4.9,13.9,2.3,0.8,3.8,3.8,21.4,,108,119,https://www.basketball-reference.com/players/j/jacksre01.html
2018-19,28,DET,NBA,PG,4,4,108,12.3,28.5,.431,3.9,9.2,.429,8.3,19.3,.432,2.6,3.1,.857,2.2,3.5,5.7,12.3,1.3,0.0,2.2,5.3,31.2,,112,123,https://www.basketball-reference.com/players/j/jacksre01.html
2019-20,29,LAC,NBA,SG,12,1,170,6.0,13.8,.438,4.9,9.2,.531,1.2,4.6,.250,0.0,0.0,,0.6,5.5,6.0,3.2,0.6,0.3,1.4,5.2,17.0,,118,115,https://www.basketball-reference.com/players/j/jacksre01.html
2013-14,28,DAL,NBA,C,2,0,8,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,6.5,0.0,6.5,0.0,6.5,0.0,0.0,0.0,0.0,,219,106,https://www.basketball-reference.com/players/j/jamesbe01.html
2014-15,29,DAL,NBA,C,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,120,https://www.basketball-reference.com/players/j/jamesbe01.html
2005-06,21,CLE,NBA,SF,13,13,604,13.5,28.4,.476,1.9,5.8,.333,11.6,22.6,.512,8.1,10.9,.737,2.0,7.7,9.7,7.0,1.7,0.8,6.0,4.1,37.1,,108,107,https://www.basketball-reference.com/players/j/jamesle01.html
2006-07,22,CLE,NBA,SF,20,20,893,10.4,25.0,.416,1.3,4.7,.280,9.1,20.3,.448,9.3,12.3,.755,1.6,8.5,10.1,10.0,2.1,0.6,4.1,2.5,31.4,,109,99,https://www.basketball-reference.com/players/j/jamesle01.html
2007-08,23,CLE,NBA,SF,13,13,552,11.4,27.8,.411,1.8,7.1,.257,9.6,20.7,.463,12.3,16.9,.731,1.6,8.7,10.3,10.0,2.3,1.7,5.5,3.3,37.0,,107,99,https://www.basketball-reference.com/players/j/jamesle01.html
2008-09,24,CLE,NBA,SF,14,14,580,15.3,30.0,.510,2.6,7.8,.333,12.7,22.2,.571,14.3,19.1,.749,1.8,10.5,12.3,9.8,2.2,1.2,3.7,2.9,47.5,,128,100,https://www.basketball-reference.com/players/j/jamesle01.html
2009-10,25,CLE,NBA,SF,11,11,460,11.9,23.8,.502,2.3,5.6,.400,9.7,18.1,.534,9.9,13.5,.733,1.7,9.8,11.5,9.5,2.1,2.3,4.7,2.6,36.1,,117,103,https://www.basketball-reference.com/players/j/jamesle01.html
