Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player_link
2016-17,29,WAS,NBA,SG,33,1,575,5.3,13.1,.400,1.8,5.0,.350,3.5,8.1,.431,1.4,1.7,.852,1.4,3.4,4.8,2.6,1.2,0.2,1.6,3.0,13.7,https://www.basketball-reference.com/players/t/thornma01.html
2017-18,23,LAC,NBA,SG,73,17,1156,3.1,7.3,.429,0.7,1.9,.377,2.4,5.4,.448,1.8,2.7,.670,1.0,3.3,4.4,2.1,1.5,0.8,1.7,3.9,8.8,https://www.basketball-reference.com/players/t/thornsi01.html
2018-19,24,LAC,NBA,SG,64,1,313,2.0,5.6,.347,0.3,1.7,.200,1.6,3.9,.412,2.9,3.9,.735,0.6,4.5,5.1,2.1,1.6,0.8,2.3,4.7,7.1,https://www.basketball-reference.com/players/t/thornsi01.html
2019-20,25,NOP,NBA,SF,2,0,35,6.2,11.3,.545,2.1,4.1,.500,4.1,7.2,.571,2.1,4.1,.500,0.0,4.1,4.1,4.1,1.0,1.0,2.1,2.1,16.5,https://www.basketball-reference.com/players/t/thornsi01.html
2019-20,22,PHI,NBA,SG,65,14,1287,3.1,7.4,.423,1.6,4.4,.357,1.6,3.0,.519,0.7,1.1,.610,1.2,1.8,3.0,2.2,2.6,1.3,1.4,3.9,8.5,https://www.basketball-reference.com/players/t/thybuma01.html
2016-17,22,CHO,NBA,C,2,0,25,1.4,5.8,.250,0.0,0.0,,1.4,5.8,.250,0.0,0.0,,2.9,1.4,4.3,1.4,0.0,0.0,1.4,2.9,2.9,https://www.basketball-reference.com/players/t/tobeymi01.html
2008-09,23,SAS,NBA,PF,19,0,208,3.3,11.3,.292,1.6,7.1,.220,1.7,4.2,.417,0.9,1.7,.500,2.1,5.0,7.1,2.9,0.9,0.2,1.2,2.8,9.0,https://www.basketball-reference.com/players/t/tollian01.html
2009-10,24,TOT,NBA,PF,46,29,1427,4.9,11.3,.430,1.3,3.8,.329,3.6,7.5,.481,2.6,3.4,.769,2.1,6.0,8.1,2.2,0.8,0.8,1.2,3.2,13.6,https://www.basketball-reference.com/players/t/tollian01.html
2009-10,24,POR,NBA,PF,2,0,4,0.0,9.0,.000,0.0,9.0,.000,0.0,0.0,,0.0,0.0,,0.0,9.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,https://www.basketball-reference.com/players/t/tollian01.html
2009-10,24,GSW,NBA,PF,44,29,1423,4.9,11.3,.431,1.3,3.8,.331,3.6,7.5,.481,2.6,3.4,.769,2.1,5.9,8.1,2.2,0.8,0.8,1.2,3.2,13.6,https://www.basketball-reference.com/players/t/tollian01.html
2010-11,25,MIN,NBA,SF,65,4,1362,3.7,8.3,.450,1.2,3.0,.409,2.5,5.2,.475,2.8,3.5,.802,2.4,5.4,7.8,2.2,0.7,0.7,1.3,3.8,11.5,https://www.basketball-reference.com/players/t/tollian01.html
2011-12,26,MIN,NBA,SF,51,0,882,2.9,7.4,.390,1.0,4.1,.248,1.9,3.3,.568,1.7,2.2,.745,2.0,4.2,6.2,0.9,0.7,0.8,1.4,3.5,8.5,https://www.basketball-reference.com/players/t/tollian01.html
2012-13,27,ATL,NBA,SF,62,11,963,3.1,8.1,.380,1.7,5.0,.338,1.4,3.1,.446,1.6,1.9,.863,1.2,4.6,5.8,1.2,0.6,0.4,1.3,2.5,9.5,https://www.basketball-reference.com/players/t/tollian01.html
2013-14,28,CHA,NBA,PF,64,9,1298,3.6,8.5,.420,2.8,6.9,.413,0.7,1.7,.450,0.9,1.1,.805,0.9,3.7,4.7,1.2,0.5,0.4,0.6,2.3,10.9,https://www.basketball-reference.com/players/t/tollian01.html
2014-15,29,TOT,NBA,PF,76,11,1432,4.0,9.9,.410,2.7,7.3,.366,1.4,2.6,.534,1.4,1.7,.783,1.3,4.7,5.9,1.5,0.6,0.4,1.3,3.4,12.1,https://www.basketball-reference.com/players/t/tollian01.html
2014-15,29,PHO,NBA,PF,24,0,272,3.4,9.8,.351,3.2,8.2,.387,0.3,1.6,.167,0.5,0.8,.667,0.8,5.0,5.8,1.3,0.5,0.1,1.5,2.6,10.6,https://www.basketball-reference.com/players/t/tollian01.html
2014-15,29,DET,NBA,PF,52,11,1160,4.2,9.9,.423,2.5,7.1,.360,1.6,2.8,.582,1.6,2.0,.794,1.4,4.6,6.0,1.5,0.6,0.5,1.2,3.6,12.5,https://www.basketball-reference.com/players/t/tollian01.html
2015-16,30,DET,NBA,PF,72,5,1341,3.4,8.9,.386,2.6,7.3,.360,0.8,1.6,.500,0.8,1.3,.617,1.0,5.1,6.1,1.4,0.7,0.4,0.8,2.3,10.3,https://www.basketball-reference.com/players/t/tollian01.html
2016-17,31,SAC,NBA,PF,65,9,1477,3.8,8.6,.442,2.2,5.6,.391,1.6,2.9,.537,1.5,2.0,.744,1.2,4.5,5.8,1.9,0.8,0.5,1.4,2.7,11.2,https://www.basketball-reference.com/players/t/tollian01.html
2017-18,32,DET,NBA,PF,79,14,1757,4.5,9.7,.464,3.3,7.5,.436,1.2,2.2,.561,2.2,2.7,.797,1.0,3.9,4.9,1.8,0.7,0.4,1.2,3.0,14.4,https://www.basketball-reference.com/players/t/tollian01.html
2018-19,33,MIN,NBA,PF,65,0,1079,3.3,8.6,.382,2.7,7.2,.377,0.6,1.5,.409,1.6,2.0,.783,0.5,5.4,5.9,1.5,0.6,0.7,1.2,3.0,10.9,https://www.basketball-reference.com/players/t/tollian01.html
2019-20,34,TOT,NBA,PF,55,13,872,2.7,7.5,.357,2.0,6.0,.338,0.7,1.5,.432,0.9,1.2,.724,1.4,5.0,6.4,1.7,0.8,0.5,1.4,3.1,8.3,https://www.basketball-reference.com/players/t/tollian01.html
2019-20,34,POR,NBA,PF,33,9,554,2.8,7.6,.368,1.9,5.8,.337,0.8,1.8,.464,0.8,1.2,.684,1.8,5.4,7.1,1.9,0.5,0.6,1.4,3.5,8.4,https://www.basketball-reference.com/players/t/tollian01.html
2019-20,34,SAC,NBA,PF,9,0,82,1.3,7.5,.176,0.9,6.6,.133,0.4,0.9,.500,0.4,0.9,.500,0.9,4.0,4.8,1.3,1.8,0.4,1.8,2.6,4.0,https://www.basketball-reference.com/players/t/tollian01.html
2019-20,34,MEM,NBA,PF,13,4,236,2.9,7.3,.396,2.6,6.3,.415,0.3,1.1,.286,1.1,1.2,.875,0.8,4.3,5.0,1.5,1.1,0.2,1.4,2.1,9.5,https://www.basketball-reference.com/players/t/tollian01.html
2019-20,26,GSW,NBA,SG,13,6,272,3.8,8.3,.460,1.1,3.0,.348,2.8,5.3,.525,0.4,0.7,.600,1.2,5.7,6.9,3.4,1.7,0.7,2.1,4.0,9.1,https://www.basketball-reference.com/players/t/toscaju01.html
2015-16,23,DEN,NBA,SF,21,0,305,3.0,8.3,.357,1.5,4.7,.325,1.4,3.5,.400,1.5,2.0,.765,0.9,2.7,3.7,1.8,0.8,0.7,0.7,4.7,9.0,https://www.basketball-reference.com/players/t/toupaax01.html
2016-17,24,TOT,NBA,SF,4,0,47,3.8,6.9,.556,0.8,3.1,.250,3.1,3.8,.800,0.0,0.0,,0.0,0.8,0.8,0.0,0.8,0.8,0.0,4.6,8.4,https://www.basketball-reference.com/players/t/toupaax01.html
2016-17,24,MIL,NBA,SF,2,0,6,0.0,6.0,.000,0.0,6.0,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,https://www.basketball-reference.com/players/t/toupaax01.html
2016-17,24,NOP,NBA,SF,2,0,41,4.4,7.0,.625,0.9,2.6,.333,3.5,4.4,.800,0.0,0.0,,0.0,0.9,0.9,0.0,0.9,0.9,0.0,4.4,9.7,https://www.basketball-reference.com/players/t/toupaax01.html
2015-16,20,MIN,NBA,C,82,82,2627,8.6,15.8,.542,0.4,1.2,.341,8.2,14.6,.559,3.1,3.8,.811,3.1,8.6,11.8,2.2,0.8,1.9,2.5,3.4,20.6,https://www.basketball-reference.com/players/t/townska01.html
2016-17,21,MIN,NBA,C,82,82,3030,9.5,17.6,.542,1.2,3.3,.367,8.3,14.3,.582,4.2,5.1,.832,3.5,8.4,12.0,2.6,0.7,1.2,2.5,2.9,24.5,https://www.basketball-reference.com/players/t/townska01.html
2017-18,22,MIN,NBA,C,82,82,2918,7.9,14.5,.545,1.5,3.5,.421,6.4,10.9,.585,4.3,5.0,.858,2.9,9.5,12.5,2.5,0.8,1.4,2.0,3.5,21.5,https://www.basketball-reference.com/players/t/townska01.html
2018-19,23,MIN,NBA,C,77,77,2545,9.6,18.6,.518,2.0,5.0,.400,7.6,13.6,.562,5.3,6.4,.836,3.7,9.8,13.5,3.7,0.9,1.8,3.4,4.1,26.6,https://www.basketball-reference.com/players/t/townska01.html
2019-20,24,MIN,NBA,C,35,35,1187,9.6,18.9,.508,3.5,8.4,.412,6.1,10.5,.586,5.5,6.9,.796,2.9,8.6,11.5,4.6,1.0,1.3,3.3,3.5,28.1,https://www.basketball-reference.com/players/t/townska01.html
2018-19,20,POR,NBA,SG,15,1,111,5.2,16.2,.320,1.6,6.8,.238,3.6,9.4,.379,1.0,2.3,.429,0.3,3.2,3.6,1.6,0.3,0.6,1.3,1.3,13.0,https://www.basketball-reference.com/players/t/trentga02.html
2019-20,21,POR,NBA,SF,61,8,1332,5.3,11.9,.444,3.0,7.2,.418,2.3,4.7,.486,1.0,1.2,.822,0.7,2.0,2.7,1.6,1.3,0.4,0.6,2.4,14.6,https://www.basketball-reference.com/players/t/trentga02.html
2018-19,23,NYK,NBA,SG,64,3,1459,5.7,12.8,.448,1.3,3.3,.394,4.4,9.5,.466,4.4,5.5,.803,0.8,4.1,4.9,2.9,0.7,0.3,2.9,2.9,17.1,https://www.basketball-reference.com/players/t/trieral01.html
2019-20,24,NYK,NBA,SG,24,1,291,6.3,13.1,.481,2.4,6.6,.358,4.0,6.6,.604,4.2,5.3,.791,0.7,2.8,3.6,3.5,0.4,0.5,2.7,3.6,19.2,https://www.basketball-reference.com/players/t/trieral01.html
2007-08,23,PHO,NBA,SF,6,0,48,6.0,16.5,.364,0.7,3.0,.250,5.2,13.5,.389,3.7,4.5,.833,3.0,3.0,6.0,0.0,0.0,0.7,0.0,1.5,16.5,https://www.basketball-reference.com/players/t/tuckeal02.html
2008-09,24,PHO,NBA,SG,30,1,282,6.6,15.4,.430,1.0,2.9,.348,5.6,12.5,.449,3.3,4.2,.788,2.4,1.5,4.0,1.5,0.6,0.1,1.8,1.8,17.6,https://www.basketball-reference.com/players/t/tuckeal02.html
2009-10,25,TOT,NBA,SF,15,0,96,6.4,14.6,.436,0.4,2.6,.143,6.0,12.0,.500,6.0,7.9,.762,2.3,1.5,3.7,1.5,0.0,0.0,1.9,2.3,19.1,https://www.basketball-reference.com/players/t/tuckeal02.html
2009-10,25,PHO,NBA,SF,11,0,71,6.6,15.2,.433,0.5,3.5,.143,6.1,11.7,.522,8.1,10.6,.762,2.5,1.0,3.5,1.5,0.0,0.0,2.0,2.5,21.8,https://www.basketball-reference.com/players/t/tuckeal02.html
2009-10,25,MIN,NBA,SF,4,0,25,5.8,13.0,.444,0.0,0.0,,5.8,13.0,.444,0.0,0.0,,1.4,2.9,4.3,1.4,0.0,0.0,1.4,1.4,11.5,https://www.basketball-reference.com/players/t/tuckeal02.html
2006-07,21,TOR,NBA,SF,17,0,83,4.8,9.5,.500,0.0,0.0,,4.8,9.5,.500,3.5,6.1,.571,4.8,5.2,10.0,1.3,0.9,0.0,2.6,5.2,13.0,https://www.basketball-reference.com/players/t/tuckepj01.html
2012-13,27,PHO,NBA,SG,79,45,1910,4.0,8.4,.473,0.4,1.3,.314,3.5,7.0,.503,1.2,1.6,.744,2.5,4.1,6.6,2.1,1.2,0.4,1.3,2.7,9.5,https://www.basketball-reference.com/players/t/tuckepj01.html
2013-14,28,PHO,NBA,SF,81,81,2490,3.8,8.9,.431,1.1,2.8,.387,2.8,6.1,.450,2.3,2.9,.776,2.3,5.3,7.6,2.0,1.6,0.3,1.5,2.9,11.0,https://www.basketball-reference.com/players/t/tuckepj01.html
2014-15,29,PHO,NBA,SF,78,63,2383,3.9,9.0,.438,1.3,3.8,.345,2.6,5.2,.506,1.6,2.2,.727,1.7,5.9,7.6,1.8,1.6,0.3,1.5,2.7,10.8,https://www.basketball-reference.com/players/t/tuckepj01.html
2015-16,30,PHO,NBA,SF,82,80,2540,3.4,8.2,.411,1.0,2.9,.330,2.4,5.3,.455,1.5,2.0,.746,2.3,4.9,7.3,2.5,1.5,0.3,1.6,2.9,9.2,https://www.basketball-reference.com/players/t/tuckepj01.html
2016-17,31,TOT,NBA,SF,81,21,2236,3.2,7.8,.413,1.1,3.2,.357,2.1,4.6,.451,1.2,1.5,.774,1.9,5.7,7.6,1.6,1.9,0.3,1.1,3.2,8.7,https://www.basketball-reference.com/players/t/tuckepj01.html
2016-17,31,PHO,NBA,SF,57,17,1627,3.3,7.8,.415,1.0,3.0,.338,2.2,4.8,.463,1.3,1.7,.792,2.1,5.5,7.6,1.6,1.9,0.3,1.2,3.2,8.9,https://www.basketball-reference.com/players/t/tuckepj01.html
2016-17,31,TOR,NBA,SF,24,4,609,3.1,7.6,.406,1.4,3.5,.400,1.7,4.0,.412,0.7,0.9,.688,1.4,6.3,7.6,1.5,1.8,0.3,0.8,3.1,8.2,https://www.basketball-reference.com/players/t/tuckepj01.html
2017-18,32,HOU,NBA,PF,82,34,2281,2.7,7.0,.390,1.8,4.9,.371,0.9,2.1,.435,0.7,0.9,.717,1.5,5.7,7.2,1.2,1.2,0.4,1.2,3.2,7.9,https://www.basketball-reference.com/players/t/tuckepj01.html
2018-19,33,HOU,NBA,PF,82,82,2802,2.7,6.7,.396,1.9,5.0,.377,0.8,1.7,.449,0.5,0.8,.695,1.6,4.6,6.2,1.2,1.7,0.5,0.8,3.2,7.7,https://www.basketball-reference.com/players/t/tuckepj01.html
2019-20,34,HOU,NBA,PF,72,72,2467,2.6,6.2,.415,1.6,4.4,.358,1.0,1.9,.551,0.6,0.7,.813,1.6,5.3,6.9,1.7,1.1,0.5,1.1,3.3,7.3,https://www.basketball-reference.com/players/t/tuckepj01.html
2019-20,22,UTA,NBA,SG,20,0,161,4.5,9.6,.465,0.7,3.8,.176,3.8,5.8,.654,4.2,5.1,.826,0.7,3.8,4.5,1.1,0.2,0.2,1.8,2.2,13.9,https://www.basketball-reference.com/players/t/tuckera01.html
2005-06,23,LAL,NBA,C,23,1,161,3.4,6.7,.500,0.0,0.0,,3.4,6.7,.500,3.4,6.0,.556,2.5,5.8,8.3,1.8,0.7,2.2,1.6,6.7,10.1,https://www.basketball-reference.com/players/t/turiaro01.html
2006-07,24,LAL,NBA,C,72,1,1087,4.9,8.9,.549,0.0,0.0,.000,4.9,8.8,.551,2.9,4.4,.664,2.9,5.7,8.6,2.1,0.6,2.6,1.7,6.7,12.7,https://www.basketball-reference.com/players/t/turiaro01.html
2007-08,25,LAL,NBA,C,78,21,1458,4.6,9.8,.474,0.0,0.0,.000,4.6,9.8,.475,3.5,4.6,.753,2.3,5.2,7.6,3.2,0.7,2.7,1.8,4.9,12.7,https://www.basketball-reference.com/players/t/turiaro01.html
2008-09,26,GSW,NBA,C,79,26,1696,3.9,7.8,.508,0.0,0.1,.000,3.9,7.7,.512,2.1,2.6,.790,1.9,5.8,7.6,3.5,0.7,3.6,1.5,5.2,10.0,https://www.basketball-reference.com/players/t/turiaro01.html
2009-10,27,GSW,NBA,C,42,20,872,3.5,6.0,.582,0.0,0.0,.000,3.5,6.0,.586,1.5,3.2,.474,2.2,5.7,7.9,3.7,0.9,2.2,2.0,4.0,8.5,https://www.basketball-reference.com/players/t/turiaro01.html
2010-11,28,NYK,NBA,C,64,21,1141,3.2,5.1,.632,0.0,0.0,,3.2,5.1,.632,1.9,3.1,.622,2.0,4.5,6.5,2.9,1.1,2.3,1.3,5.0,8.4,https://www.basketball-reference.com/players/t/turiaro01.html
2011-12,29,TOT,NBA,C,17,5,279,2.5,4.3,.576,0.0,0.1,.000,2.5,4.1,.594,1.7,2.8,.591,2.6,6.5,9.0,1.3,1.8,2.2,1.8,5.0,6.6,https://www.basketball-reference.com/players/t/turiaro01.html
2011-12,29,WAS,NBA,C,4,0,58,1.9,1.9,1.000,0.0,0.0,,1.9,1.9,1.000,0.0,0.0,,0.6,6.8,7.4,3.1,3.7,1.9,3.7,4.3,3.7,https://www.basketball-reference.com/players/t/turiaro01.html
2011-12,29,MIA,NBA,C,13,5,221,2.6,4.9,.533,0.0,0.2,.000,2.6,4.7,.552,2.1,3.6,.591,3.1,6.4,9.4,0.8,1.3,2.3,1.3,5.2,7.3,https://www.basketball-reference.com/players/t/turiaro01.html
2012-13,30,LAC,NBA,C,65,0,701,2.5,5.0,.505,0.0,0.0,,2.5,5.0,.505,1.2,3.2,.365,2.3,5.5,7.8,1.8,1.0,1.8,1.5,4.1,6.2,https://www.basketball-reference.com/players/t/turiaro01.html
2013-14,31,MIN,NBA,C,31,10,606,3.8,6.4,.598,0.0,0.0,,3.8,6.4,.598,1.2,3.0,.420,3.3,7.1,10.3,1.4,0.5,3.0,1.4,3.9,8.9,https://www.basketball-reference.com/players/t/turiaro01.html
2014-15,32,MIN,NBA,C,2,0,19,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.9,1.9,3.8,0.0,0.0,0.0,0.0,0.0,https://www.basketball-reference.com/players/t/turiaro01.html
2010-11,22,PHI,NBA,SG,78,14,1797,4.5,10.6,.425,0.3,0.9,.318,4.2,9.7,.435,2.0,2.5,.808,0.8,5.3,6.1,3.2,1.0,0.3,1.6,2.8,11.3,https://www.basketball-reference.com/players/t/turneev01.html
2011-12,23,PHI,NBA,SF,65,20,1713,5.5,12.4,.446,0.2,1.0,.224,5.3,11.4,.466,1.5,2.3,.676,0.6,7.3,7.9,3.8,0.8,0.4,2.2,2.5,12.8,https://www.basketball-reference.com/players/t/turneev01.html
2012-13,24,PHI,NBA,SF,82,82,2892,5.5,13.1,.419,0.7,2.0,.365,4.8,11.1,.428,1.9,2.6,.740,0.7,5.7,6.4,4.4,0.9,0.2,2.3,2.5,13.6,https://www.basketball-reference.com/players/t/turneev01.html
2013-14,25,TOT,NBA,SF,81,56,2457,6.4,15.0,.425,0.7,2.3,.321,5.6,12.7,.444,3.1,3.8,.813,0.9,5.1,6.0,3.8,1.0,0.1,2.8,2.9,16.6,https://www.basketball-reference.com/players/t/turneev01.html
2013-14,25,PHI,NBA,SF,54,54,1886,6.8,15.9,.428,0.7,2.5,.288,6.1,13.3,.455,3.6,4.4,.829,1.0,5.2,6.1,3.8,1.1,0.1,3.0,2.8,17.9,https://www.basketball-reference.com/players/t/turneev01.html
2013-14,25,IND,NBA,SF,27,2,571,4.9,12.0,.411,0.8,1.5,.500,4.2,10.5,.398,1.5,2.1,.706,0.8,4.7,5.4,4.0,0.7,0.1,2.1,3.0,12.1,https://www.basketball-reference.com/players/t/turneev01.html
2014-15,26,BOS,NBA,SG,82,57,2260,5.1,11.9,.429,0.5,1.9,.277,4.6,10.0,.458,1.7,2.2,.752,0.6,6.0,6.6,7.2,1.3,0.3,3.2,2.9,12.4,https://www.basketball-reference.com/players/t/turneev01.html
2015-16,27,BOS,NBA,SG,81,12,2271,5.4,11.9,.456,0.3,1.3,.241,5.1,10.6,.482,2.3,2.8,.827,0.8,5.5,6.3,5.7,1.3,0.4,2.7,2.2,13.5,https://www.basketball-reference.com/players/t/turneev01.html
2016-17,28,POR,NBA,SF,65,12,1658,5.1,12.0,.426,0.7,2.6,.263,4.4,9.4,.470,1.8,2.2,.825,0.8,4.6,5.4,4.5,1.2,0.5,2.2,2.6,12.7,https://www.basketball-reference.com/players/t/turneev01.html
2017-18,29,POR,NBA,SF,79,40,2034,4.6,10.2,.447,0.7,2.3,.318,3.8,7.9,.485,1.6,1.9,.850,0.5,3.8,4.3,3.1,0.8,0.5,1.8,2.9,11.5,https://www.basketball-reference.com/players/t/turneev01.html
2018-19,30,POR,NBA,PG,73,2,1605,4.6,9.9,.460,0.2,1.2,.212,4.3,8.8,.494,1.7,2.4,.708,0.8,6.5,7.4,6.3,0.7,0.4,2.6,2.5,11.1,https://www.basketball-reference.com/players/t/turneev01.html
2019-20,31,ATL,NBA,SG,19,0,251,3.6,9.6,.373,0.0,0.7,.000,3.6,8.9,.403,1.7,2.0,.857,1.1,4.3,5.5,5.5,1.3,1.1,3.7,2.9,8.9,https://www.basketball-reference.com/players/t/turneev01.html
2015-16,19,IND,NBA,C,60,30,1367,7.0,14.0,.498,0.1,0.4,.214,6.9,13.6,.506,2.3,3.2,.727,1.8,7.0,8.7,1.1,0.7,2.3,1.8,4.2,16.3,https://www.basketball-reference.com/players/t/turnemy01.html
2016-17,20,IND,NBA,C,81,81,2541,6.3,12.3,.511,0.6,1.6,.348,5.7,10.7,.536,3.5,4.3,.809,2.0,6.4,8.3,1.5,1.0,2.4,1.5,3.7,16.6,https://www.basketball-reference.com/players/t/turnemy01.html
2017-18,21,IND,NBA,C,65,62,1836,6.0,12.5,.479,1.1,3.1,.357,4.9,9.5,.519,3.1,4.0,.777,1.8,6.4,8.2,1.7,0.7,2.3,1.9,3.6,16.2,https://www.basketball-reference.com/players/t/turnemy01.html
2018-19,22,IND,NBA,C,74,74,2119,6.5,13.3,.487,1.3,3.3,.388,5.2,9.9,.521,2.5,3.4,.736,1.7,7.3,9.0,2.0,1.0,3.4,1.7,3.3,16.7,https://www.basketball-reference.com/players/t/turnemy01.html
2019-20,23,IND,NBA,C,62,62,1826,5.3,11.6,.457,1.7,4.9,.344,3.6,6.6,.540,2.5,3.3,.751,1.7,6.3,8.0,1.4,0.9,2.6,1.7,3.3,14.8,https://www.basketball-reference.com/players/t/turnemy01.html
2011-12,20,GSW,NBA,C,42,23,568,5.6,13.2,.421,0.0,0.1,.000,5.6,13.2,.423,1.8,3.3,.558,3.4,5.5,8.9,1.0,1.0,1.3,2.3,5.3,13.0,https://www.basketball-reference.com/players/t/tylerje01.html
2012-13,21,TOT,NBA,C,21,0,68,4.8,12.7,.375,0.0,0.0,,4.8,12.7,.375,2.1,3.2,.667,3.2,7.4,10.6,0.5,0.5,1.1,3.2,5.3,11.6,https://www.basketball-reference.com/players/t/tylerje01.html
2012-13,21,GSW,NBA,C,20,0,63,5.1,13.7,.375,0.0,0.0,,5.1,13.7,.375,2.3,3.4,.667,3.4,6.3,9.7,0.6,0.6,1.1,3.4,5.7,12.6,https://www.basketball-reference.com/players/t/tylerje01.html
2012-13,21,ATL,NBA,C,1,0,5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,21.6,21.6,0.0,0.0,0.0,0.0,0.0,0.0,https://www.basketball-reference.com/players/t/tylerje01.html
2013-14,22,NYK,NBA,C,41,0,398,5.4,10.5,.517,0.0,0.0,,5.4,10.5,.517,2.4,4.3,.542,3.4,6.4,9.9,0.7,0.5,1.8,2.4,6.3,13.2,https://www.basketball-reference.com/players/t/tylerje01.html
2011-12,25,WAS,NBA,SF,4,0,52,3.5,12.5,.278,0.7,3.5,.200,2.8,9.0,.308,2.1,2.1,1.000,1.4,5.5,6.9,0.7,0.7,0.7,0.7,0.7,9.7,https://www.basketball-reference.com/players/u/ubileed01.html
2010-11,23,GSW,NBA,C,58,18,1030,3.4,7.8,.437,0.0,0.0,,3.4,7.8,.437,1.5,2.2,.656,2.8,3.5,6.3,1.4,0.8,3.0,1.7,5.0,8.2,https://www.basketball-reference.com/players/u/udohek01.html
2011-12,24,TOT,NBA,C,61,11,1290,3.5,8.2,.431,0.0,0.1,.000,3.5,8.2,.433,2.4,3.2,.754,2.8,4.3,7.1,1.6,1.1,2.8,1.5,4.9,9.5,https://www.basketball-reference.com/players/u/udohek01.html
2011-12,24,GSW,NBA,C,38,6,827,3.6,8.1,.443,0.0,0.0,,3.6,8.1,.443,2.0,2.8,.719,2.5,3.9,6.4,1.3,1.1,2.8,1.5,5.0,9.1,https://www.basketball-reference.com/players/u/udohek01.html
2011-12,24,MIL,NBA,C,23,5,463,3.5,8.6,.409,0.0,0.2,.000,3.5,8.4,.417,3.1,3.9,.800,3.3,5.1,8.3,2.0,1.2,2.9,1.4,4.6,10.1,https://www.basketball-reference.com/players/u/udohek01.html
2012-13,25,MIL,NBA,C,76,9,1312,3.2,7.4,.435,0.0,0.0,.000,3.2,7.4,.437,2.4,3.3,.748,3.1,3.8,6.9,1.2,1.1,2.3,1.2,3.8,8.9,https://www.basketball-reference.com/players/u/udohek01.html
2013-14,26,MIL,NBA,PF,42,14,804,2.6,6.4,.399,0.0,0.0,,2.6,6.4,.399,1.3,2.1,.638,2.7,3.9,6.6,1.4,0.7,2.0,1.7,4.3,6.4,https://www.basketball-reference.com/players/u/udohek01.html
2014-15,27,LAC,NBA,PF,33,0,128,3.1,6.8,.458,0.0,0.0,,3.1,6.8,.458,2.0,2.5,.778,2.0,5.3,7.3,2.3,2.3,2.0,2.0,5.6,8.2,https://www.basketball-reference.com/players/u/udohek01.html
2017-18,30,UTA,NBA,C,63,3,810,2.7,5.3,.500,0.0,0.0,.000,2.7,5.3,.504,1.9,2.5,.750,3.0,3.6,6.7,2.4,1.9,3.3,0.9,4.7,7.2,https://www.basketball-reference.com/players/u/udohek01.html
2018-19,31,UTA,NBA,C,51,1,320,5.6,8.1,.694,0.0,0.0,,5.6,8.1,.694,2.1,3.4,.633,3.0,7.1,10.1,3.2,1.1,3.5,1.5,4.1,13.4,https://www.basketball-reference.com/players/u/udohek01.html
2003-04,26,LAL,NBA,SF,4,0,28,3.9,11.6,.333,0.0,1.3,.000,3.9,10.3,.375,2.6,5.1,.500,1.3,5.1,6.4,2.6,2.6,1.3,3.9,3.9,10.3,https://www.basketball-reference.com/players/u/udokaim01.html
2005-06,28,NYK,NBA,SF,8,0,114,2.8,7.6,.375,0.3,0.9,.333,2.5,6.6,.381,0.9,1.9,.500,0.9,4.4,5.4,1.9,0.3,0.0,0.6,2.5,6.9,https://www.basketball-reference.com/players/u/udokaim01.html
2006-07,29,POR,NBA,SF,75,75,2144,4.0,8.6,.461,1.5,3.7,.406,2.5,5.0,.502,1.1,1.5,.742,1.6,3.1,4.7,1.9,1.2,0.3,1.2,3.5,10.6,https://www.basketball-reference.com/players/u/udokaim01.html
2007-08,30,SAS,NBA,PF,73,0,1316,4.3,10.3,.424,1.7,4.5,.370,2.7,5.7,.467,1.2,1.6,.759,1.0,5.3,6.2,1.7,1.5,0.5,1.6,3.5,11.6,https://www.basketball-reference.com/players/u/udokaim01.html
2008-09,31,SAS,NBA,SF,67,3,1035,3.8,10.0,.383,1.4,4.3,.328,2.4,5.6,.426,1.0,1.6,.609,1.0,5.5,6.5,1.9,1.3,0.4,1.3,3.0,10.1,https://www.basketball-reference.com/players/u/udokaim01.html
2009-10,32,SAC,NBA,SG,69,2,944,3.5,9.2,.378,1.0,3.5,.286,2.5,5.7,.433,1.6,2.2,.737,1.9,5.3,7.3,2.2,1.3,0.2,1.6,3.2,9.5,https://www.basketball-reference.com/players/u/udokaim01.html
2010-11,33,SAS,NBA,SF,20,0,130,1.4,5.8,.238,0.0,2.2,.000,1.4,3.6,.385,1.1,2.2,.500,1.4,3.9,5.3,3.6,2.2,0.3,1.4,3.9,3.9,https://www.basketball-reference.com/players/u/udokaim01.html
2004-05,22,SAS,NBA,PG,80,2,1149,5.4,12.2,.444,1.8,4.4,.408,3.6,7.8,.464,2.1,2.8,.753,0.5,2.1,2.6,4.7,1.3,0.3,2.4,3.0,14.8,https://www.basketball-reference.com/players/u/udrihbe01.html
