Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player_link
2013-14,29,HOU,NBA,PG,43,0,716,5.2,13.2,.395,2.7,6.6,.409,2.5,6.6,.382,1.9,2.2,.841,1.2,2.0,3.1,4.2,1.3,0.3,2.6,3.8,15.0,https://www.basketball-reference.com/players/b/brookaa01.html
2013-14,29,DEN,NBA,PG,29,12,841,5.5,13.6,.406,1.8,5.0,.362,3.7,8.6,.431,2.0,2.2,.902,0.9,2.5,3.3,6.4,1.2,0.3,2.8,3.0,14.8,https://www.basketball-reference.com/players/b/brookaa01.html
2014-15,30,CHI,NBA,PG,82,21,1885,6.6,15.6,.421,2.3,6.0,.387,4.3,9.6,.442,2.8,3.3,.833,0.6,2.6,3.2,5.0,1.0,0.3,3.0,3.6,18.2,https://www.basketball-reference.com/players/b/brookaa01.html
2015-16,31,CHI,NBA,PG,69,0,1108,6.1,15.2,.401,2.1,6.0,.357,4.0,9.2,.430,1.6,2.1,.766,0.7,2.6,3.3,5.8,1.0,0.3,2.7,4.3,16.0,https://www.basketball-reference.com/players/b/brookaa01.html
2016-17,32,IND,NBA,PG,65,0,894,4.9,12.1,.403,1.9,5.2,.375,2.9,6.9,.424,1.3,1.6,.800,0.7,2.1,2.8,5.0,1.0,0.4,2.7,3.7,13.0,https://www.basketball-reference.com/players/b/brookaa01.html
2017-18,33,MIN,NBA,PG,32,1,189,5.3,13.1,.406,2.1,5.9,.355,3.2,7.2,.447,1.5,2.1,.727,1.3,1.9,3.2,3.8,1.1,0.0,2.1,5.3,14.3,https://www.basketball-reference.com/players/b/brookaa01.html
2017-18,22,MEM,NBA,SF,82,74,2350,5.2,11.8,.440,1.4,4.0,.356,3.8,7.8,.484,1.9,2.5,.747,0.8,3.2,3.9,2.1,1.1,0.3,1.9,3.6,13.8,https://www.basketball-reference.com/players/b/brookdi01.html
2018-19,23,MEM,NBA,SF,18,0,330,5.3,13.3,.402,1.6,4.4,.375,3.7,8.9,.415,2.4,3.3,.733,1.0,2.4,3.4,1.7,1.1,0.4,2.1,5.5,14.7,https://www.basketball-reference.com/players/b/brookdi01.html
2019-20,24,MEM,NBA,SG,73,73,2112,7.4,18.2,.407,2.5,7.0,.358,4.9,11.2,.438,2.8,3.5,.808,1.2,3.0,4.1,2.6,1.1,0.5,2.1,4.7,20.1,https://www.basketball-reference.com/players/b/brookdi01.html
2011-12,23,NJN,NBA,SG,56,47,1648,6.0,14.0,.428,1.0,3.3,.313,5.0,10.7,.463,2.5,3.2,.764,1.5,2.8,4.4,2.9,1.1,0.3,2.6,2.5,15.5,https://www.basketball-reference.com/players/b/brookma01.html
2012-13,24,BRK,NBA,SG,73,2,912,6.1,13.2,.463,0.6,2.2,.273,5.5,11.1,.500,2.7,3.7,.734,1.3,2.8,4.1,3.0,1.3,0.6,2.7,3.7,15.6,https://www.basketball-reference.com/players/b/brookma01.html
2013-14,25,TOT,NBA,SG,35,0,316,6.5,14.2,.456,1.5,2.8,.520,5.0,11.4,.440,3.6,5.0,.727,1.1,5.0,6.2,2.8,1.6,0.5,2.7,2.4,18.1,https://www.basketball-reference.com/players/b/brookma01.html
2013-14,25,BOS,NBA,SG,10,0,73,4.4,11.8,.375,1.0,2.0,.500,3.5,9.9,.350,5.4,6.9,.786,0.5,8.9,9.4,2.0,0.5,0.5,3.5,2.5,15.3,https://www.basketball-reference.com/players/b/brookma01.html
2013-14,25,GSW,NBA,SG,7,0,15,12.0,31.2,.385,0.0,4.8,.000,12.0,26.4,.455,7.2,9.6,.750,2.4,9.6,12.0,0.0,2.4,0.0,0.0,0.0,31.2,https://www.basketball-reference.com/players/b/brookma01.html
2013-14,25,LAL,NBA,SG,18,0,228,6.8,13.9,.489,1.7,3.0,.579,5.1,10.9,.464,2.8,4.1,.692,1.3,3.5,4.7,3.3,1.9,0.5,2.7,2.5,18.2,https://www.basketball-reference.com/players/b/brookma01.html
2017-18,29,MEM,NBA,SG,7,1,193,9.5,19.0,.500,3.5,6.0,.594,6.0,13.1,.457,3.7,4.3,.870,1.5,2.4,3.9,4.7,2.1,0.6,3.0,1.1,26.3,https://www.basketball-reference.com/players/b/brookma01.html
2018-19,30,MEM,NBA,SG,29,0,387,7.1,15.7,.450,1.4,5.0,.278,5.7,10.7,.530,2.1,3.1,.697,1.1,3.1,4.2,2.3,0.8,0.4,2.0,3.1,17.7,https://www.basketball-reference.com/players/b/brookma01.html
2006-07,25,SEA,NBA,PF,38,0,271,5.6,9.8,.568,0.0,0.1,.000,5.6,9.7,.575,1.2,2.0,.600,3.5,6.4,9.8,0.3,0.8,0.5,3.9,3.5,12.4,https://www.basketball-reference.com/players/b/brownan01.html
2007-08,26,MEM,NBA,PF,33,1,286,4.9,9.8,.500,0.0,0.0,,4.9,9.8,.500,2.8,6.2,.449,4.7,6.9,11.6,1.0,0.9,0.5,1.8,4.8,12.6,https://www.basketball-reference.com/players/b/brownan01.html
2008-09,27,CHA,NBA,PF,4,0,41,0.9,6.1,.143,0.0,0.0,,0.9,6.1,.143,1.8,1.8,1.000,6.1,4.4,10.5,0.9,0.9,0.0,4.4,7.9,3.5,https://www.basketball-reference.com/players/b/brownan01.html
2015-16,23,LAL,NBA,SF,29,11,599,2.3,7.6,.310,1.2,4.2,.286,1.1,3.4,.339,1.0,1.2,.850,0.5,3.7,4.2,1.1,0.8,0.3,0.9,2.0,6.9,https://www.basketball-reference.com/players/b/brownan02.html
2016-17,24,TOT,NBA,SF,11,0,159,4.1,11.3,.360,1.6,6.1,.259,2.5,5.2,.478,0.0,0.0,,1.8,5.7,7.5,1.8,1.1,0.2,1.4,3.4,9.7,https://www.basketball-reference.com/players/b/brownan02.html
2016-17,24,NOP,NBA,SF,9,0,143,3.5,10.3,.341,1.5,6.0,.250,2.0,4.3,.471,0.0,0.0,,1.5,5.0,6.5,1.5,1.3,0.3,1.3,3.3,8.6,https://www.basketball-reference.com/players/b/brownan02.html
2016-17,24,ORL,NBA,SF,2,0,16,9.0,20.3,.444,2.3,6.8,.333,6.8,13.5,.500,0.0,0.0,,4.5,11.3,15.8,4.5,0.0,0.0,2.3,4.5,20.3,https://www.basketball-reference.com/players/b/brownan02.html
2017-18,25,MIN,NBA,SF,1,0,4,9.0,9.0,1.000,9.0,9.0,1.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,27.0,https://www.basketball-reference.com/players/b/brownan02.html
2008-09,24,TOT,NBA,"PG,SG",68,2,931,5.5,13.9,.392,1.7,5.0,.346,3.7,8.9,.417,1.3,1.7,.791,0.5,1.5,2.0,4.5,0.8,0.1,2.4,3.7,14.0,https://www.basketball-reference.com/players/b/brownbo02.html
2008-09,24,SAC,NBA,SG,47,1,675,5.0,13.2,.381,1.7,5.0,.330,3.4,8.2,.412,1.4,1.8,.765,0.4,1.5,1.9,4.6,0.8,0.1,2.5,3.9,13.1,https://www.basketball-reference.com/players/b/brownbo02.html
2008-09,24,MIN,NBA,PG,21,1,256,6.6,15.9,.416,2.0,5.1,.389,4.6,10.8,.429,1.1,1.3,.889,0.8,1.4,2.3,4.2,0.8,0.3,2.3,3.0,16.3,https://www.basketball-reference.com/players/b/brownbo02.html
2009-10,25,TOT,NBA,PG,45,0,519,6.1,16.4,.371,1.8,6.8,.265,4.3,9.6,.446,0.9,1.0,.867,0.6,2.0,2.6,6.1,1.0,0.1,3.2,2.9,14.9,https://www.basketball-reference.com/players/b/brownbo02.html
2009-10,25,NOH,NBA,PG,22,0,328,6.6,16.7,.395,1.9,7.2,.258,4.7,9.4,.500,0.9,0.9,1.000,0.1,1.9,2.0,5.0,1.0,0.1,2.6,3.1,15.9,https://www.basketball-reference.com/players/b/brownbo02.html
2009-10,25,LAC,NBA,PG,23,0,191,5.3,16.0,.329,1.7,6.0,.281,3.6,10.0,.358,0.9,1.3,.714,1.5,2.3,3.8,7.9,1.1,0.0,4.1,2.6,13.2,https://www.basketball-reference.com/players/b/brownbo02.html
2016-17,32,HOU,NBA,PG,25,0,123,6.7,17.6,.383,4.1,10.2,.400,2.6,7.3,.360,0.6,0.6,1.000,0.0,1.8,1.8,4.1,0.3,0.0,1.5,1.5,18.1,https://www.basketball-reference.com/players/b/brownbo02.html
2017-18,33,HOU,NBA,PG,20,0,115,5.9,18.2,.328,3.4,12.5,.275,2.5,5.6,.444,0.3,0.6,.500,0.0,2.2,2.2,3.4,1.3,0.0,2.8,1.9,15.7,https://www.basketball-reference.com/players/b/brownbo02.html
2018-19,22,DET,NBA,SG,74,56,1449,3.1,7.8,.398,0.6,2.3,.258,2.5,5.5,.457,1.1,1.5,.750,1.2,3.4,4.6,2.3,1.0,0.9,1.1,4.4,7.9,https://www.basketball-reference.com/players/b/brownbr01.html
2019-20,23,DET,NBA,PG,58,43,1634,4.4,9.8,.443,0.7,2.1,.344,3.6,7.7,.470,1.9,2.6,.739,1.3,4.7,6.0,5.1,1.4,0.6,2.2,3.6,11.4,https://www.basketball-reference.com/players/b/brownbr01.html
2019-20,22,ATL,NBA,SG,10,0,40,5.4,17.1,.316,2.7,8.1,.333,2.7,9.0,.300,4.5,4.5,1.000,1.8,1.8,3.6,1.8,1.8,1.8,2.7,2.7,18.0,https://www.basketball-reference.com/players/b/brownch02.html
2006-07,22,UTA,NBA,PG,49,0,450,2.6,7.8,.327,0.5,2.2,.214,2.1,5.6,.371,1.9,3.0,.649,0.6,2.6,3.2,6.6,1.8,0.6,2.5,4.1,7.5,https://www.basketball-reference.com/players/b/brownde03.html
2008-09,24,TOT,NBA,PG,19,11,261,2.5,6.8,.367,1.0,3.3,.292,1.5,3.4,.440,0.4,0.7,.600,1.0,3.0,4.0,5.0,1.4,0.0,2.3,3.9,6.3,https://www.basketball-reference.com/players/b/brownde03.html
2008-09,24,WAS,NBA,PG,17,11,233,2.6,6.8,.386,0.9,3.1,.300,1.7,3.7,.458,0.2,0.5,.333,1.1,3.2,4.3,5.1,1.5,0.0,2.2,3.4,6.3,https://www.basketball-reference.com/players/b/brownde03.html
2008-09,24,PHO,NBA,PG,2,0,28,1.3,6.4,.200,1.3,5.1,.250,0.0,1.3,.000,2.6,2.6,1.000,0.0,1.3,1.3,3.9,0.0,0.0,3.9,7.7,6.4,https://www.basketball-reference.com/players/b/brownde03.html
2009-10,22,CHA,NBA,SF,57,0,535,4.6,9.9,.463,0.1,0.5,.286,4.4,9.4,.471,3.2,4.8,.667,2.1,3.2,5.2,1.3,1.4,0.7,1.3,3.6,12.5,https://www.basketball-reference.com/players/b/brownde04.html
2010-11,23,TOT,NBA,SF,49,1,576,4.6,8.2,.565,0.3,0.6,.500,4.3,7.6,.570,2.0,3.7,.533,2.6,3.6,6.2,2.1,1.2,0.6,2.2,3.7,11.6,https://www.basketball-reference.com/players/b/brownde04.html
2010-11,23,CHA,NBA,SF,41,1,488,4.6,8.3,.549,0.1,0.4,.333,4.4,7.9,.561,1.8,3.5,.532,2.4,3.8,6.2,2.1,1.2,0.6,2.1,3.5,11.1,https://www.basketball-reference.com/players/b/brownde04.html
2010-11,23,NYK,NBA,SF,8,0,88,4.9,7.4,.667,1.2,1.6,.750,3.7,5.7,.643,2.9,5.3,.538,3.7,2.5,6.1,1.6,1.6,0.8,2.9,4.5,13.9,https://www.basketball-reference.com/players/b/brownde04.html
2011-12,24,CHA,NBA,SF,65,17,1443,5.3,10.2,.518,0.1,0.6,.250,5.1,9.6,.535,2.3,3.5,.667,2.4,3.5,5.9,1.7,1.2,0.3,1.4,2.4,13.1,https://www.basketball-reference.com/players/b/brownde04.html
2014-15,22,LAL,NBA,SG,19,5,568,4.4,10.8,.412,1.5,3.9,.371,3.0,6.8,.435,4.1,5.4,.753,0.2,2.1,2.3,2.5,0.8,0.1,2.0,2.1,14.4,https://www.basketball-reference.com/players/b/brownja01.html
2016-17,20,BOS,NBA,SF,78,20,1341,5.2,11.4,.454,1.2,3.6,.341,3.9,7.7,.507,2.3,3.3,.685,1.2,4.7,5.9,1.7,0.9,0.5,1.8,3.8,13.8,https://www.basketball-reference.com/players/b/brownja02.html
2017-18,21,BOS,NBA,SG,70,70,2152,6.2,13.4,.465,2.0,5.1,.395,4.2,8.3,.507,2.5,3.9,.644,1.1,4.7,5.8,1.9,1.2,0.4,2.1,3.0,17.0,https://www.basketball-reference.com/players/b/brownja02.html
2018-19,22,BOS,NBA,SG,74,25,1913,6.9,14.9,.465,1.8,5.2,.344,5.1,9.7,.529,2.5,3.8,.658,1.2,4.7,5.9,1.9,1.3,0.6,1.9,3.5,18.1,https://www.basketball-reference.com/players/b/brownja02.html
2019-20,23,BOS,NBA,SG,57,57,1934,7.9,16.5,.481,2.4,6.3,.382,5.5,10.2,.543,3.3,4.5,.724,1.2,5.6,6.8,2.2,1.2,0.4,2.3,3.1,21.6,https://www.basketball-reference.com/players/b/brownja02.html
2013-14,23,PHI,NBA,PG,26,0,224,4.2,13.8,.302,0.5,4.8,.100,3.7,9.0,.411,1.4,2.1,.692,1.3,3.2,4.5,6.6,2.1,0.5,2.6,3.1,10.3,https://www.basketball-reference.com/players/b/brownlo01.html
2014-15,24,MIN,NBA,PG,29,7,549,3.4,8.0,.426,0.4,1.8,.214,3.0,6.2,.489,0.8,1.2,.632,0.9,3.7,4.6,5.9,1.8,0.4,2.0,3.2,8.0,https://www.basketball-reference.com/players/b/brownlo01.html
2015-16,25,PHO,NBA,PG,8,0,61,4.7,14.8,.320,0.6,4.7,.125,4.1,10.0,.412,1.8,2.4,.750,0.0,4.1,4.1,6.5,1.8,0.6,5.3,2.4,11.8,https://www.basketball-reference.com/players/b/brownlo01.html
2017-18,27,TOR,NBA,PG,14,0,139,3.6,8.8,.412,0.5,3.1,.167,3.1,5.7,.545,0.5,0.5,1.000,0.3,3.6,3.9,3.4,1.3,0.0,0.8,1.8,8.3,https://www.basketball-reference.com/players/b/brownlo01.html
2018-19,28,TOR,NBA,PG,26,0,212,3.9,12.1,.324,1.0,4.8,.214,2.9,7.3,.395,0.5,0.5,1.000,0.8,4.4,5.3,4.8,2.0,0.8,2.7,3.7,9.3,https://www.basketball-reference.com/players/b/brownlo01.html
2014-15,23,BRK,NBA,SG,47,29,781,3.5,9.7,.362,0.8,3.0,.266,2.7,6.7,.404,2.2,2.6,.825,0.7,4.2,4.9,1.8,1.4,0.6,1.2,2.6,10.0,https://www.basketball-reference.com/players/b/brownma02.html
2015-16,24,BRK,NBA,SG,62,6,982,4.7,11.8,.394,1.4,4.4,.314,3.3,7.4,.443,2.6,3.4,.755,0.8,3.6,4.5,3.3,1.4,0.5,2.0,3.4,13.3,https://www.basketball-reference.com/players/b/brownma02.html
2017-18,26,HOU,NBA,SG,4,0,31,2.3,8.1,.286,1.2,5.8,.200,1.2,2.3,.500,0.0,0.0,,1.2,4.6,5.8,2.3,0.0,0.0,2.3,7.0,5.8,https://www.basketball-reference.com/players/b/brownma02.html
2019-20,20,POR,NBA,C,9,0,33,4.4,10.9,.400,0.0,0.0,,4.4,10.9,.400,3.3,8.7,.375,3.3,12.0,15.3,1.1,1.1,1.1,3.3,7.6,12.0,https://www.basketball-reference.com/players/b/brownmo01.html
2017-18,22,MIL,NBA,SG,54,4,776,3.8,9.5,.400,1.5,4.2,.352,2.3,5.3,.439,1.0,1.1,.875,1.3,5.4,6.6,1.2,1.4,0.6,1.2,3.7,10.1,https://www.basketball-reference.com/players/b/brownst02.html
2018-19,23,MIL,NBA,SG,58,7,1034,5.0,10.9,.465,1.8,5.1,.361,3.2,5.7,.558,1.0,1.5,.690,1.0,5.4,6.4,2.9,0.9,0.3,1.6,3.1,13.0,https://www.basketball-reference.com/players/b/brownst02.html
2019-20,24,MIL,NBA,SF,52,1,767,4.5,12.0,.371,2.1,6.4,.324,2.4,5.6,.425,1.5,1.9,.800,1.5,7.1,8.6,2.4,1.4,0.3,2.0,2.5,12.5,https://www.basketball-reference.com/players/b/brownst02.html
2018-19,19,WAS,NBA,SF,52,10,730,4.8,11.5,.415,1.1,3.4,.319,3.7,8.1,.455,1.6,2.3,.681,1.7,5.4,7.2,3.9,1.0,0.2,1.5,2.8,12.2,https://www.basketball-reference.com/players/b/browntr01.html
2019-20,20,WAS,NBA,SF,69,22,1782,5.5,12.6,.439,1.2,3.6,.341,4.3,8.9,.479,2.2,2.8,.784,1.5,6.2,7.7,3.6,1.7,0.1,1.6,2.7,14.5,https://www.basketball-reference.com/players/b/browntr01.html
2018-19,22,DAL,NBA,PG,73,38,1591,6.0,12.8,.467,1.4,4.1,.348,4.5,8.7,.523,2.0,2.7,.725,0.6,3.3,3.8,5.2,0.8,0.1,2.0,2.9,15.3,https://www.basketball-reference.com/players/b/brunsja01.html
2019-20,23,DAL,NBA,PG,57,16,1022,6.4,13.7,.466,1.5,4.2,.358,4.9,9.4,.515,2.1,2.6,.813,0.8,3.9,4.7,6.6,0.8,0.1,2.3,2.6,16.4,https://www.basketball-reference.com/players/b/brunsja01.html
2016-17,23,DAL,NBA,SG,54,2,521,3.6,9.7,.369,2.0,6.6,.305,1.6,3.2,.500,1.2,1.5,.773,1.8,4.8,6.6,3.2,1.2,0.6,1.8,3.0,10.4,https://www.basketball-reference.com/players/b/brussni01.html
2017-18,24,ATL,NBA,SF,4,0,10,0.0,7.2,.000,0.0,7.2,.000,0.0,0.0,,0.0,0.0,,0.0,10.8,10.8,0.0,0.0,0.0,0.0,0.0,0.0,https://www.basketball-reference.com/players/b/brussni01.html
2017-18,20,LAL,NBA,C,15,0,72,4.0,10.5,.381,0.5,5.0,.100,3.5,5.5,.636,2.5,4.5,.556,1.5,7.0,8.5,3.0,0.5,1.0,1.0,3.0,11.0,https://www.basketball-reference.com/players/b/bryanth01.html
2018-19,21,WAS,NBA,C,72,53,1496,7.4,12.1,.616,0.8,2.4,.333,6.6,9.7,.685,2.6,3.3,.781,2.7,8.2,10.9,2.2,0.6,1.6,1.4,3.0,18.2,https://www.basketball-reference.com/players/b/bryanth01.html
2019-20,22,WAS,NBA,C,46,36,1147,7.6,13.1,.581,1.2,2.9,.407,6.5,10.3,.630,2.7,3.6,.741,3.1,7.3,10.4,2.6,0.8,1.5,1.7,3.2,19.1,https://www.basketball-reference.com/players/b/bryanth01.html
2009-10,21,HOU,NBA,SF,74,4,1488,6.0,13.7,.441,2.2,6.0,.369,3.8,7.6,.497,1.6,2.1,.770,0.9,4.4,5.3,2.1,0.8,0.3,1.2,2.1,15.9,https://www.basketball-reference.com/players/b/budinch01.html
2010-11,22,HOU,NBA,SF,78,22,1738,5.8,13.6,.425,1.8,5.7,.325,3.9,7.9,.497,2.4,2.9,.855,1.1,4.7,5.8,2.6,0.8,0.4,1.4,2.4,15.8,https://www.basketball-reference.com/players/b/budinch01.html
2011-12,23,HOU,NBA,SF,58,9,1298,5.8,13.1,.442,2.4,6.1,.402,3.3,7.0,.476,1.5,1.9,.771,1.1,5.0,6.0,2.1,0.8,0.2,1.5,1.8,15.5,https://www.basketball-reference.com/players/b/budinch01.html
2012-13,24,MIN,NBA,SF,23,1,508,5.6,13.5,.414,1.8,5.7,.321,3.8,7.8,.482,2.3,3.0,.762,1.1,4.0,5.0,1.8,1.0,0.5,1.6,2.1,15.3,https://www.basketball-reference.com/players/b/budinch01.html
2013-14,25,MIN,NBA,SF,41,8,751,4.8,12.2,.394,2.0,5.8,.350,2.8,6.4,.433,1.5,1.9,.821,0.9,4.0,4.9,1.5,0.9,0.1,1.2,2.8,13.1,https://www.basketball-reference.com/players/b/budinch01.html
2014-15,26,MIN,NBA,SF,67,4,1286,4.7,10.9,.433,1.5,4.0,.364,3.3,6.9,.474,1.9,2.3,.827,0.9,4.6,5.5,1.8,1.2,0.3,1.4,2.0,12.8,https://www.basketball-reference.com/players/b/budinch01.html
2015-16,27,TOT,NBA,SF,66,2,929,4.0,9.3,.435,0.9,3.3,.279,3.1,5.9,.523,1.5,2.2,.696,1.7,4.1,5.8,2.5,1.2,0.4,1.7,2.4,10.5,https://www.basketball-reference.com/players/b/budinch01.html
2015-16,27,IND,NBA,SF,49,2,729,4.0,9.6,.418,1.0,3.4,.290,3.0,6.2,.488,1.7,2.4,.708,1.5,4.4,6.0,2.4,1.4,0.4,1.5,2.3,10.7,https://www.basketball-reference.com/players/b/budinch01.html
2015-16,27,PHO,NBA,SF,17,0,200,4.1,8.1,.511,0.7,3.1,.235,3.4,5.0,.679,0.9,1.4,.625,2.2,3.1,5.2,2.7,0.5,0.2,2.3,2.9,9.9,https://www.basketball-reference.com/players/b/budinch01.html
2013-14,22,LAC,NBA,SF,43,0,395,3.9,11.0,.355,2.0,6.7,.301,1.9,4.4,.438,0.6,0.8,.778,1.0,3.9,4.9,1.1,0.8,0.1,1.2,2.4,10.5,https://www.basketball-reference.com/players/b/bullore01.html
2014-15,23,TOT,NBA,SF,36,2,338,2.6,7.5,.343,1.6,4.9,.326,1.0,2.6,.375,0.6,1.0,.667,0.1,5.2,5.3,0.9,1.1,0.4,0.9,2.0,7.3,https://www.basketball-reference.com/players/b/bullore01.html
2014-15,23,LAC,NBA,SF,25,2,263,3.1,7.4,.426,2.1,5.3,.385,1.1,2.1,.533,0.5,0.7,.800,0.0,5.5,5.5,0.8,1.2,0.3,0.8,2.3,8.9,https://www.basketball-reference.com/players/b/bullore01.html
2014-15,23,PHO,NBA,SF,11,0,75,0.5,7.7,.063,0.0,3.4,.000,0.5,4.3,.111,1.0,1.9,.500,0.5,4.3,4.8,1.0,0.5,1.0,1.0,1.0,1.9,https://www.basketball-reference.com/players/b/bullore01.html
2015-16,24,DET,NBA,SF,37,0,429,3.6,8.2,.439,1.8,4.4,.415,1.8,3.8,.467,1.2,1.3,.933,1.2,4.5,5.7,2.3,0.8,0.2,0.7,2.4,10.2,https://www.basketball-reference.com/players/b/bullore01.html
2016-17,25,DET,NBA,SF,31,5,467,4.2,9.9,.422,2.2,5.6,.384,2.0,4.2,.473,0.4,0.5,.714,1.0,3.9,4.9,2.2,1.4,0.2,0.8,1.7,10.9,https://www.basketball-reference.com/players/b/bullore01.html
2017-18,26,DET,NBA,SF,62,52,1732,5.5,11.3,.489,2.6,5.8,.445,3.0,5.5,.536,0.8,1.0,.796,0.6,2.6,3.2,2.0,1.0,0.3,1.0,1.5,14.5,https://www.basketball-reference.com/players/b/bullore01.html
2018-19,27,TOT,NBA,SG,63,60,1879,4.7,11.4,.412,2.8,7.5,.377,1.9,3.9,.483,1.4,1.6,.859,0.4,2.9,3.3,2.5,0.8,0.2,1.2,2.1,13.6,https://www.basketball-reference.com/players/b/bullore01.html
2018-19,27,DET,NBA,SG,44,44,1355,4.8,11.7,.413,3.0,7.8,.388,1.8,3.9,.463,1.5,1.7,.875,0.5,2.7,3.3,2.9,0.6,0.1,1.4,2.1,14.2,https://www.basketball-reference.com/players/b/bullore01.html
2018-19,27,LAL,NBA,SG,19,16,524,4.3,10.5,.412,2.3,6.8,.343,2.0,3.7,.537,1.2,1.4,.810,0.1,3.3,3.4,1.4,1.1,0.5,0.8,2.1,12.2,https://www.basketball-reference.com/players/b/bullore01.html
2019-20,28,NYK,NBA,SG,29,19,684,4.7,11.8,.402,1.9,5.8,.333,2.8,5.9,.469,0.9,1.1,.810,0.7,2.9,3.6,2.2,1.3,0.2,1.0,2.9,12.3,https://www.basketball-reference.com/players/b/bullore01.html
2013-14,21,UTA,NBA,PG,70,68,2262,5.4,14.3,.380,1.8,5.3,.330,3.7,8.9,.410,1.6,1.8,.903,0.6,2.7,3.3,6.3,0.7,0.1,2.1,2.3,14.2,https://www.basketball-reference.com/players/b/burketr01.html
2014-15,22,UTA,NBA,PG,76,43,2288,5.8,15.8,.368,2.0,6.1,.318,3.9,9.7,.400,1.7,2.3,.752,0.5,2.7,3.2,5.2,1.0,0.2,2.0,1.9,15.3,https://www.basketball-reference.com/players/b/burketr01.html
2015-16,23,UTA,NBA,PG,64,0,1366,6.9,16.7,.413,2.3,6.7,.344,4.6,10.0,.460,1.8,2.2,.817,0.5,2.5,3.0,3.9,0.9,0.2,2.1,2.3,17.9,https://www.basketball-reference.com/players/b/burketr01.html
2016-17,24,WAS,NBA,PG,57,0,703,5.9,13.1,.455,1.6,3.6,.443,4.4,9.5,.459,1.1,1.5,.759,0.4,2.0,2.4,5.1,0.6,0.3,2.5,2.8,14.6,https://www.basketball-reference.com/players/b/burketr01.html
2017-18,25,NYK,NBA,PG,36,9,785,8.9,17.6,.503,1.7,4.8,.362,7.1,12.8,.556,1.7,2.6,.649,0.6,2.7,3.3,7.8,1.1,0.2,2.0,2.0,21.1,https://www.basketball-reference.com/players/b/burketr01.html
2018-19,26,TOT,NBA,PG,58,8,1125,7.6,17.5,.431,1.8,5.1,.352,5.8,12.4,.463,3.3,4.0,.831,0.9,2.3,3.2,5.1,1.1,0.2,1.6,1.9,20.2,https://www.basketball-reference.com/players/b/burketr01.html
2018-19,26,NYK,NBA,PG,33,7,689,7.7,18.7,.413,1.6,4.5,.349,6.2,14.2,.434,3.2,3.9,.827,0.8,2.5,3.2,4.9,1.1,0.3,1.5,1.7,20.3,https://www.basketball-reference.com/players/b/burketr01.html
2018-19,26,DAL,NBA,PG,25,1,436,7.3,15.7,.463,2.1,6.0,.356,5.1,9.7,.530,3.4,4.0,.837,1.1,2.0,3.1,5.4,1.0,0.2,1.7,2.1,20.1,https://www.basketball-reference.com/players/b/burketr01.html
2019-20,27,TOT,NBA,PG,33,1,520,6.5,14.5,.450,2.2,5.2,.427,4.3,9.3,.463,1.6,2.0,.793,1.1,2.4,3.5,5.7,1.1,0.1,1.5,2.3,16.8,https://www.basketball-reference.com/players/b/burketr01.html
2019-20,27,PHI,NBA,PG,25,0,329,6.5,13.9,.465,1.8,4.2,.421,4.7,9.7,.483,1.4,2.0,.722,1.6,2.2,3.8,5.8,0.8,0.1,1.3,2.3,16.1,https://www.basketball-reference.com/players/b/burketr01.html
2019-20,27,DAL,NBA,PG,8,1,191,6.6,15.5,.427,3.0,7.0,.432,3.6,8.5,.422,1.9,2.1,.909,0.2,2.6,2.8,5.7,1.7,0.2,1.7,2.3,18.1,https://www.basketball-reference.com/players/b/burketr01.html
2011-12,20,UTA,NBA,SG,59,0,939,5.9,13.7,.429,0.6,1.7,.333,5.3,12.0,.442,4.0,5.5,.727,2.2,2.9,5.1,2.1,1.0,0.2,2.0,3.2,16.3,https://www.basketball-reference.com/players/b/burksal01.html
2012-13,21,UTA,NBA,SG,64,0,1137,5.2,12.3,.420,1.0,2.9,.359,4.1,9.4,.439,2.9,4.1,.713,1.2,3.4,4.6,2.9,1.1,0.4,2.3,3.6,14.3,https://www.basketball-reference.com/players/b/burksal01.html
2013-14,22,UTA,NBA,SG,78,12,2193,6.2,13.6,.457,0.8,2.3,.350,5.4,11.3,.480,4.6,6.1,.748,1.0,3.3,4.2,3.5,1.1,0.2,2.4,3.1,17.9,https://www.basketball-reference.com/players/b/burksal01.html
2014-15,23,UTA,NBA,SG,27,27,899,4.8,12.0,.403,1.0,2.7,.382,3.8,9.3,.409,4.2,5.2,.822,0.8,3.8,4.6,3.3,0.7,0.2,2.1,2.6,15.0,https://www.basketball-reference.com/players/b/burksal01.html
2015-16,24,UTA,NBA,SG,31,3,797,6.2,15.1,.410,1.4,3.6,.405,4.7,11.5,.412,4.8,6.4,.752,0.7,4.2,4.9,2.8,0.8,0.2,2.3,3.2,18.6,https://www.basketball-reference.com/players/b/burksal01.html
2016-17,25,UTA,NBA,SG,42,0,653,5.5,13.7,.399,1.4,4.2,.329,4.1,9.5,.430,3.3,4.3,.769,0.9,5.7,6.6,1.7,1.0,0.3,1.9,2.8,15.6,https://www.basketball-reference.com/players/b/burksal01.html
