Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player_link
2015-16,23,LAC,NBA,SG,6,2,144,6.5,15.2,.426,1.0,4.2,.235,5.5,11.0,.500,1.5,2.3,.667,1.0,3.0,4.0,4.0,0.7,0.0,1.7,3.0,15.5,https://www.basketball-reference.com/players/r/riverau01.html
2016-17,24,LAC,NBA,SG,3,2,90,3.6,10.4,.346,1.6,5.2,.308,2.0,5.2,.385,0.8,0.8,1.000,0.4,2.8,3.2,0.8,0.4,0.4,2.0,2.4,9.6,https://www.basketball-reference.com/players/r/riverau01.html
2018-19,26,HOU,NBA,SG,10,0,215,4.5,10.4,.435,2.7,5.9,.457,1.8,4.5,.407,0.7,1.0,.667,0.3,3.2,3.5,1.7,0.8,0.2,1.3,5.2,12.4,https://www.basketball-reference.com/players/r/riverau01.html
2019-20,27,HOU,NBA,SG,12,0,211,3.2,10.4,.311,1.5,6.0,.257,1.7,4.4,.385,1.7,2.2,.769,0.3,4.8,5.1,2.7,1.2,0.2,1.4,3.8,9.7,https://www.basketball-reference.com/players/r/riverau01.html
2013-14,22,OKC,NBA,SG,2,0,9,0.0,12.0,.000,0.0,0.0,,0.0,12.0,.000,0.0,0.0,,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.basketball-reference.com/players/r/roberan03.html
2015-16,24,OKC,NBA,SG,18,18,471,3.1,6.6,.465,0.9,2.8,.324,2.1,3.7,.571,0.6,1.5,.400,1.9,5.8,7.7,1.1,1.8,1.5,0.8,3.4,7.6,https://www.basketball-reference.com/players/r/roberan03.html
2016-17,25,OKC,NBA,SF,5,5,185,4.7,9.0,.522,1.4,3.3,.412,3.3,5.6,.586,0.6,4.1,.143,3.5,2.5,6.0,1.8,2.3,3.3,1.4,2.9,11.3,https://www.basketball-reference.com/players/r/roberan03.html
2019-20,28,OKC,NBA,SF,1,0,3,0.0,12.0,.000,0.0,12.0,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,https://www.basketball-reference.com/players/r/roberan03.html
2008-09,25,CHI,NBA,PG,1,0,4,27.0,36.0,.750,18.0,18.0,1.000,9.0,18.0,.500,0.0,0.0,,9.0,0.0,9.0,0.0,18.0,0.0,9.0,0.0,72.0,https://www.basketball-reference.com/players/r/roberan02.html
2015-16,30,POR,NBA,PG,10,0,36,2.0,9.0,.222,0.0,4.0,.000,2.0,5.0,.400,4.0,6.0,.667,1.0,0.0,1.0,3.0,0.0,0.0,1.0,5.0,8.0,https://www.basketball-reference.com/players/r/roberbr01.html
2006-07,26,NJN,NBA,SF,1,0,6,0.0,6.0,.000,0.0,0.0,,0.0,6.0,.000,0.0,0.0,,0.0,6.0,6.0,12.0,6.0,0.0,6.0,12.0,0.0,https://www.basketball-reference.com/players/r/robinbe01.html
2019-20,25,MIA,NBA,SG,21,21,600,4.5,10.6,.426,3.7,9.4,.397,0.8,1.2,.650,2.0,2.3,.868,0.3,3.2,3.5,2.3,0.8,0.4,1.0,3.9,14.7,https://www.basketball-reference.com/players/r/robindu01.html
2015-16,22,IND,NBA,SF,4,0,10,10.8,14.4,.750,0.0,0.0,,10.8,14.4,.750,3.6,3.6,1.000,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,25.2,https://www.basketball-reference.com/players/r/robingl02.html
2016-17,23,IND,NBA,SF,3,0,31,7.0,7.0,1.000,2.3,2.3,1.000,4.6,4.6,1.000,1.2,2.3,.500,0.0,3.5,3.5,1.2,0.0,0.0,0.0,2.3,17.4,https://www.basketball-reference.com/players/r/robingl02.html
2017-18,24,IND,NBA,SF,2,0,6,6.0,6.0,1.000,0.0,0.0,,6.0,6.0,1.000,0.0,0.0,,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,https://www.basketball-reference.com/players/r/robingl02.html
2018-19,25,DET,NBA,SF,3,0,36,4.0,15.0,.267,1.0,8.0,.125,3.0,7.0,.429,4.0,4.0,1.000,2.0,5.0,7.0,2.0,2.0,0.0,1.0,5.0,13.0,https://www.basketball-reference.com/players/r/robingl02.html
2018-19,21,LAC,NBA,SG,5,0,46,3.9,11.0,.357,2.3,4.7,.500,1.6,6.3,.250,3.9,3.9,1.000,1.6,3.1,4.7,5.5,1.6,0.0,0.8,3.1,14.1,https://www.basketball-reference.com/players/r/robinje01.html
2009-10,25,BOS,NBA,PG,17,0,128,6.8,18.0,.375,3.1,9.3,.333,3.7,8.7,.419,3.4,4.2,.800,1.1,2.8,3.9,5.1,1.7,0.3,2.0,4.5,20.0,https://www.basketball-reference.com/players/r/robinna01.html
2010-11,26,OKC,NBA,PG,3,0,12,6.0,21.0,.286,6.0,18.0,.333,0.0,3.0,.000,6.0,6.0,1.000,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,24.0,https://www.basketball-reference.com/players/r/robinna01.html
2012-13,28,CHI,NBA,PG,12,8,404,6.3,14.5,.436,2.0,5.8,.338,4.4,8.7,.500,2.8,3.7,.756,0.5,2.3,2.9,4.7,1.1,0.2,2.9,3.4,17.4,https://www.basketball-reference.com/players/r/robinna01.html
2013-14,22,POR,NBA,PF,11,0,122,3.8,9.1,.419,0.0,0.0,,3.8,9.1,.419,1.8,2.1,.857,3.0,5.3,8.3,1.8,1.5,1.5,1.5,6.8,9.4,https://www.basketball-reference.com/players/r/robinth01.html
2008-09,22,POR,NBA,PG,5,0,27,2.7,8.0,.333,0.0,0.0,,2.7,8.0,.333,0.0,0.0,,1.3,2.7,4.0,9.3,0.0,1.3,2.7,6.7,5.3,https://www.basketball-reference.com/players/r/rodrise01.html
2007-08,21,BOS,NBA,PG,26,26,831,4.6,11.4,.407,0.2,0.9,.250,4.4,10.5,.420,2.0,2.9,.691,1.7,2.9,4.6,7.5,1.9,0.3,2.0,3.2,11.5,https://www.basketball-reference.com/players/r/rondora01.html
2008-09,22,BOS,NBA,PG,14,14,577,5.8,13.9,.417,0.4,1.5,.250,5.4,12.4,.437,2.7,4.2,.657,2.0,6.5,8.5,8.5,2.2,0.2,2.4,2.9,14.7,https://www.basketball-reference.com/players/r/rondora01.html
2009-10,23,BOS,NBA,PG,24,24,975,5.6,12.0,.463,0.3,0.9,.375,5.2,11.2,.470,2.5,4.2,.596,1.4,3.5,4.9,8.2,1.7,0.1,2.7,2.1,14.0,https://www.basketball-reference.com/players/r/rondora01.html
2010-11,24,BOS,NBA,PG,9,9,345,5.3,11.2,.477,0.0,0.3,.000,5.3,10.9,.490,2.5,4.0,.632,1.1,4.0,5.1,9.0,1.0,0.0,3.4,1.7,13.1,https://www.basketball-reference.com/players/r/rondora01.html
2011-12,25,BOS,NBA,PG,19,19,810,6.3,13.4,.468,0.4,1.3,.267,5.9,12.0,.491,1.7,2.5,.696,1.6,4.1,5.7,10.1,2.0,0.1,3.2,1.8,14.6,https://www.basketball-reference.com/players/r/rondora01.html
2014-15,28,DAL,NBA,PG,2,2,37,8.8,19.5,.450,1.0,1.9,.500,7.8,17.5,.444,0.0,0.0,,1.0,1.0,1.9,5.8,0.0,0.0,1.9,5.8,18.5,https://www.basketball-reference.com/players/r/rondora01.html
2016-17,30,CHI,NBA,PG,2,2,67,5.9,14.0,.423,0.0,3.2,.000,5.9,10.7,.550,0.5,1.1,.500,3.8,5.4,9.1,10.7,3.8,0.5,2.1,3.2,12.4,https://www.basketball-reference.com/players/r/rondora01.html
2017-18,31,NOP,NBA,PG,9,9,302,4.5,11.0,.413,1.0,2.3,.421,3.6,8.7,.411,1.1,1.7,.643,1.1,7.0,8.1,13.1,1.5,0.2,3.9,2.4,11.1,https://www.basketball-reference.com/players/r/rondora01.html
2019-20,33,LAL,NBA,PG,16,0,395,5.0,11.0,.455,1.8,4.6,.400,3.2,6.5,.493,1.2,1.7,.684,1.2,5.1,6.3,9.6,2.0,0.2,3.1,3.3,13.0,https://www.basketball-reference.com/players/r/rondora01.html
2008-09,20,CHI,NBA,PG,7,7,313,6.8,13.8,.492,0.0,0.5,.000,6.8,13.3,.509,2.3,2.9,.800,1.4,3.7,5.1,5.2,0.5,0.6,4.0,2.9,15.9,https://www.basketball-reference.com/players/r/rosede01.html
2009-10,21,CHI,NBA,PG,5,5,212,9.7,21.2,.456,0.3,1.0,.333,9.3,20.2,.462,3.1,3.7,.818,0.7,2.2,2.9,6.1,0.7,0.0,2.2,1.4,22.8,https://www.basketball-reference.com/players/r/rosede01.html
2010-11,22,CHI,NBA,PG,16,16,649,8.3,20.9,.396,1.4,5.6,.248,6.9,15.3,.451,6.2,7.4,.828,1.1,2.7,3.8,6.8,1.2,0.6,3.3,1.8,24.1,https://www.basketball-reference.com/players/r/rosede01.html
2011-12,23,CHI,NBA,PG,1,1,37,8.8,22.4,.391,2.9,5.8,.500,5.8,16.5,.353,1.9,1.9,1.000,2.9,5.8,8.8,8.8,1.0,1.0,4.9,1.0,22.4,https://www.basketball-reference.com/players/r/rosede01.html
2014-15,26,CHI,NBA,PG,12,12,454,7.4,18.6,.396,1.8,5.2,.348,5.6,13.4,.414,2.8,3.1,.897,1.0,3.6,4.6,6.2,1.1,0.5,3.0,1.7,19.3,https://www.basketball-reference.com/players/r/rosede01.html
2017-18,29,MIN,NBA,PG,5,0,119,8.8,17.2,.509,2.1,3.0,.700,6.7,14.2,.468,1.8,2.1,.857,0.3,2.4,2.7,3.9,0.6,0.0,2.4,2.7,21.5,https://www.basketball-reference.com/players/r/rosede01.html
2005-06,24,LAC,NBA,SF,12,10,294,4.8,8.9,.534,0.0,0.0,,4.8,8.9,.534,1.7,2.0,.875,1.0,2.9,3.9,1.1,0.9,1.0,1.1,4.4,11.3,https://www.basketball-reference.com/players/r/rossqu01.html
2013-14,22,TOR,NBA,SG,7,7,158,3.2,10.7,.298,0.9,5.5,.167,2.3,5.2,.435,0.7,1.1,.600,0.2,3.0,3.2,0.5,1.4,0.7,1.8,4.3,8.0,https://www.basketball-reference.com/players/r/rosste01.html
2014-15,23,TOR,NBA,SF,4,4,107,3.7,9.8,.379,2.0,6.1,.333,1.7,3.7,.455,0.0,0.0,,0.0,2.0,2.0,1.3,1.0,1.3,0.7,3.4,9.4,https://www.basketball-reference.com/players/r/rosste01.html
2015-16,24,TOR,NBA,SF,20,0,335,4.9,12.8,.387,2.3,6.9,.328,2.7,5.9,.455,1.4,2.1,.650,0.4,3.0,3.4,1.2,1.4,0.5,1.7,3.0,13.5,https://www.basketball-reference.com/players/r/rosste01.html
2018-19,27,ORL,NBA,SG,5,0,146,4.9,13.3,.370,3.0,8.6,.343,2.0,4.7,.421,3.5,4.2,.824,0.2,4.2,4.4,1.7,1.5,0.5,2.5,2.5,16.3,https://www.basketball-reference.com/players/r/rosste01.html
2019-20,28,ORL,NBA,SG,5,0,135,8.0,17.1,.469,2.7,8.0,.333,5.3,9.1,.588,3.2,3.7,.857,0.3,5.6,5.9,1.3,1.1,0.3,2.1,3.7,21.9,https://www.basketball-reference.com/players/r/rosste01.html
2008-09,24,POR,NBA,SG,6,6,238,8.5,18.5,.459,1.2,2.6,.471,7.3,15.9,.457,6.1,7.0,.870,0.9,3.5,4.4,2.6,1.2,1.1,2.0,2.3,24.2,https://www.basketball-reference.com/players/r/roybr01.html
2009-10,25,POR,NBA,SG,3,1,83,4.3,14.3,.303,0.9,5.2,.167,3.5,9.1,.381,3.0,3.9,.778,0.9,2.2,3.0,2.2,0.0,0.0,1.3,3.0,12.6,https://www.basketball-reference.com/players/r/roybr01.html
2010-11,26,POR,NBA,SG,6,0,138,5.7,11.5,.500,1.0,3.7,.286,4.7,7.8,.600,2.1,3.4,.615,0.5,2.9,3.4,4.4,0.3,0.0,1.0,3.4,14.6,https://www.basketball-reference.com/players/r/roybr01.html
2015-16,21,BOS,NBA,PG,5,0,99,3.3,8.4,.391,1.5,4.0,.364,1.8,4.4,.417,0.7,0.7,1.000,1.1,5.1,6.2,2.2,0.4,1.1,0.7,1.8,8.7,https://www.basketball-reference.com/players/r/roziete01.html
2016-17,22,BOS,NBA,PG,17,0,277,4.3,10.7,.402,1.8,4.9,.368,2.5,5.7,.432,2.1,2.6,.800,1.6,4.2,5.7,4.2,1.4,0.5,1.3,2.6,12.5,https://www.basketball-reference.com/players/r/roziete01.html
2017-18,23,BOS,NBA,PG,19,19,696,5.6,13.8,.406,2.6,7.6,.347,2.9,6.2,.479,2.4,2.9,.821,0.4,4.8,5.2,5.6,1.2,0.3,1.1,2.0,16.2,https://www.basketball-reference.com/players/r/roziete01.html
2018-19,24,BOS,NBA,PG,9,0,162,4.2,13.1,.322,1.8,7.6,.235,2.4,5.6,.440,2.7,3.6,.750,0.9,7.8,8.7,3.8,0.9,0.4,2.2,3.3,12.9,https://www.basketball-reference.com/players/r/roziete01.html
2017-18,27,UTA,NBA,PG,6,6,181,5.6,15.7,.354,2.0,6.4,.313,3.6,9.3,.383,3.6,4.6,.783,1.0,7.8,8.8,8.4,1.6,0.6,3.6,2.6,16.7,https://www.basketball-reference.com/players/r/rubiori01.html
2018-19,28,UTA,NBA,PG,5,5,168,6.0,14.1,.424,0.9,4.3,.200,5.1,9.9,.522,3.6,4.3,.850,0.6,2.8,3.4,9.2,2.6,0.2,3.2,3.0,16.5,https://www.basketball-reference.com/players/r/rubiori01.html
2010-11,25,IND,NBA,SG,5,0,55,3.9,8.5,.462,2.0,2.6,.750,2.0,5.9,.333,0.7,1.3,.500,0.0,4.6,4.6,2.0,0.7,0.7,0.7,3.3,10.5,https://www.basketball-reference.com/players/r/rushbr01.html
2014-15,29,GSW,NBA,SG,3,0,7,5.1,30.9,.167,5.1,10.3,.500,0.0,20.6,.000,0.0,0.0,,5.1,10.3,15.4,0.0,0.0,0.0,0.0,10.3,15.4,https://www.basketball-reference.com/players/r/rushbr01.html
2015-16,30,GSW,NBA,SG,14,0,110,2.9,6.5,.450,1.3,3.9,.333,1.6,2.6,.625,0.3,0.7,.500,0.0,7.5,7.5,1.0,0.7,0.7,0.7,2.9,7.5,https://www.basketball-reference.com/players/r/rushbr01.html
2018-19,22,BRK,NBA,PG,5,5,148,9.0,25.1,.359,2.9,9.0,.324,6.1,16.1,.379,2.7,3.2,.846,0.5,3.9,4.4,4.4,1.7,0.2,3.4,2.9,23.6,https://www.basketball-reference.com/players/r/russeda01.html
2016-17,20,OKC,NBA,PF,2,0,6,0.0,18.0,.000,0.0,6.0,.000,0.0,12.0,.000,24.0,24.0,1.000,0.0,12.0,12.0,0.0,6.0,6.0,0.0,24.0,24.0,https://www.basketball-reference.com/players/s/sabondo01.html
2017-18,21,IND,NBA,C,7,0,166,7.8,13.4,.581,0.2,1.5,.143,7.6,11.9,.636,3.0,3.9,.778,3.0,3.9,6.9,1.1,0.2,0.4,1.5,4.8,18.9,https://www.basketball-reference.com/players/s/sabondo01.html
2018-19,22,IND,NBA,C,4,0,96,4.5,10.9,.414,0.4,1.5,.250,4.1,9.4,.440,3.4,5.2,.643,2.6,8.2,10.9,6.0,1.1,0.4,1.9,4.5,12.7,https://www.basketball-reference.com/players/s/sabondo01.html
2012-13,23,LAL,NBA,C,2,0,4,0.0,9.0,.000,0.0,0.0,,0.0,9.0,.000,0.0,0.0,,0.0,18.0,18.0,0.0,9.0,0.0,0.0,0.0,0.0,https://www.basketball-reference.com/players/s/sacrero01.html
2019-20,26,IND,NBA,PF,4,0,50,7.2,11.5,.625,0.0,0.0,,7.2,11.5,.625,0.0,0.0,,0.7,8.6,9.4,2.9,1.4,0.0,1.4,7.2,14.4,https://www.basketball-reference.com/players/s/sampsja02.html
2012-13,24,MIL,NBA,C,4,4,113,6.1,10.5,.576,0.0,0.0,,6.1,10.5,.576,1.6,3.5,.455,3.5,7.0,10.5,1.6,1.0,1.6,3.8,5.7,13.7,https://www.basketball-reference.com/players/s/sandela01.html
2017-18,23,PHI,NBA,PF,10,10,329,6.5,15.3,.421,2.2,5.7,.385,4.3,9.6,.443,3.7,4.4,.850,3.5,4.5,8.0,3.8,1.1,0.4,1.6,3.1,18.8,https://www.basketball-reference.com/players/s/saricda01.html
2016-17,25,WAS,NBA,SG,10,0,36,3.0,6.0,.500,0.0,0.0,,3.0,6.0,.500,2.0,5.0,.400,1.0,4.0,5.0,6.0,1.0,0.0,2.0,4.0,8.0,https://www.basketball-reference.com/players/s/satorto01.html
2017-18,26,WAS,NBA,SG,6,0,60,1.2,7.8,.154,0.0,1.8,.000,1.2,6.0,.200,1.8,2.4,.750,3.0,2.4,5.4,1.8,0.0,0.0,1.8,2.4,4.2,https://www.basketball-reference.com/players/s/satorto01.html
2005-06,23,CHI,NBA,C,3,0,17,4.2,4.2,1.000,0.0,0.0,,4.2,4.2,1.000,6.4,8.5,.750,6.4,8.5,14.8,0.0,0.0,0.0,2.1,4.2,14.8,https://www.basketball-reference.com/players/s/schenlu01.html
2013-14,20,ATL,NBA,PG,2,0,7,10.3,10.3,1.000,5.1,5.1,1.000,5.1,5.1,1.000,0.0,0.0,,0.0,10.3,10.3,0.0,0.0,0.0,0.0,5.1,25.7,https://www.basketball-reference.com/players/s/schrode01.html
2014-15,21,ATL,NBA,PG,16,0,290,7.0,18.0,.386,1.0,4.2,.235,6.0,13.8,.432,3.0,3.5,.857,0.6,3.0,3.6,7.7,1.1,0.0,3.4,3.5,17.9,https://www.basketball-reference.com/players/s/schrode01.html
2015-16,22,ATL,NBA,PG,10,0,191,8.9,19.6,.452,2.3,6.6,.343,6.6,13.0,.507,2.1,2.5,.846,1.1,2.5,3.6,6.8,0.8,0.2,4.0,4.5,22.1,https://www.basketball-reference.com/players/s/schrode01.html
2016-17,23,ATL,NBA,PG,6,6,211,8.5,18.8,.455,2.9,6.8,.425,5.6,11.9,.471,5.3,6.3,.838,0.7,1.7,2.4,7.8,1.0,0.0,1.7,3.2,25.3,https://www.basketball-reference.com/players/s/schrode01.html
2018-19,25,OKC,NBA,PG,5,0,151,6.0,13.1,.455,1.4,4.8,.300,4.5,8.3,.543,3.1,4.3,.722,0.5,3.3,3.8,4.1,1.0,0.0,1.4,2.6,16.5,https://www.basketball-reference.com/players/s/schrode01.html
2019-20,26,OKC,NBA,SG,7,0,227,7.0,17.3,.404,2.1,7.1,.289,4.9,10.1,.484,3.2,4.0,.800,0.3,3.8,4.1,4.0,0.6,0.2,2.7,2.4,19.2,https://www.basketball-reference.com/players/s/schrode01.html
2007-08,27,HOU,NBA,PF,6,6,220,4.9,11.0,.448,0.0,0.2,.000,4.9,10.8,.455,3.9,5.7,.686,3.9,5.2,9.2,1.3,0.7,0.2,2.0,4.9,13.7,https://www.basketball-reference.com/players/s/scolalu01.html
2008-09,28,HOU,NBA,PF,13,13,424,6.5,13.2,.494,0.0,0.0,,6.5,13.2,.494,2.8,4.2,.673,2.4,6.9,9.3,2.0,0.6,0.3,1.9,3.8,15.9,https://www.basketball-reference.com/players/s/scolalu01.html
2013-14,33,IND,NBA,PF,18,0,243,7.1,15.6,.457,0.1,0.4,.333,7.0,15.1,.461,1.9,3.3,.591,1.6,4.6,6.2,1.3,0.9,0.4,1.0,4.3,16.3,https://www.basketball-reference.com/players/s/scolalu01.html
2015-16,35,TOR,NBA,PF,11,9,140,2.1,8.0,.258,1.0,5.4,.190,1.0,2.6,.400,2.1,2.8,.727,0.5,4.1,4.6,1.8,0.8,0.0,1.3,5.7,7.2,https://www.basketball-reference.com/players/s/scolalu01.html
2012-13,24,ATL,NBA,PF,4,0,20,9.0,18.0,.500,0.0,1.8,.000,9.0,16.2,.556,5.4,7.2,.750,1.8,10.8,12.6,1.8,0.0,0.0,0.0,3.6,23.4,https://www.basketball-reference.com/players/s/scottmi01.html
2013-14,25,ATL,NBA,PF,7,0,146,5.7,15.5,.365,2.5,7.6,.323,3.2,7.9,.406,2.5,3.5,.714,0.7,3.7,4.4,0.7,0.2,0.0,0.5,2.7,16.3,https://www.basketball-reference.com/players/s/scottmi01.html
2014-15,26,ATL,NBA,PF,11,0,172,4.4,11.5,.382,0.8,5.4,.154,3.6,6.1,.586,0.8,0.8,1.000,3.3,6.3,9.6,1.0,1.0,0.0,1.5,3.3,10.5,https://www.basketball-reference.com/players/s/scottmi01.html
2015-16,27,ATL,NBA,PF,10,0,161,5.6,8.9,.625,1.8,3.6,.500,3.8,5.4,.708,1.6,1.8,.875,1.1,6.0,7.2,1.1,0.7,0.7,1.8,4.5,14.5,https://www.basketball-reference.com/players/s/scottmi01.html
2017-18,29,WAS,NBA,PF,6,0,126,7.4,11.7,.634,2.0,3.1,.636,5.4,8.6,.633,1.7,1.7,1.000,1.7,4.3,6.0,1.1,0.6,0.3,1.4,2.9,18.6,https://www.basketball-reference.com/players/s/scottmi01.html
2018-19,30,PHI,NBA,PF,10,0,193,3.9,8.8,.447,2.2,6.3,.353,1.7,2.4,.692,0.4,0.4,1.000,0.7,5.6,6.3,0.9,0.6,0.0,1.3,4.1,10.4,https://www.basketball-reference.com/players/s/scottmi01.html
2019-20,31,PHI,NBA,PF,4,0,20,1.8,9.0,.200,0.0,3.6,.000,1.8,5.4,.333,7.2,7.2,1.000,3.6,10.8,14.4,1.8,0.0,0.0,0.0,3.6,10.8,https://www.basketball-reference.com/players/s/scottmi01.html
2006-07,22,CHI,NBA,SG,9,0,99,3.6,9.5,.385,1.1,2.9,.375,2.5,6.5,.389,2.5,4.4,.583,1.5,4.7,6.2,2.5,0.7,0.0,2.5,4.0,10.9,https://www.basketball-reference.com/players/s/sefolth01.html
2009-10,25,OKC,NBA,SG,6,6,127,2.3,7.7,.296,0.9,3.7,.231,1.4,4.0,.357,2.3,2.6,.889,0.9,4.3,5.1,2.0,1.4,1.7,0.6,4.3,7.7,https://www.basketball-reference.com/players/s/sefolth01.html
2010-11,26,OKC,NBA,SG,17,17,344,3.2,7.0,.463,0.4,2.7,.154,2.8,4.3,.659,1.4,1.4,1.000,1.3,4.3,5.5,1.3,1.7,0.5,1.6,2.5,8.3,https://www.basketball-reference.com/players/s/sefolth01.html
2011-12,27,OKC,NBA,SG,20,20,446,3.3,8.2,.402,1.3,4.0,.327,2.0,4.3,.472,0.6,0.7,.889,0.9,3.4,4.3,2.1,2.4,0.7,0.9,3.6,8.6,https://www.basketball-reference.com/players/s/sefolth01.html
2012-13,28,OKC,NBA,SG,11,11,300,2.5,7.3,.344,1.4,4.6,.316,1.1,2.8,.391,1.1,1.3,.818,1.6,4.3,5.9,2.8,1.4,0.6,1.0,3.1,7.6,https://www.basketball-reference.com/players/s/sefolth01.html
2013-14,29,OKC,NBA,SG,15,13,236,3.5,8.4,.418,0.9,3.5,.261,2.6,4.9,.531,0.6,0.8,.800,1.1,3.7,4.7,1.5,1.5,0.0,1.1,1.5,8.5,https://www.basketball-reference.com/players/s/sefolth01.html
2015-16,31,ATL,NBA,SF,10,2,203,3.9,8.2,.478,1.2,3.4,.368,2.7,4.8,.556,1.4,2.7,.533,1.4,5.9,7.3,3.0,1.8,1.1,1.8,3.0,10.5,https://www.basketball-reference.com/players/s/sefolth01.html
2016-17,32,ATL,NBA,SF,4,0,9,0.0,4.0,.000,0.0,0.0,,0.0,4.0,.000,4.0,16.0,.250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,https://www.basketball-reference.com/players/s/sefolth01.html
2018-19,34,UTA,NBA,SF,4,0,42,1.7,12.0,.143,0.9,6.9,.125,0.9,5.1,.167,0.0,0.0,,0.9,6.0,6.9,1.7,0.0,0.0,0.9,2.6,4.3,https://www.basketball-reference.com/players/s/sefolth01.html
2011-12,20,MEM,NBA,PG,1,0,0,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/s/selbyjo01.html
2016-17,22,MEM,NBA,SG,6,2,106,3.1,8.8,.346,0.7,3.7,.182,2.4,5.1,.467,1.0,1.4,.750,1.0,2.0,3.1,2.4,0.3,0.3,0.7,2.7,7.8,https://www.basketball-reference.com/players/s/seldewa01.html
2013-14,24,WAS,NBA,C,4,0,6,0.0,18.0,.000,0.0,0.0,,0.0,18.0,.000,0.0,0.0,,6.0,6.0,12.0,0.0,0.0,0.0,6.0,6.0,0.0,https://www.basketball-reference.com/players/s/serapke01.html
2014-15,25,WAS,NBA,C,6,0,72,7.5,15.5,.484,0.0,0.0,,7.5,15.5,.484,1.5,3.0,.500,1.5,8.0,9.5,1.0,1.0,0.5,2.0,5.0,16.5,https://www.basketball-reference.com/players/s/serapke01.html
2016-17,27,IND,NBA,PF,4,0,59,7.3,15.9,.462,0.0,0.0,,7.3,15.9,.462,3.1,4.3,.714,4.9,3.7,8.5,2.4,0.0,1.2,2.4,6.1,17.7,https://www.basketball-reference.com/players/s/serapke01.html
2011-12,25,LAL,NBA,PG,12,12,380,4.1,10.8,.377,0.4,2.4,.160,3.7,8.4,.438,2.5,3.3,.743,0.3,3.1,3.4,4.1,0.4,0.1,2.1,2.6,11.0,https://www.basketball-reference.com/players/s/sessira01.html
2014-15,28,WAS,NBA,PG,10,3,218,4.3,11.6,.371,1.7,4.1,.400,2.6,7.4,.356,2.1,3.1,.684,0.3,3.6,4.0,3.8,0.7,0.2,1.7,2.3,12.4,https://www.basketball-reference.com/players/s/sessira01.html
2018-19,21,LAC,NBA,SG,6,6,174,2.7,7.9,.342,2.1,6.4,.323,0.6,1.4,.429,2.1,2.1,1.000,0.2,2.3,2.5,2.1,1.2,0.0,1.4,3.1,9.5,https://www.basketball-reference.com/players/s/shamela01.html
2019-20,22,LAC,NBA,SG,13,4,243,3.6,8.7,.407,2.2,6.2,.357,1.3,2.5,.529,0.7,1.0,.714,0.0,3.3,3.3,2.5,0.9,0.4,1.9,2.7,10.1,https://www.basketball-reference.com/players/s/shamela01.html
2011-12,21,NYK,NBA,PG,1,1,19,0.0,3.8,.000,0.0,1.9,.000,0.0,1.9,.000,0.0,0.0,,0.0,1.9,1.9,0.0,1.9,0.0,1.9,3.8,0.0,https://www.basketball-reference.com/players/s/shumpim01.html
2012-13,22,NYK,NBA,SG,12,12,337,4.4,10.7,.410,1.9,4.5,.429,2.5,6.2,.397,1.3,1.5,.857,1.9,5.8,7.7,1.7,1.4,0.3,1.5,3.8,12.0,https://www.basketball-reference.com/players/s/shumpim01.html
2014-15,24,CLE,NBA,SG,20,16,695,3.1,8.5,.360,1.7,4.8,.355,1.3,3.7,.366,1.6,2.1,.750,1.2,3.9,5.1,1.2,1.3,0.8,0.7,2.6,9.4,https://www.basketball-reference.com/players/s/shumpim01.html
2015-16,25,CLE,NBA,SG,21,0,367,2.5,5.9,.417,1.3,3.3,.382,1.2,2.6,.462,0.7,1.1,.636,1.0,3.6,4.6,1.7,1.0,0.3,1.3,3.5,6.9,https://www.basketball-reference.com/players/s/shumpim01.html
2016-17,26,CLE,NBA,SG,17,0,275,3.3,7.9,.417,1.3,3.4,.385,2.0,4.5,.441,1.8,2.2,.824,0.8,5.4,6.2,2.1,1.3,0.4,0.8,4.2,9.7,https://www.basketball-reference.com/players/s/shumpim01.html
2018-19,28,HOU,NBA,SG,8,0,109,3.3,8.6,.385,2.6,7.3,.364,0.7,1.3,.500,0.3,1.3,.250,0.3,3.6,4.0,0.7,0.3,0.0,1.0,3.3,9.6,https://www.basketball-reference.com/players/s/shumpim01.html
2016-17,22,TOR,NBA,PF,2,0,10,0.0,7.2,.000,0.0,0.0,,0.0,7.2,.000,0.0,0.0,,7.2,3.6,10.8,3.6,3.6,0.0,0.0,3.6,0.0,https://www.basketball-reference.com/players/s/siakapa01.html
2017-18,23,TOR,NBA,PF,10,0,179,5.0,8.2,.610,0.6,0.8,.750,4.4,7.4,.595,2.6,4.0,.650,1.8,5.4,7.2,1.6,0.2,1.2,1.4,5.4,13.3,https://www.basketball-reference.com/players/s/siakapa01.html
