Season,Age,Tm,Lg,Pos,G,MP,PG%_Position Estimate,SG%_Position Estimate,SF%_Position Estimate,PF%_Position Estimate,C%_Position Estimate,OnCourt_+/- Per 100 Poss.,On-Off_+/- Per 100 Poss.,BadPass_Turnovers,LostBall_Turnovers,Shoot_Fouls Committed,Off._Fouls Committed,Shoot_Fouls Drawn,Off._Fouls Drawn,PGA_Misc.,And1_Misc.,Blkd_Misc.,Player_link
2015-16,30,CHO,NBA,SG,7,257,,74%,26%,,,-5.6,+20.7,2,1,6,1,7,0,21,1,3,https://www.basketball-reference.com/players/l/leeco01.html
2012-13,29,GSW,NBA,PF,6,65,,,,80%,20%,-13.0,-15.2,1,2,4,1,4,0,13,2,4,https://www.basketball-reference.com/players/l/leeda02.html
2013-14,30,GSW,NBA,PF,7,217,,,,34%,66%,+1.2,+12.8,3,7,12,5,9,0,42,1,15,https://www.basketball-reference.com/players/l/leeda02.html
2014-15,31,GSW,NBA,PF,13,107,,,,14%,86%,+14.1,+6.4,1,1,5,0,6,0,20,0,2,https://www.basketball-reference.com/players/l/leeda02.html
2015-16,32,DAL,NBA,PF,2,33,,12%,,88%,,-38.5,-21.7,0,0,3,0,0,0,2,0,0,https://www.basketball-reference.com/players/l/leeda02.html
2016-17,33,SAS,NBA,PF,15,245,,,,82%,18%,+9.2,+12.2,5,0,10,1,9,2,27,4,10,https://www.basketball-reference.com/players/l/leeda02.html
2011-12,20,SAS,NBA,SF,14,379,,3%,91%,7%,,+6.3,-1.8,4,5,8,1,9,2,20,4,9,https://www.basketball-reference.com/players/l/leonaka01.html
2012-13,21,SAS,NBA,SF,21,775,,,64%,36%,,+8.5,+4.2,4,8,12,3,25,0,50,11,7,https://www.basketball-reference.com/players/l/leonaka01.html
2013-14,22,SAS,NBA,SF,23,736,,,89%,11%,,+12.5,+7.0,7,11,27,8,33,5,87,7,6,https://www.basketball-reference.com/players/l/leonaka01.html
2014-15,23,SAS,NBA,SF,7,250,,,91%,9%,,-6.9,-29.3,7,5,9,1,11,0,44,1,6,https://www.basketball-reference.com/players/l/leonaka01.html
2015-16,24,SAS,NBA,SF,10,339,,5%,91%,4%,,+9.8,-0.6,5,5,7,4,20,2,70,4,11,https://www.basketball-reference.com/players/l/leonaka01.html
2016-17,25,SAS,NBA,SF,12,429,,,85%,15%,,+11.1,+22.2,14,5,7,3,38,0,133,8,6,https://www.basketball-reference.com/players/l/leonaka01.html
2018-19,27,TOR,NBA,SF,24,939,,2%,81%,18%,,+8.7,+15.9,21,32,20,13,89,1,240,27,29,https://www.basketball-reference.com/players/l/leonaka01.html
2019-20,28,LAC,NBA,SF,13,511,,64%,34%,2%,,+2.3,-8.8,13,13,9,4,33,1,179,9,12,https://www.basketball-reference.com/players/l/leonaka01.html
2013-14,21,POR,NBA,C,4,9,,,,,100%,-6.3,+0.5,0,0,1,0,0,0,0,0,0,https://www.basketball-reference.com/players/l/leoname01.html
2014-15,22,POR,NBA,C,5,106,,,,,100%,+8.6,+33.3,1,2,6,0,0,1,13,0,1,https://www.basketball-reference.com/players/l/leoname01.html
2016-17,24,POR,NBA,PF,3,31,,,,,100%,-28.8,-12.8,2,1,5,0,0,0,3,0,0,https://www.basketball-reference.com/players/l/leoname01.html
2017-18,25,POR,NBA,C,2,8,,,,,100%,+50.1,+62.6,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/l/leoname01.html
2018-19,26,POR,NBA,C,11,170,,,,,100%,-1.4,+0.3,2,0,13,2,2,2,31,1,3,https://www.basketball-reference.com/players/l/leoname01.html
2019-20,27,MIA,NBA,C,3,31,,,,,100%,+9.3,+7.7,0,0,3,0,1,0,9,0,2,https://www.basketball-reference.com/players/l/leoname01.html
2012-13,23,MEM,NBA,PF,5,11,,,2%,93%,5%,-25.0,-26.5,0,0,1,0,0,0,0,0,0,https://www.basketball-reference.com/players/l/leuerjo01.html
2013-14,24,MEM,NBA,PF,3,23,,,6%,94%,,-5.7,-0.3,0,0,1,0,1,1,4,0,0,https://www.basketball-reference.com/players/l/leuerjo01.html
2014-15,25,MEM,NBA,PF,4,9,,,,24%,76%,-6.9,-6.7,0,0,0,0,0,0,0,0,2,https://www.basketball-reference.com/players/l/leuerjo01.html
2018-19,29,DET,NBA,PF,1,5,,,,100%,,+10.0,+35.6,0,0,0,0,1,0,0,1,0,https://www.basketball-reference.com/players/l/leuerjo01.html
2012-13,24,OKC,NBA,SG,8,68,,86%,14%,,,-4.5,-6.1,0,0,2,0,1,0,10,0,1,https://www.basketball-reference.com/players/l/liggide01.html
2017-18,29,NOP,NBA,SG,3,14,,45%,55%,,,-65.1,-67.0,1,1,0,0,1,0,0,0,1,https://www.basketball-reference.com/players/l/liggide01.html
2013-14,23,POR,NBA,PG,11,466,69%,31%,,,,-1.8,+34.4,20,6,14,3,21,3,165,7,16,https://www.basketball-reference.com/players/l/lillada01.html
2014-15,24,POR,NBA,PG,5,201,97%,3%,,,,-10.2,-1.8,6,5,8,0,13,0,58,3,5,https://www.basketball-reference.com/players/l/lillada01.html
2015-16,25,POR,NBA,PG,11,437,95%,5%,,,,-4.2,-13.0,22,9,9,0,24,4,171,5,18,https://www.basketball-reference.com/players/l/lillada01.html
2016-17,26,POR,NBA,PG,4,151,85%,15%,,,,-26.4,-44.8,7,4,5,1,8,2,33,1,11,https://www.basketball-reference.com/players/l/lillada01.html
2017-18,27,POR,NBA,PG,4,162,90%,10%,,,,-13.0,-22.5,7,7,2,1,6,0,49,3,6,https://www.basketball-reference.com/players/l/lillada01.html
2018-19,28,POR,NBA,PG,16,650,100%,,,,,-1.6,+0.3,38,17,15,2,37,14,252,6,21,https://www.basketball-reference.com/players/l/lillada01.html
2019-20,29,POR,NBA,PG,4,143,100%,,,,,-16.1,-11.2,8,5,2,0,14,1,40,2,7,https://www.basketball-reference.com/players/l/lillada01.html
2012-13,24,HOU,NBA,PG,4,84,40%,60%,,,,-34.8,-42.2,5,2,7,1,1,0,20,0,1,https://www.basketball-reference.com/players/l/linje01.html
2013-14,25,HOU,NBA,PG,6,177,57%,43%,,,,-1.9,-4.5,4,9,8,0,7,2,60,2,4,https://www.basketball-reference.com/players/l/linje01.html
2015-16,27,CHO,NBA,SG,7,189,34%,66%,,,,-0.3,+23.6,2,2,10,5,17,4,39,5,4,https://www.basketball-reference.com/players/l/linje01.html
2018-19,30,TOR,NBA,PG,8,27,99%,1%,,,,-38.1,-44.9,4,1,1,0,0,0,10,0,2,https://www.basketball-reference.com/players/l/linje01.html
2005-06,20,LAC,NBA,PG,12,332,54%,46%,,,,+7.4,+8.9,12,4,9,3,11,2,125,1,3,https://www.basketball-reference.com/players/l/livinsh01.html
2013-14,28,BRK,NBA,PG,12,325,44%,56%,,,,-10.7,-20.9,12,6,16,3,15,0,92,1,5,https://www.basketball-reference.com/players/l/livinsh01.html
2014-15,29,GSW,NBA,PG,21,375,50%,50%,,,,+10.5,+3.4,9,4,10,1,11,2,90,1,4,https://www.basketball-reference.com/players/l/livinsh01.html
2015-16,30,GSW,NBA,PG,24,514,70%,30%,,,,+7.8,+5.7,15,8,18,4,17,2,199,5,9,https://www.basketball-reference.com/players/l/livinsh01.html
2016-17,31,GSW,NBA,PG,14,220,19%,81%,,,,+10.2,-4.5,5,3,9,0,5,1,50,3,1,https://www.basketball-reference.com/players/l/livinsh01.html
2017-18,32,GSW,NBA,PG,21,362,32%,68%,,,,+9.1,-1.9,4,7,16,2,7,1,69,1,3,https://www.basketball-reference.com/players/l/livinsh01.html
2018-19,33,GSW,NBA,PG,22,322,16%,80%,4%,,,-5.5,-12.6,6,2,16,0,13,2,75,1,6,https://www.basketball-reference.com/players/l/livinsh01.html
2017-18,21,GSW,NBA,C,21,387,,,4%,22%,73%,+10.0,-0.4,2,4,25,0,8,0,51,1,5,https://www.basketball-reference.com/players/l/looneke01.html
2018-19,22,GSW,NBA,C,21,432,,,,3%,97%,+12.4,+15.3,4,4,24,5,12,1,46,1,2,https://www.basketball-reference.com/players/l/looneke01.html
2012-13,24,BRK,NBA,C,7,263,,,,,100%,+6.5,+19.2,5,1,7,3,22,1,28,4,14,https://www.basketball-reference.com/players/l/lopezbr01.html
2014-15,26,BRK,NBA,C,6,234,,,,,100%,-6.3,-2.3,2,2,4,1,22,1,13,6,6,https://www.basketball-reference.com/players/l/lopezbr01.html
2018-19,30,MIL,NBA,C,15,438,,,,,100%,+10.9,+3.7,3,3,26,2,14,1,49,5,5,https://www.basketball-reference.com/players/l/lopezbr01.html
2019-20,31,MIL,NBA,C,10,328,,,,,100%,+0.1,-3.4,4,3,12,4,11,1,13,6,2,https://www.basketball-reference.com/players/l/lopezbr01.html
2009-10,21,PHO,NBA,C,6,104,,,,,100%,-0.4,-7.2,1,1,7,0,2,0,0,1,7,https://www.basketball-reference.com/players/l/lopezro01.html
2013-14,25,POR,NBA,C,11,367,,,,,100%,-10.2,-10.2,2,5,19,3,17,0,22,6,8,https://www.basketball-reference.com/players/l/lopezro01.html
2014-15,26,POR,NBA,C,5,117,,,,22%,78%,-21.2,-20.9,2,1,5,1,4,0,8,0,1,https://www.basketball-reference.com/players/l/lopezro01.html
2016-17,28,CHI,NBA,C,6,162,,,,,100%,-9.3,-3.7,3,0,5,4,3,0,13,0,1,https://www.basketball-reference.com/players/l/lopezro01.html
2019-20,31,MIL,NBA,C,3,21,,,,,100%,-23.6,-25.8,0,0,2,0,0,0,0,0,0,https://www.basketball-reference.com/players/l/lopezro01.html
2014-15,26,CLE,NBA,PF,4,107,,,,61%,39%,+15.9,+13.4,3,1,7,2,8,1,22,0,5,https://www.basketball-reference.com/players/l/loveke01.html
2015-16,27,CLE,NBA,PF,20,613,,,,10%,90%,+13.3,+8.8,18,2,13,6,25,0,98,3,15,https://www.basketball-reference.com/players/l/loveke01.html
2016-17,28,CLE,NBA,PF,18,578,,,,81%,19%,+10.5,+5.8,18,5,19,5,28,2,66,3,12,https://www.basketball-reference.com/players/l/loveke01.html
2017-18,29,CLE,NBA,C,21,660,,,,,100%,-2.2,-1.0,11,15,27,9,21,4,81,7,22,https://www.basketball-reference.com/players/l/loveke01.html
2008-09,22,HOU,NBA,PG,13,254,71%,29%,,,,-2.4,-1.2,9,4,10,2,13,8,74,3,8,https://www.basketball-reference.com/players/l/lowryky01.html
2013-14,27,TOR,NBA,PG,7,271,100%,,,,,+0.2,+10.4,9,6,10,2,16,3,71,3,6,https://www.basketball-reference.com/players/l/lowryky01.html
2014-15,28,TOR,NBA,PG,4,131,100%,,,,,-10.4,+15.4,7,2,8,2,5,1,44,1,5,https://www.basketball-reference.com/players/l/lowryky01.html
2015-16,29,TOR,NBA,PG,20,766,100%,,,,,0.0,+24.8,35,19,26,6,44,9,273,6,20,https://www.basketball-reference.com/players/l/lowryky01.html
2016-17,30,TOR,NBA,PG,8,300,100%,,,,,-2.6,+8.9,14,2,10,0,10,5,102,0,4,https://www.basketball-reference.com/players/l/lowryky01.html
2017-18,31,TOR,NBA,PG,10,361,84%,17%,,,,-3.7,+2.4,18,5,7,7,11,3,191,4,8,https://www.basketball-reference.com/players/l/lowryky01.html
2018-19,32,TOR,NBA,PG,24,901,60%,40%,,,,+8.4,+11.9,37,8,34,4,35,27,370,7,18,https://www.basketball-reference.com/players/l/lowryky01.html
2019-20,33,TOR,NBA,PG,11,413,100%,,,,,+5.7,+3.4,18,5,15,1,25,14,154,8,8,https://www.basketball-reference.com/players/l/lowryky01.html
2006-07,24,HOU,NBA,PG,2,8,100%,,,,,-1.0,+2.8,1,0,0,0,0,0,0,0,1,https://www.basketball-reference.com/players/l/lucasjo02.html
2011-12,29,CHI,NBA,PG,5,94,100%,,,,,-1.7,+0.6,2,1,5,0,1,0,18,0,2,https://www.basketball-reference.com/players/l/lucasjo02.html
2019-20,24,BRK,NBA,SF,4,131,,,54%,46%,,-11.1,+31.8,4,1,6,2,3,0,15,0,4,https://www.basketball-reference.com/players/l/luwawti01.html
2016-17,21,UTA,NBA,PF,2,10,,,,6%,94%,+27.8,+33.0,0,1,1,0,0,0,2,0,0,https://www.basketball-reference.com/players/l/lylestr01.html
2018-19,23,DEN,NBA,PF,3,8,,,,47%,53%,+50.0,+48.3,0,0,0,0,0,0,6,0,0,https://www.basketball-reference.com/players/l/lylestr01.html
2016-17,24,WAS,NBA,SG,7,17,20%,61%,19%,,,+13.5,+14.6,0,1,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/m/mcclesh01.html
2012-13,22,GSW,NBA,PG,5,8,100%,,,,,-84.8,-86.3,1,0,1,0,0,0,2,0,1,https://www.basketball-reference.com/players/m/machasc01.html
2012-13,22,ATL,NBA,PG,4,22,86%,14%,,,,+14.8,+22.2,0,0,0,0,0,1,16,0,1,https://www.basketball-reference.com/players/m/macksh01.html
2013-14,23,ATL,NBA,PG,7,118,11%,89%,1%,,,+6.5,+13.4,1,4,4,1,3,1,61,0,2,https://www.basketball-reference.com/players/m/macksh01.html
2014-15,24,ATL,NBA,PG,10,99,20%,80%,,,,-16.2,-18.9,1,1,3,0,3,0,21,0,1,https://www.basketball-reference.com/players/m/macksh01.html
2016-17,26,UTA,NBA,PG,9,155,89%,11%,,,,-5.2,-0.8,7,1,6,0,5,0,43,0,6,https://www.basketball-reference.com/players/m/macksh01.html
2009-10,23,SAS,NBA,C,2,19,,,,,100%,-10.9,-6.8,0,0,0,2,1,0,0,0,0,https://www.basketball-reference.com/players/m/mahinia01.html
2010-11,24,DAL,NBA,C,6,33,,,,,100%,-17.1,-25.1,0,0,12,0,2,1,0,1,0,https://www.basketball-reference.com/players/m/mahinia01.html
2011-12,25,DAL,NBA,C,4,70,,,,,100%,+6.6,+20.4,0,0,11,1,4,0,0,1,4,https://www.basketball-reference.com/players/m/mahinia01.html
2012-13,26,IND,NBA,C,18,150,,,,,100%,-16.3,-20.1,2,4,12,3,2,0,2,0,3,https://www.basketball-reference.com/players/m/mahinia01.html
2013-14,27,IND,NBA,C,19,241,,,,,100%,-5.5,-6.5,2,0,18,4,9,1,8,2,3,https://www.basketball-reference.com/players/m/mahinia01.html
2015-16,29,IND,NBA,C,7,172,,,,,100%,+3.0,+2.8,3,2,10,6,10,0,17,1,1,https://www.basketball-reference.com/players/m/mahinia01.html
2016-17,30,WAS,NBA,C,5,63,,,,5%,95%,-26.0,-28.0,1,0,5,1,4,1,15,0,1,https://www.basketball-reference.com/players/m/mahinia01.html
2017-18,31,WAS,NBA,C,6,52,,,,,100%,+1.6,+5.4,0,0,2,1,4,0,2,1,1,https://www.basketball-reference.com/players/m/mahinia01.html
2016-17,19,MIL,NBA,C,6,116,,,,,100%,+0.5,+3.4,5,0,10,3,4,0,31,1,3,https://www.basketball-reference.com/players/m/makerth01.html
2017-18,20,MIL,NBA,C,6,130,,,,1%,99%,+17.0,+26.4,3,1,10,0,3,0,12,0,2,https://www.basketball-reference.com/players/m/makerth01.html
2018-19,21,DET,NBA,PF,4,69,,,,42%,58%,-22.5,+3.3,1,1,9,1,3,1,11,1,5,https://www.basketball-reference.com/players/m/makerth01.html
2019-20,23,LAC,NBA,SF,13,27,,37%,53%,10%,,+21.7,+18.6,0,2,2,0,0,0,3,0,1,https://www.basketball-reference.com/players/m/mannte01.html
2015-16,27,SAS,NBA,C,7,42,,,,,100%,+1.3,-9.6,1,0,4,0,2,0,6,1,0,https://www.basketball-reference.com/players/m/marjabo01.html
2018-19,30,PHI,NBA,C,11,105,,,,,100%,-13.2,-19.2,2,2,9,7,6,0,23,0,2,https://www.basketball-reference.com/players/m/marjabo01.html
2019-20,31,DAL,NBA,C,6,82,,,,,100%,+13.5,+31.4,2,0,9,0,6,1,12,3,2,https://www.basketball-reference.com/players/m/marjabo01.html
2013-14,29,ATL,NBA,SF,3,15,,,100%,,,-0.4,+2.1,0,1,1,0,0,0,0,0,0,https://www.basketball-reference.com/players/m/martica01.html
2015-16,21,MEM,NBA,PF,2,46,,,,4%,96%,-28.3,-5.0,2,1,0,0,2,0,3,0,1,https://www.basketball-reference.com/players/m/martija01.html
2016-17,22,MEM,NBA,PF,3,10,,,,100%,,-5.3,+4.5,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/m/martija01.html
2018-19,24,ORL,NBA,PF,3,18,,,,97%,3%,+33.3,+52.7,0,0,1,0,1,0,2,0,0,https://www.basketball-reference.com/players/m/martija01.html
2019-20,23,BRK,NBA,PG,3,27,82%,18%,,,,-26.3,-5.8,0,1,1,0,1,0,10,1,1,https://www.basketball-reference.com/players/m/martije02.html
2005-06,22,SAC,NBA,SG,6,197,,15%,85%,,,-2.8,+23.5,1,0,5,0,11,1,9,1,2,https://www.basketball-reference.com/players/m/martike02.html
2012-13,29,OKC,NBA,SG,11,323,,48%,49%,4%,,+5.8,+13.0,3,5,6,2,18,5,31,4,8,https://www.basketball-reference.com/players/m/martike02.html
2015-16,32,SAS,NBA,SG,5,49,,85%,15%,,,+6.7,-3.7,1,2,0,2,2,0,7,1,1,https://www.basketball-reference.com/players/m/martike02.html
2019-20,25,MIL,NBA,PG,2,2,100%,,,,,+125.0,+124.3,0,0,0,0,0,0,3,0,0,https://www.basketball-reference.com/players/m/masonfr01.html
2009-10,23,UTA,NBA,SG,10,371,,97%,3%,,,-1.0,+3.0,7,7,15,0,18,8,35,2,12,https://www.basketball-reference.com/players/m/matthwe02.html
2010-11,24,POR,NBA,SG,6,202,9%,91%,,,,-8.6,-6.7,4,1,5,2,8,2,14,1,1,https://www.basketball-reference.com/players/m/matthwe02.html
2013-14,27,POR,NBA,SG,11,426,,77%,23%,,,-6.2,+2.5,4,12,16,6,13,8,30,0,6,https://www.basketball-reference.com/players/m/matthwe02.html
2015-16,29,DAL,NBA,SF,5,173,,16%,84%,,,-30.8,-42.3,3,0,5,0,3,2,12,0,4,https://www.basketball-reference.com/players/m/matthwe02.html
2018-19,32,IND,NBA,SG,4,119,,98%,2%,,,-2.9,+8.7,5,2,1,0,1,3,20,0,0,https://www.basketball-reference.com/players/m/matthwe02.html
2019-20,33,MIL,NBA,SG,10,246,2%,78%,20%,,,+1.5,+0.6,4,2,12,1,4,5,23,0,0,https://www.basketball-reference.com/players/m/matthwe02.html
2006-07,23,DET,NBA,C,14,146,,,,51%,49%,+0.9,-3.2,3,3,11,1,10,1,5,3,1,https://www.basketball-reference.com/players/m/maxieja01.html
2007-08,24,DET,NBA,C,17,371,,,,64%,36%,+10.8,+14.7,1,6,22,4,13,4,36,2,5,https://www.basketball-reference.com/players/m/maxieja01.html
2008-09,25,DET,NBA,C,4,64,,,,38%,62%,-20.5,+0.7,0,1,2,0,4,0,4,1,0,https://www.basketball-reference.com/players/m/maxieja01.html
2009-10,22,OKC,NBA,PG,6,76,100%,,,,,-1.4,+1.4,4,1,3,0,3,0,19,1,2,https://www.basketball-reference.com/players/m/maynoer01.html
2010-11,23,OKC,NBA,PG,17,220,96%,4%,,,,+0.7,-1.7,9,4,5,2,9,0,88,1,8,https://www.basketball-reference.com/players/m/maynoer01.html
2010-11,23,MEM,NBA,SG,13,362,23%,47%,31%,,,+3.5,+9.7,9,3,19,1,10,2,69,4,7,https://www.basketball-reference.com/players/m/mayooj01.html
2011-12,24,MEM,NBA,SG,7,163,15%,81%,5%,,,-9.1,-18.9,11,5,3,2,9,2,31,0,5,https://www.basketball-reference.com/players/m/mayooj01.html
2014-15,27,MIL,NBA,SG,6,156,,95%,5%,,,-1.6,+22.2,7,2,5,0,3,0,42,1,3,https://www.basketball-reference.com/players/m/mayooj01.html
2009-10,23,MIL,NBA,PF,7,178,,,4%,92%,4%,-4.2,-0.1,3,0,2,3,12,0,12,4,4,https://www.basketball-reference.com/players/m/mbahalu01.html
2012-13,26,MIL,NBA,SF,4,136,,7%,92%,1%,,-20.3,-12.7,4,0,5,0,9,0,16,0,1,https://www.basketball-reference.com/players/m/mbahalu01.html
2015-16,29,LAC,NBA,PF,5,78,,,81%,18%,,-7.7,-10.5,0,0,5,1,1,0,2,1,1,https://www.basketball-reference.com/players/m/mbahalu01.html
2016-17,30,LAC,NBA,SF,7,224,,,47%,53%,,-5.5,-10.2,1,1,6,1,8,0,17,0,4,https://www.basketball-reference.com/players/m/mbahalu01.html
2017-18,31,HOU,NBA,PF,9,149,,,10%,73%,17%,-22.4,-29.9,1,3,4,0,4,0,9,3,6,https://www.basketball-reference.com/players/m/mbahalu01.html
2014-15,22,GSW,NBA,PF,5,10,,,,81%,19%,-18.0,-26.5,0,1,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/m/mcadoja01.html
2015-16,23,GSW,NBA,PF,8,38,,,6%,40%,54%,-12.5,-17.7,0,0,2,0,1,0,5,0,2,https://www.basketball-reference.com/players/m/mcadoja01.html
2016-17,24,GSW,NBA,PF,13,56,,,22%,38%,39%,-11.6,-26.8,1,0,3,0,2,0,0,0,0,https://www.basketball-reference.com/players/m/mcadoja01.html
2016-17,21,GSW,NBA,SG,15,181,5%,68%,28%,,,+11.5,-2.5,2,0,8,1,5,0,38,1,1,https://www.basketball-reference.com/players/m/mccawpa01.html
2017-18,22,GSW,NBA,SG,6,16,17%,62%,21%,,,+1.0,-9.5,0,0,1,0,1,0,0,0,0,https://www.basketball-reference.com/players/m/mccawpa01.html
2018-19,23,TOR,NBA,SG,11,48,4%,22%,42%,32%,,-15.4,-22.0,1,0,1,0,0,0,11,0,0,https://www.basketball-reference.com/players/m/mccawpa01.html
2013-14,22,POR,NBA,SG,6,24,51%,41%,8%,,,-33.7,-28.1,1,0,1,0,0,0,0,0,0,https://www.basketball-reference.com/players/m/mccolcj01.html
2014-15,23,POR,NBA,SG,5,166,,99%,1%,,,+1.9,+39.1,3,3,9,0,5,0,5,1,7,https://www.basketball-reference.com/players/m/mccolcj01.html
2015-16,24,POR,NBA,SG,11,442,18%,81%,1%,,,+0.4,+14.2,7,9,11,3,23,2,88,5,7,https://www.basketball-reference.com/players/m/mccolcj01.html
2016-17,25,POR,NBA,SG,4,140,11%,88%,1%,,,-20.6,-10.6,9,4,8,1,0,0,9,1,7,https://www.basketball-reference.com/players/m/mccolcj01.html
2017-18,26,POR,NBA,SG,4,155,5%,90%,6%,,,-11.2,-10.1,1,7,2,0,8,0,36,5,2,https://www.basketball-reference.com/players/m/mccolcj01.html
2018-19,27,POR,NBA,SG,16,635,,66%,30%,4%,,-1.3,+1.9,17,6,18,4,23,2,140,3,16,https://www.basketball-reference.com/players/m/mccolcj01.html
2019-20,28,POR,NBA,SG,5,196,15%,82%,3%,,,-14.8,-18.0,7,6,4,1,11,0,43,1,4,https://www.basketball-reference.com/players/m/mccolcj01.html
2017-18,25,PHI,NBA,PG,10,155,100%,,,,,+13.6,+15.7,4,1,7,0,3,3,55,3,0,https://www.basketball-reference.com/players/m/mccontj01.html
2018-19,26,PHI,NBA,PG,9,75,100%,,,,,-16.3,-21.7,1,0,4,0,0,1,27,0,0,https://www.basketball-reference.com/players/m/mccontj01.html
2019-20,27,IND,NBA,PG,3,28,56%,44%,,,,-21.6,-12.3,0,2,4,0,1,0,14,0,0,https://www.basketball-reference.com/players/m/mccontj01.html
2015-16,22,HOU,NBA,SF,4,34,,81%,19%,,,-1.0,+22.1,0,0,1,0,0,1,2,0,3,https://www.basketball-reference.com/players/m/mcdankj01.html
2014-15,23,CHI,NBA,SF,3,10,,,100%,,,+67.4,+65.6,0,1,0,0,1,0,2,0,0,https://www.basketball-reference.com/players/m/mcderdo01.html
2016-17,25,OKC,NBA,SF,5,66,,,9%,85%,5%,-15.2,-8.5,0,1,0,0,0,0,2,0,1,https://www.basketball-reference.com/players/m/mcderdo01.html
2018-19,27,IND,NBA,SF,3,29,,,68%,32%,,-3.8,+3.0,0,0,1,0,2,1,11,1,0,https://www.basketball-reference.com/players/m/mcderdo01.html
2019-20,28,IND,NBA,PF,4,54,,,,56%,44%,-34.0,-31.4,1,0,1,0,0,0,3,0,2,https://www.basketball-reference.com/players/m/mcderdo01.html
2011-12,24,DEN,NBA,C,7,181,,,,2%,98%,+5.9,+12.1,1,2,11,1,12,0,12,1,8,https://www.basketball-reference.com/players/m/mcgeeja01.html
2012-13,25,DEN,NBA,C,6,112,,,,,100%,+0.4,+8.5,1,3,9,4,8,1,0,2,3,https://www.basketball-reference.com/players/m/mcgeeja01.html
2015-16,28,DAL,NBA,C,2,14,,,,,100%,+4.0,+25.3,2,0,1,1,2,0,0,0,0,https://www.basketball-reference.com/players/m/mcgeeja01.html
2016-17,29,GSW,NBA,C,16,149,,,,,100%,+21.8,+10.3,4,2,18,2,10,0,11,4,6,https://www.basketball-reference.com/players/m/mcgeeja01.html
2017-18,30,GSW,NBA,C,13,158,,,,,100%,+13.0,+3.2,1,1,8,1,4,0,9,1,0,https://www.basketball-reference.com/players/m/mcgeeja01.html
2019-20,32,LAL,NBA,C,14,135,,,,,100%,+5.8,-2.0,4,0,10,3,2,0,21,2,1,https://www.basketball-reference.com/players/m/mcgeeja01.html
2017-18,26,MIA,NBA,SG,4,16,40%,19%,41%,,,-19.5,-9.9,0,0,1,0,0,1,0,0,1,https://www.basketball-reference.com/players/m/mcgruro01.html
2019-20,28,LAC,NBA,SG,5,16,34%,49%,17%,,,+37.5,+34.3,0,0,0,0,0,0,5,0,0,https://www.basketball-reference.com/players/m/mcgruro01.html
2007-08,22,WAS,NBA,SG,3,15,,,100%,,,+9.9,+15.1,0,0,1,0,1,0,2,0,0,https://www.basketball-reference.com/players/m/mcguido01.html
2018-19,26,GSW,NBA,SF,22,235,,11%,79%,10%,,+1.8,-2.2,2,3,15,0,4,3,10,1,4,https://www.basketball-reference.com/players/m/mckinal01.html
2019-20,26,HOU,NBA,SF,11,130,72%,28%,,,,+19.5,+23.0,1,1,4,0,0,2,16,0,4,https://www.basketball-reference.com/players/m/mclembe01.html
2015-16,24,CLE,NBA,PG,2,4,,100%,,,,+137.5,+128.1,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/m/mcraejo01.html
2010-11,23,IND,NBA,PF,5,79,,,,84%,16%,0.0,+12.3,2,1,8,1,5,1,15,1,5,https://www.basketball-reference.com/players/m/mcrobjo01.html
2011-12,24,LAL,NBA,PF,6,16,,,,100%,,+3.9,+8.8,2,0,1,0,0,1,3,0,0,https://www.basketball-reference.com/players/m/mcrobjo01.html
2013-14,26,CHA,NBA,PF,4,154,,,,97%,4%,-2.5,+41.2,2,3,6,0,5,0,33,0,1,https://www.basketball-reference.com/players/m/mcrobjo01.html
2015-16,28,MIA,NBA,PF,10,134,,,,,100%,+14.3,+12.1,2,1,12,1,2,0,21,0,0,https://www.basketball-reference.com/players/m/mcrobjo01.html
2010-11,23,PHI,NBA,SG,5,125,,96%,4%,,,-7.4,+2.0,1,0,4,0,2,0,11,0,2,https://www.basketball-reference.com/players/m/meeksjo01.html
2011-12,24,PHI,NBA,SG,13,102,4%,78%,19%,,,-0.3,+0.7,4,0,3,0,3,2,9,0,1,https://www.basketball-reference.com/players/m/meeksjo01.html
2012-13,25,LAL,NBA,SG,1,20,,100%,,,,-28.3,-8.6,1,0,0,1,0,0,0,0,0,https://www.basketball-reference.com/players/m/meeksjo01.html
2015-16,28,DET,NBA,SG,1,2,,100%,,,,-100.0,-90.6,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/m/meeksjo01.html
2018-19,31,TOR,NBA,SG,14,66,2%,98%,,,,-13.3,-20.2,2,0,5,1,2,0,3,1,1,https://www.basketball-reference.com/players/m/meeksjo01.html
2015-16,29,DAL,NBA,C,4,76,,,,,100%,-12.1,+11.3,0,0,7,0,3,0,2,0,1,https://www.basketball-reference.com/players/m/mejrisa01.html
2015-16,21,BOS,NBA,PF,2,10,,,,87%,13%,-6.2,-0.3,0,0,0,0,0,0,5,0,0,https://www.basketball-reference.com/players/m/mickejo01.html
